Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 1.117999 ,   0.946383 , 0.946938 ,    0.070760 ,      0.070243 ,    0.089871 ,       Not run ,        Not run
Apps_ENERGY               , 1.553605 ,   1.524740 , 1.663632 ,    0.073954 ,      0.071512 ,    0.074479 ,       Not run ,        Not run
Apps_FIR                  , 0.861875 ,   0.628922 , 0.628267 ,    0.053392 ,      0.052548 ,    0.066101 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.037930 ,   0.038173 , 0.038353 ,    0.643741 ,      0.655455 ,    1.305813 ,       Not run ,        Not run
Apps_LTIMES               , 0.294495 ,   0.224477 , 1.417838 ,    0.013386 ,      0.013586 ,    0.072077 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.301606 ,   0.228731 , 0.312434 ,    0.016289 ,      0.016715 ,    0.135078 ,       Not run ,        Not run
Apps_PRESSURE             , 1.883463 ,   1.891286 , 1.858306 ,    0.066213 ,      0.066612 ,    0.127386 ,       Not run ,        Not run
Apps_VOL3D                , 1.601110 ,   1.566841 , 1.545693 ,    0.066859 ,      0.066534 ,    0.079448 ,       Not run ,        Not run
Basic_DAXPY               , 0.358374 ,   0.344237 , 0.343452 ,    0.050539 ,      0.050746 ,    0.089935 ,      0.039618 ,        Not run
Basic_IF_QUAD             , 1.475049 ,   1.433677 , 1.430547 ,    0.047835 ,      0.049816 ,    0.066449 ,      0.061683 ,        Not run
Basic_INIT3               , 1.331468 ,   1.301608 , 1.218606 ,    0.079283 ,      0.079430 ,    0.119995 ,      0.088597 ,        Not run
Basic_INIT_VIEW1D         , 0.907154 ,   0.899805 , 0.900313 ,    0.218280 ,      0.158514 ,    0.381495 ,      0.147800 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.213201 ,   1.198413 , 1.125639 ,    0.145189 ,      0.134076 ,    0.363314 ,      0.146749 ,        Not run
Basic_MULADDSUB           , 0.893269 ,   0.850197 , 0.761380 ,    0.038054 ,      0.052133 ,    0.068605 ,      0.039932 ,        Not run
Basic_NESTED_INIT         , 0.367820 ,   0.361249 , 0.373925 ,    0.081939 ,      0.053595 ,    0.155085 ,      0.095477 ,        Not run
Basic_PI_ATOMIC           , 0.041369 ,   0.041398 , 0.175543 ,    8.647962 ,      8.538185 ,   21.789878 ,      6.986792 ,        Not run
Basic_REDUCE3_INT         , 0.008571 ,   0.008588 , 0.067634 ,    0.000759 ,      0.005950 ,    0.013795 ,      0.002297 ,        Not run
Basic_TRAP_INT            , 0.092891 ,   0.092604 , 0.098481 ,    0.003327 ,      0.003265 ,    0.007711 ,      0.003278 ,        Not run
Lcals_DIFF_PREDICT        , 1.569406 ,   1.559740 , 1.430424 ,    0.035967 ,      0.035125 ,    0.038002 ,      0.037679 ,        Not run
Lcals_EOS                 , 0.794875 ,   0.737300 , 0.728709 ,    0.011256 ,      0.011454 ,    0.030691 ,      0.034729 ,        Not run
Lcals_FIRST_DIFF          , 1.319301 ,   1.315170 , 1.314888 ,    0.022549 ,      0.022495 ,    0.030356 ,      0.033981 ,        Not run
Lcals_FIRST_MIN           , 0.039642 ,   0.039524 , 0.148971 ,    0.003155 ,      0.002788 ,    0.010723 ,      0.002825 ,        Not run
Lcals_FIRST_SUM           , 1.337671 ,   1.329760 , 1.329222 ,    0.022556 ,      0.022305 ,    0.030144 ,      0.034249 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.674985 ,   1.643282 , 1.669486 ,    0.191197 ,      0.190454 ,    0.194485 ,      0.212260 ,        Not run
Lcals_HYDRO_1D            , 1.086078 ,   1.086679 , 1.076057 ,    0.014106 ,      0.014577 ,    0.028266 ,      0.019943 ,        Not run
Lcals_HYDRO_2D            , 1.222490 ,   1.196243 , 1.299418 ,    0.033885 ,      0.034390 ,    0.046415 ,      0.053515 ,        Not run
Lcals_INT_PREDICT         , 2.142063 ,   2.138291 , 2.221923 ,    0.063129 ,      0.063941 ,    0.065941 ,      0.068837 ,        Not run
Lcals_PLANCKIAN           , 0.423370 ,   0.351970 , 0.352470 ,    0.008951 ,      0.008534 ,    0.009553 ,      0.009728 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.405122 ,   1.410759 , 1.399057 ,    0.014922 ,      0.014931 ,    0.019821 ,      0.021638 ,        Not run
Stream_ADD                , 1.144426 ,   1.115202 , 1.127454 ,    0.013045 ,      0.013060 ,    0.017107 ,      0.018599 ,        Not run
Stream_COPY               , 1.138505 ,   1.132176 , 1.133215 ,    0.028233 ,      0.027828 ,    0.032627 ,      0.044018 ,        Not run
Stream_DOT                , 1.269175 ,   1.260962 , 2.874734 ,    0.031434 ,      0.031514 ,    0.196074 ,      0.040010 ,        Not run
Stream_MUL                , 1.184796 ,   1.180617 , 1.180701 ,    0.019565 ,      0.022296 ,    0.038026 ,      0.029666 ,        Not run
Stream_TRIAD              , 1.008986 ,   1.017697 , 1.000342 ,    0.012325 ,      0.012283 ,    0.025207 ,      0.034046 ,        Not run
