FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.11           ,         , -0.11           ,         , 0.056           ,         , 0.35            ,OVER_TOL
Apps_ENERGY               , 0.031           ,         , 0.11            ,OVER_TOL , -0.47           ,         , -0.56           ,        
Apps_FIR                  , -0.25           ,         , -0.25           ,         , 0.0088          ,         , 0.47            ,OVER_TOL
Apps_HALOEXCHANGE         , 0.035           ,         , 0.011           ,         , 0.057           ,         , 0.3             ,OVER_TOL
Apps_LTIMES               , -0.23           ,         , 3.9             ,OVER_TOL , -0.54           ,         , 1.7             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.2            ,         , 0.097           ,         , 0.016           ,         , 7.5             ,OVER_TOL
Apps_PRESSURE             , 0.0042          ,         , 0.015           ,         , -0.0067         ,         , 1.2             ,OVER_TOL
Apps_VOL3D                , -0.023          ,         , -0.037          ,         , -0.0064         ,         , 0.12            ,OVER_TOL
Basic_DAXPY               , -0.015          ,         , -0.015          ,         , -0.041          ,         , -0.14           ,        
Basic_IF_QUAD             , -0.012          ,         , -0.028          ,         , 0.015           ,         , 0.019           ,        
Basic_INIT3               , -0.04           ,         , -0.17           ,         , -0.0026         ,         , 0.44            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0075         ,         , -0.0072         ,         , 0.45            ,OVER_TOL , 1.6             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.017          ,         , -0.03           ,         , -0.014          ,         , 1.3             ,OVER_TOL
Basic_MULADDSUB           , -0.061          ,         , -0.17           ,         , -0.023          ,         , 0.46            ,OVER_TOL
Basic_NESTED_INIT         , -0.019          ,         , 0.02            ,         , -0.3            ,         , -0.043          ,        
Basic_PI_ATOMIC           , 0.0016          ,         , 3.3             ,OVER_TOL , 0.047           ,         , 1.6             ,OVER_TOL
Basic_REDUCE3_INT         , -0.016          ,         , 7               ,OVER_TOL , -0.2            ,         , 13              ,OVER_TOL
Basic_TRAP_INT            , 0.00089         ,         , 0.063           ,         , -0.3            ,         , 0.82            ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.0042         ,         , -0.099          ,         , -0.068          ,         , -0.029          ,        
Lcals_EOS                 , -0.037          ,         , -0.031          ,         , -0.022          ,         , 1.5             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.003          ,         , -0.0033         ,         , -0.11           ,         , 0.21            ,OVER_TOL
Lcals_FIRST_MIN           , -0.003          ,         , 3               ,OVER_TOL , -0.086          ,         , 2.6             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0035         ,         , -0.0036         ,         , -0.012          ,         , 0.35            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.018          ,         , 0.01            ,         , -0.0045         ,         , 0.053           ,        
Lcals_HYDRO_1D            , -0.0049         ,         , -0.0059         ,         , 0.0091          ,         , 0.97            ,OVER_TOL
Lcals_HYDRO_2D            , -0.03           ,         , 0.071           ,         , -0.0066         ,         , 0.32            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0052         ,         , 0.038           ,         , -0.038          ,         , -0.0044         ,        
Lcals_PLANCKIAN           , -0.18           ,         , -0.18           ,         , -0.0096         ,         , 0.029           ,        
Lcals_TRIDIAG_ELIM        , -0.0045         ,         , -0.0046         ,         , -0.34           ,         , -0.15           ,        
Stream_ADD                , -0.001          ,         , -0.0047         ,         , -0.0022         ,         , 0.29            ,OVER_TOL
Stream_COPY               , -0.0047         ,         , -0.0025         ,         , 0.032           ,         , 0.28            ,OVER_TOL
Stream_DOT                , -0.0039         ,         , 1.2             ,OVER_TOL , 0.21            ,OVER_TOL , 5.1             ,OVER_TOL
Stream_MUL                , -0.0031         ,         , -0.0031         ,         , -0.0052         ,         , 0.93            ,OVER_TOL
Stream_TRIAD              , -0.0094         ,         , -0.0075         ,         , -0.0081         ,         , 1.1             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.25           ,         , -0.25           ,         , -0.54           ,         , -0.56           ,        
Col Max                   , 0.035           ,         , 7               ,         , 0.45            ,         , 13              ,        
Col Avg                   , -0.036          ,         , 0.52            ,         , -0.05           ,         , 1.3             ,        
Col Std Dev               , 0.0049          ,         , 2.3             ,         , 0.031           ,         , 6.7             ,        
