FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , -0.0027         ,         , -0.14           ,         , -0.22           ,         , -0.26           ,        
Basic_DAXPY               , -0.082          ,         , 0.0086          ,         , 0.043           ,         , 0.019           ,        
Basic_IF_QUAD             , -0.0031         ,         , 0.062           ,         , 0.055           ,         , 0.046           ,        
Basic_INIT3               , -0.063          ,         , 0.0087          ,         , -0.0051         ,         , 0.07            ,        
Basic_INIT_VIEW1D         , -0.02           ,         , 0.28            ,OVER_TOL , 0.0072          ,         , 0.06            ,        
Basic_INIT_VIEW1D_OFFSET  , -0.67           ,         , -0.62           ,         , 0.057           ,         , 0.081           ,        
Basic_MULADDSUB           , 0.0061          ,         , 0.0082          ,         , -0.085          ,         , -0.083          ,        
Basic_NESTED_INIT         , 0.034           ,         , -0.0041         ,         , -0.054          ,         , 0.011           ,        
Basic_REDUCE3_INT         , -0.1            ,         , 0.18            ,OVER_TOL , 0.0096          ,         , -0.063          ,        
Basic_TRAP_INT            , -0.038          ,         , -0.11           ,         , -0.052          ,         , -0.059          ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.67           ,         , -0.62           ,         , -0.22           ,         , -0.26           ,        
Col Max                   , 0.034           ,         , 0.28            ,         , 0.057           ,         , 0.081           ,        
Col Avg                   , -0.094          ,         , -0.033          ,         , -0.024          ,         , -0.017          ,        
Col Std Dev               , 0.038           ,         , 0.052           ,         , 0.0063          ,         , 0.0094          ,        
