FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , 0.3             ,OVER_TOL , 2.1             ,OVER_TOL , 0.035           ,         , 0.77            ,OVER_TOL
Basic_DAXPY               , -0.024          ,         , -0.026          ,         , 0.074           ,         , 0.52            ,OVER_TOL
Basic_IF_QUAD             , -0.015          ,         , -0.024          ,         , -0.15           ,         , 0.2             ,OVER_TOL
Basic_INIT3               , -0.015          ,         , -0.19           ,         , 0.0026          ,         , 0.31            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0014         ,         , 0.29            ,OVER_TOL , -0.029          ,         , 1.1             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0053         ,         , 0.29            ,OVER_TOL , 0.023           ,         , 1.4             ,OVER_TOL
Basic_MULADDSUB           , -0.0085         ,         , -0.26           ,         , -0.03           ,         , 0.25            ,OVER_TOL
Basic_NESTED_INIT         , 0.00018         ,         , 0.098           ,         , -0.3            ,         , 0.37            ,OVER_TOL
Basic_REDUCE3_INT         , 0.0026          ,         , 6.9             ,OVER_TOL , -0.0057         ,         , 14              ,OVER_TOL
Basic_TRAP_INT            , 0.049           ,         , 0.05            ,         , -0.015          ,         , 4.3             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.024          ,         , -0.26           ,         , -0.3            ,         , 0.2             ,        
Col Max                   , 0.3             ,         , 6.9             ,         , 0.074           ,         , 14              ,        
Col Avg                   , 0.028           ,         , 0.92            ,         , -0.04           ,         , 2.3             ,        
Col Std Dev               , 0.0084          ,         , 4.4             ,         , 0.011           ,         , 16              ,        
