FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.043          ,         , -0.043          ,         , -0.067          ,         , 0.63            ,OVER_TOL
Apps_ENERGY               , -0.063          ,         , -0.079          ,         , 0.045           ,         , -0.007          ,        
Apps_FIR                  , -0.057          ,         , -0.17           ,         , -0.025          ,         , 0.68            ,OVER_TOL
Apps_HALOEXCHANGE         , 0.0013          ,         , 0.0012          ,         , 0.0093          ,         , 0.98            ,OVER_TOL
Apps_LTIMES               , -0.23           ,         , 4.7             ,OVER_TOL , 0.0075          ,         , 4.4             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.24           ,         , 0.042           ,         , -0.15           ,         , 6.3             ,OVER_TOL
Apps_PRESSURE             , -0.0041         ,         , -0.0037         ,         , 0.001           ,         , 0.11            ,OVER_TOL
Apps_VOL3D                , -0.032          ,         , -0.044          ,         , -0.0059         ,         , 0.23            ,OVER_TOL
Basic_ATOMIC_PI           , -0.0015         ,         , 3.4             ,OVER_TOL , -0.063          ,         , 2.4             ,OVER_TOL
Basic_DAXPY               , -0.041          ,         , -0.041          ,         , -0.0037         ,         , 0.94            ,OVER_TOL
Basic_IF_QUAD             , -0.027          ,         , -0.029          ,         , 0.011           ,         , 0.67            ,OVER_TOL
Basic_INIT3               , -0.0096         ,         , -0.18           ,         , -0.0066         ,         , 0.86            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0076         ,         , 0.3             ,OVER_TOL , -0.0034         ,         , 0.95            ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.027          ,         , 0.36            ,OVER_TOL , -0.0031         ,         , 1               ,OVER_TOL
Basic_MULADDSUB           , -0.086          ,         , -0.21           ,         , -0.02           ,         , 0.89            ,OVER_TOL
Basic_NESTED_INIT         , -0.013          ,         , 0.094           ,         , -0.1            ,         , 0.52            ,OVER_TOL
Basic_REDUCE3_INT         , -0.0033         ,         , 6.6             ,OVER_TOL , 0.0047          ,         , 2               ,OVER_TOL
Basic_TRAP_INT            , 0.031           ,         , 0.023           ,         , 0.0029          ,         , 0.58            ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.02           ,         , -0.39           ,         , -0.01           ,         , 0.86            ,OVER_TOL
Lcals_EOS                 , -0.0066         ,         , -0.0065         ,         , -0.0086         ,         , 0.91            ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0072         ,         , -0.007          ,         , -0.0022         ,         , 0.96            ,OVER_TOL
Lcals_FIRST_MIN           , -0.0071         ,         , 2.9             ,OVER_TOL , 0.071           ,         , 0.73            ,OVER_TOL
Lcals_FIRST_SUM           , -0.0079         ,         , -0.0076         ,         , -0.026          ,         , 0.91            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.021          ,         , -0.02           ,         , -0.031          ,         , 0.8             ,OVER_TOL
Lcals_HYDRO_1D            , -0.017          ,         , -0.017          ,         , -0.0037         ,         , 0.94            ,OVER_TOL
Lcals_HYDRO_2D            , -0.028          ,         , 0.54            ,OVER_TOL , -0.0052         ,         , 1.2             ,OVER_TOL
Lcals_INT_PREDICT         , -0.013          ,         , 0.021           ,         , -0.0081         ,         , 0.78            ,OVER_TOL
Lcals_PLANCKIAN           , -0.21           ,         , -0.21           ,         , -0.0057         ,         , 0.58            ,OVER_TOL
Lcals_TRIDIAG_ELIM        , -0.0029         ,         , -0.003          ,         , -0.0029         ,         , 0.9             ,OVER_TOL
Stream_ADD                , -0.12           ,         , -0.13           ,         , 0.0026          ,         , 0.77            ,OVER_TOL
Stream_COPY               , -0.0054         ,         , -0.0008         ,         , -0.056          ,         , 0.64            ,OVER_TOL
Stream_DOT                , -0.0042         ,         , 1.3             ,OVER_TOL , -0.012          ,         , 1               ,OVER_TOL
Stream_MUL                , -0.0056         ,         , -0.0056         ,         , -0.0068         ,         , 0.83            ,OVER_TOL
Stream_TRIAD              , -0.0092         ,         , -0.0038         ,         , -0.005          ,         , 0.92            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.24           ,         , -0.39           ,         , -0.15           ,         , -0.007          ,        
Col Max                   , 0.031           ,         , 6.6             ,         , 0.071           ,         , 6.3             ,        
Col Avg                   , -0.039          ,         , 0.55            ,         , -0.014          ,         , 1.1             ,        
Col Std Dev               , 0.0041          ,         , 2.3             ,         , 0.0015          ,         , 1.3             ,        
