FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.073          ,         , -0.071          ,         , -0.053          ,         , -0.18           ,        
Apps_ENERGY               , 0.028           ,         , 0.1             ,OVER_TOL , -0.19           ,         , -0.2            ,        
Apps_FIR                  , -0.26           ,         , -0.26           ,         , -0.061          ,         , 0.21            ,OVER_TOL
Apps_HALOEXCHANGE         , 0.021           ,         , 0.023           ,         , -0.19           ,         , 0.37            ,OVER_TOL
Apps_LTIMES               , -0.23           ,         , 3.9             ,OVER_TOL , -0.095          ,         , 3.5             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.037           ,         , 0.017           ,         , 9.3             ,OVER_TOL
Apps_PRESSURE             , -0.0021         ,         , -0.00088        ,         , -0.016          ,         , 1.2             ,OVER_TOL
Apps_VOL3D                , -0.024          ,         , -0.038          ,         , 0.015           ,         , 0.12            ,OVER_TOL
Basic_DAXPY               , -0.025          ,         , -0.027          ,         , 0.01            ,         , 0.85            ,OVER_TOL
Basic_IF_QUAD             , -0.021          ,         , -0.027          ,         , 0.077           ,         , 0.2             ,OVER_TOL
Basic_INIT3               , -0.013          ,         , -0.14           ,         , -0.0044         ,         , 0.41            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0025         ,         , -0.0013         ,         , -0.0048         ,         , 1.4             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0018         ,         , 0.29            ,OVER_TOL , -0.0032         ,         , 1.3             ,OVER_TOL
Basic_MULADDSUB           , -0.042          ,         , -0.16           ,         , -0.0037         ,         , 0.43            ,OVER_TOL
Basic_NESTED_INIT         , -0.0014         ,         , 0.056           ,         , -0.012          ,         , 1.1             ,OVER_TOL
Basic_PI_ATOMIC           , 0.0021          ,         , 3.2             ,OVER_TOL , -0.12           ,         , 0.77            ,OVER_TOL
Basic_REDUCE3_INT         , -0.019          ,         , 7.1             ,OVER_TOL , -0.12           ,         , 13              ,OVER_TOL
Basic_TRAP_INT            , -0.00031        ,         , 0.056           ,         , -0.08           ,         , 1.5             ,OVER_TOL
Lcals_DIFF_PREDICT        , 0.00018         ,         , -0.1            ,         , 0.048           ,         , 0.017           ,        
Lcals_EOS                 , -0.032          ,         , -0.035          ,         , 0.00097         ,         , 1.6             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0044         ,         , -0.0044         ,         , 0.0068          ,         , 0.4             ,OVER_TOL
Lcals_FIRST_MIN           , -0.0049         ,         , 3               ,OVER_TOL , -0.057          ,         , 2.6             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0049         ,         , -0.0044         ,         , 0.14            ,OVER_TOL , 0.39            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.015          ,         , 0.0032          ,         , -0.0074         ,         , 0.018           ,        
Lcals_HYDRO_1D            , -0.0059         ,         , -0.0059         ,         , 0.0053          ,         , 1.1             ,OVER_TOL
Lcals_HYDRO_2D            , -0.015          ,         , 0.078           ,         , 0.024           ,         , 0.36            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0042         ,         , 0.036           ,         , -0.013          ,         , 0.042           ,        
Lcals_PLANCKIAN           , -0.14           ,         , -0.14           ,         , -0.054          ,         , 0.1             ,OVER_TOL
Lcals_TRIDIAG_ELIM        , -0.0077         ,         , -0.0074         ,         , 0.045           ,         , 0.3             ,OVER_TOL
Stream_ADD                , -0.0058         ,         , -0.0056         ,         , 0.0075          ,         , 0.34            ,OVER_TOL
Stream_COPY               , -0.0048         ,         , 0.00057         ,         , -0.0033         ,         , 0.2             ,OVER_TOL
Stream_DOT                , -0.02           ,         , 1.2             ,OVER_TOL , 0.24            ,OVER_TOL , 5.4             ,OVER_TOL
Stream_MUL                , -0.0051         ,         , -0.006          ,         , -0.0056         ,         , 0.97            ,OVER_TOL
Stream_TRIAD              , -0.015          ,         , -0.016          ,         , 0.033           ,         , 1.4             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.26           ,         , -0.26           ,         , -0.19           ,         , -0.2            ,        
Col Max                   , 0.028           ,         , 7.1             ,         , 0.24            ,         , 13              ,        
Col Avg                   , -0.035          ,         , 0.53            ,         , -0.012          ,         , 1.5             ,        
Col Std Dev               , 0.0051          ,         , 2.3             ,         , 0.0063          ,         , 7.3             ,        
