FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.083          ,         , -0.084          ,         , 0.12            ,OVER_TOL , -0.034          ,        
Apps_ENERGY               , 0.023           ,         , 0.092           ,         , 0.12            ,OVER_TOL , 0.034           ,        
Apps_FIR                  , -0.26           ,         , -0.27           ,         , -0.031          ,         , 0.28            ,OVER_TOL
Apps_HALOEXCHANGE         , 0.0048          ,         , 0.015           ,         , 0.028           ,         , 1               ,OVER_TOL
Apps_LTIMES               , -0.22           ,         , 4               ,OVER_TOL , 0.0098          ,         , 3.8             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.038           ,         , 0.028           ,         , 7.2             ,OVER_TOL
Apps_PRESSURE             , -0.0099         ,         , -0.0098         ,         , 0.0093          ,         , 0.3             ,OVER_TOL
Apps_VOL3D                , -0.024          ,         , -0.039          ,         , 0.0067          ,         , 0.2             ,OVER_TOL
Basic_DAXPY               , -0.017          ,         , -0.018          ,         , 0.031           ,         , 0.9             ,OVER_TOL
Basic_IF_QUAD             , -0.034          ,         , -0.029          ,         , 0.15            ,OVER_TOL , -0.047          ,        
Basic_INIT3               , -0.0079         ,         , -0.14           ,         , -0.23           ,         , 0.43            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0038         ,         , -0.0031         ,         , -0.42           ,         , 0.61            ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0023         ,         , 0.26            ,OVER_TOL , 0.00019         ,         , 1.3             ,OVER_TOL
Basic_MULADDSUB           , -0.051          ,         , -0.16           ,         , 0.016           ,         , 0.41            ,OVER_TOL
Basic_NESTED_INIT         , -0.003          ,         , 0.052           ,         , -0.0042         ,         , 1.7             ,OVER_TOL
Basic_PI_ATOMIC           , -0.00029        ,         , 3.3             ,OVER_TOL , -0.023          ,         , 1               ,OVER_TOL
Basic_REDUCE3_INT         , 1.8e-05         ,         , 7.1             ,OVER_TOL , -0.051          ,         , 19              ,OVER_TOL
Basic_TRAP_INT            , -0.00025        ,         , 0.076           ,         , -0.078          ,         , 1.6             ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.00052        ,         , -0.098          ,         , -0.014          ,         , 0.016           ,        
Lcals_EOS                 , -0.037          ,         , -0.042          ,         , 0.023           ,         , 1.7             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0037         ,         , -0.0037         ,         , 0.021           ,         , 0.38            ,OVER_TOL
Lcals_FIRST_MIN           , -0.0067         ,         , 2.9             ,OVER_TOL , -0.21           ,         , 1.9             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0043         ,         , -0.0042         ,         , 0.012           ,         , 0.35            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.012          ,         , -8.8e-05        ,         , -0.0015         ,         , 0.012           ,        
Lcals_HYDRO_1D            , -0.0051         ,         , -0.0044         ,         , -0.0065         ,         , 1               ,OVER_TOL
Lcals_HYDRO_2D            , -0.016          ,         , 0.078           ,         , 0.011           ,         , 0.35            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0022         ,         , 0.037           ,         , -0.44           ,         , -0.43           ,        
Lcals_PLANCKIAN           , -0.14           ,         , -0.14           ,         , 0.014           ,         , 0.1             ,OVER_TOL
Lcals_TRIDIAG_ELIM        , -0.0031         ,         , -0.0061         ,         , -0.012          ,         , 0.27            ,OVER_TOL
Stream_ADD                , -0.0079         ,         , -0.0053         ,         , -0.2            ,         , 0.022           ,        
Stream_COPY               , -0.0052         ,         , 7.1e-06         ,         , -0.022          ,         , 0.15            ,OVER_TOL
Stream_DOT                , -0.0054         ,         , 1.2             ,OVER_TOL , 0.28            ,OVER_TOL , 5.8             ,OVER_TOL
Stream_MUL                , -0.0038         ,         , -0.005          ,         , -0.0026         ,         , 0.98            ,OVER_TOL
Stream_TRIAD              , -0.0056         ,         , -0.0077         ,         , 0.0037          ,         , 1               ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.26           ,         , -0.27           ,         , -0.44           ,         , -0.43           ,        
Col Max                   , 0.023           ,         , 7.1             ,         , 0.28            ,         , 19              ,        
Col Avg                   , -0.035          ,         , 0.53            ,         , -0.025          ,         , 1.6             ,        
Col Std Dev               , 0.0051          ,         , 2.3             ,         , 0.018           ,         , 12              ,        
