Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           , 0.024202 ,   0.024326 , 0.108393 ,    6.061303 ,      6.003363 ,   19.480426 ,      7.099938 ,        Not run
Basic_DAXPY               , 0.293289 ,   0.282418 , 0.293036 ,    0.228854 ,      0.228735 ,    0.450355 ,      0.218961 ,        Not run
Basic_IF_QUAD             , 1.430408 ,   1.397662 , 1.432937 ,    0.110878 ,      0.113388 ,    0.166514 ,      0.119801 ,        Not run
Basic_INIT3               , 1.029615 ,   1.020618 , 0.833980 ,    0.232588 ,      0.232008 ,    0.428813 ,      0.234795 ,        Not run
Basic_INIT_VIEW1D         , 0.897241 ,   0.897212 , 1.127311 ,    0.240811 ,      0.242917 ,    0.467898 ,      0.242750 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.897629 ,   0.892649 , 1.128523 ,    0.238095 ,      0.235994 ,    0.483686 ,      0.238955 ,        Not run
Basic_MULADDSUB           , 0.728301 ,   0.700815 , 0.612146 ,    0.159945 ,      0.163566 ,    0.299204 ,      0.162765 ,        Not run
Basic_NESTED_INIT         , 0.882682 ,   0.875015 , 0.876182 ,    0.104269 ,      0.047021 ,    0.218890 ,      0.028556 ,        Not run
Basic_REDUCE3_INT         , 0.016555 ,   0.016572 , 0.083890 ,    0.008326 ,      0.008227 ,    0.035103 ,      0.008866 ,        Not run
Basic_TRAP_INT            , 0.376543 ,   0.395716 , 0.395094 ,    0.182870 ,      0.188239 ,    0.301134 ,      0.110841 ,        Not run
