Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 1.009349 ,   0.948741 , 0.948828 ,    0.062800 ,      0.056715 ,    0.079682 ,       Not run ,        Not run
Apps_ENERGY               , 1.511015 ,   1.550574 , 1.656262 ,    0.106035 ,      0.084130 ,    0.092319 ,       Not run ,        Not run
Apps_FIR                  , 0.817711 ,   0.627524 , 0.626985 ,    0.037139 ,      0.034862 ,    0.042164 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.040030 ,   0.040042 , 0.039902 ,    0.445100 ,      0.600945 ,    0.988748 ,       Not run ,        Not run
Apps_LTIMES               , 0.257047 ,   0.230651 , 1.461339 ,    0.034435 ,      0.011262 ,    0.067772 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.299893 ,   0.225841 , 0.313050 ,    0.011369 ,      0.011689 ,    0.106012 ,       Not run ,        Not run
Apps_PRESSURE             , 1.652215 ,   1.592814 , 1.597287 ,    0.055907 ,      0.056221 ,    0.103022 ,       Not run ,        Not run
Apps_VOL3D                , 1.604129 ,   1.567143 , 1.542374 ,    0.066020 ,      0.066131 ,    0.074782 ,       Not run ,        Not run
Basic_DAXPY               , 0.335414 ,   0.330687 , 0.330526 ,    0.028000 ,      0.028132 ,    0.051780 ,      0.036080 ,        Not run
Basic_IF_QUAD             , 1.474307 ,   1.463740 , 1.443738 ,    0.045008 ,      0.047792 ,    0.052708 ,      0.052004 ,        Not run
Basic_INIT3               , 1.216419 ,   1.190942 , 1.054995 ,    0.050338 ,      0.050336 ,    0.072470 ,      0.052299 ,        Not run
Basic_INIT_VIEW1D         , 0.906564 ,   0.904488 , 0.905361 ,    0.131827 ,      0.130111 ,    0.303614 ,      0.143447 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.916103 ,   0.916146 , 1.139278 ,    0.129885 ,      0.130081 ,    0.316148 ,      0.144408 ,        Not run
Basic_MULADDSUB           , 0.892024 ,   0.841305 , 0.749871 ,    0.038451 ,      0.039306 ,    0.054255 ,      0.039464 ,        Not run
Basic_NESTED_INIT         , 0.369329 ,   0.369165 , 0.387463 ,    0.052990 ,      0.052937 ,    0.146949 ,      0.064637 ,        Not run
Basic_PI_ATOMIC           , 0.041346 ,   0.041335 , 0.175238 ,    8.056206 ,      7.703022 ,   19.296257 ,      6.739512 ,        Not run
Basic_REDUCE3_INT         , 0.008266 ,   0.008237 , 0.067494 ,    0.004604 ,      0.004529 ,    0.020861 ,      0.005075 ,        Not run
Basic_TRAP_INT            , 0.092745 ,   0.092472 , 0.098853 ,    0.008115 ,      0.007771 ,    0.013058 ,      0.004950 ,        Not run
Lcals_DIFF_PREDICT        , 1.528779 ,   1.531298 , 1.376853 ,    0.057963 ,      0.058801 ,    0.070425 ,      0.055517 ,        Not run
Lcals_EOS                 , 0.723069 ,   0.700679 , 0.698957 ,    0.036569 ,      0.036579 ,    0.079252 ,      0.059656 ,        Not run
Lcals_FIRST_DIFF          , 1.329322 ,   1.323752 , 1.325854 ,    0.110712 ,      0.108088 ,    0.199712 ,      0.115738 ,        Not run
Lcals_FIRST_MIN           , 0.037287 ,   0.037121 , 0.148928 ,    0.011907 ,      0.011043 ,    0.019842 ,      0.007504 ,        Not run
Lcals_FIRST_SUM           , 1.329245 ,   1.324132 , 1.323997 ,    0.109735 ,      0.109551 ,    0.200089 ,      0.120631 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.693001 ,   1.676318 , 1.690078 ,    0.226468 ,      0.207807 ,    0.309715 ,      0.231072 ,        Not run
Lcals_HYDRO_1D            , 1.018117 ,   1.011831 , 1.012128 ,    0.060043 ,      0.060121 ,    0.110663 ,      0.066013 ,        Not run
Lcals_HYDRO_2D            , 1.202384 ,   1.183869 , 1.295039 ,    0.055600 ,      0.055417 ,    0.082486 ,      0.094350 ,        Not run
Lcals_INT_PREDICT         , 2.101993 ,   2.096219 , 2.174494 ,    0.094824 ,      0.093461 ,    0.133119 ,      0.103672 ,        Not run
Lcals_PLANCKIAN           , 0.409107 ,   0.353255 , 0.353743 ,    0.017024 ,      0.017014 ,    0.020065 ,      0.017756 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.411919 ,   1.402018 , 1.403320 ,    0.062381 ,      0.062348 ,    0.110770 ,      0.068335 ,        Not run
Stream_ADD                , 1.014845 ,   1.009573 , 1.010191 ,    0.058092 ,      0.057861 ,    0.103708 ,      0.063206 ,        Not run
Stream_COPY               , 1.159036 ,   1.154175 , 1.159593 ,    0.090526 ,      0.100862 ,    0.165256 ,      0.103336 ,        Not run
Stream_DOT                , 1.303077 ,   1.291158 , 2.880741 ,    0.200295 ,      0.197532 ,    0.403906 ,      0.125994 ,        Not run
Stream_MUL                , 1.201131 ,   1.196531 , 1.195462 ,    0.097505 ,      0.097150 ,    0.177889 ,      0.107145 ,        Not run
Stream_TRIAD              , 1.017084 ,   1.010240 , 1.009755 ,    0.057084 ,      0.062759 ,    0.104516 ,      0.085503 ,        Not run
