Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           , 0.024238 ,   0.024285 , 0.108553 ,    5.019638 ,      5.260748 ,    9.862570 ,      4.001166 ,        Not run
Basic_DAXPY               , 0.314567 ,   0.309328 , 0.308044 ,    0.042130 ,      0.047552 ,    0.064003 ,      0.043393 ,        Not run
Basic_IF_QUAD             , 1.446163 ,   1.390262 , 1.428397 ,    0.039363 ,      0.038410 ,    0.034229 ,      0.038654 ,        Not run
Basic_INIT3               , 1.030495 ,   1.015488 , 0.843336 ,    0.068746 ,      0.069751 ,    0.090712 ,      0.070781 ,        Not run
Basic_INIT_VIEW1D         , 0.909764 ,   0.896826 , 1.127026 ,    0.046481 ,      0.046065 ,    0.096443 ,      0.048714 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.900533 ,   0.896876 , 1.122205 ,    0.045239 ,      0.044208 ,    0.107056 ,      0.046392 ,        Not run
Basic_MULADDSUB           , 0.723903 ,   0.698142 , 0.608343 ,    0.054076 ,      0.051079 ,    0.065023 ,      0.049883 ,        Not run
Basic_NESTED_INIT         , 0.867239 ,   0.860006 , 0.862483 ,    0.053240 ,      0.044055 ,    0.126543 ,      0.041573 ,        Not run
Basic_REDUCE3_INT         , 0.016580 ,   0.016663 , 0.085104 ,    0.001367 ,      0.001476 ,    0.018525 ,      0.004167 ,        Not run
Basic_TRAP_INT            , 0.378171 ,   0.393306 , 0.395727 ,    0.031945 ,      0.031922 ,    0.156173 ,      0.030699 ,        Not run
