FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.073          ,         , -0.073          ,         , -0.012          ,         , 0.16            ,OVER_TOL
Apps_ENERGY               , 0.016           ,         , 0.085           ,         , -0.024          ,         , 0.017           ,        
Apps_FIR                  , -0.27           ,         , -0.27           ,         , -0.032          ,         , 0.24            ,OVER_TOL
Apps_HALOEXCHANGE         , -0.0014         ,         , 0.012           ,         , -0.0016         ,         , 1.1             ,OVER_TOL
Apps_LTIMES               , -0.24           ,         , 3.9             ,OVER_TOL , -0.6            ,         , 1.4             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.037           ,         , 0.02            ,         , 9.2             ,OVER_TOL
Apps_PRESSURE             , -0.021          ,         , -0.021          ,         , -0.57           ,         , -0.42           ,        
Apps_VOL3D                , -0.024          ,         , -0.039          ,         , -0.23           ,         , -0.13           ,        
Basic_DAXPY               , -0.015          ,         , -0.015          ,         , 0.016           ,         , 1.1             ,OVER_TOL
Basic_IF_QUAD             , -0.034          ,         , -0.028          ,         , 0.047           ,         , 0.06            ,        
Basic_INIT3               , -0.023          ,         , -0.13           ,         , -0.016          ,         , 0.093           ,        
Basic_INIT_VIEW1D         , -0.0033         ,         , -0.0022         ,         , 0.02            ,         , 2.9             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0017         ,         , 0.26            ,OVER_TOL , 0.033           ,         , 3.6             ,OVER_TOL
Basic_MULADDSUB           , -0.05           ,         , -0.16           ,         , 0.12            ,OVER_TOL , 0.11            ,OVER_TOL
Basic_NESTED_INIT         , -0.0018         ,         , 0.048           ,         , 0.011           ,         , 4.8             ,OVER_TOL
Basic_PI_ATOMIC           , -0.059          ,         , 3               ,OVER_TOL , 0.026           ,         , 1.5             ,OVER_TOL
Basic_REDUCE3_INT         , -0.027          ,         , 6.9             ,OVER_TOL , -0.15           ,         , 13              ,OVER_TOL
Basic_TRAP_INT            , -0.0034         ,         , 0.054           ,         , -0.092          ,         , 1.3             ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.011          ,         , -0.098          ,         , 0.047           ,         , 0.0059          ,        
Lcals_EOS                 , -0.0056         ,         , -0.0092         ,         , 0.021           ,         , 1.7             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0038         ,         , -0.0033         ,         , 0.34            ,OVER_TOL , 0.37            ,OVER_TOL
Lcals_FIRST_MIN           , -0.021          ,         , 2.9             ,OVER_TOL , -0.12           ,         , 1.3             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0055         ,         , -0.0057         ,         , 0.0085          ,         , 0.34            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.011          ,         , -0.0017         ,         , -0.014          ,         , 0.004           ,        
Lcals_HYDRO_1D            , -0.0058         ,         , -0.0059         ,         , 0.0052          ,         , 1.1             ,OVER_TOL
Lcals_HYDRO_2D            , -0.014          ,         , 0.073           ,         , -0.065          ,         , 0.31            ,OVER_TOL
Lcals_INT_PREDICT         , -7.5e-05        ,         , 0.034           ,         , -0.0047         ,         , 0.037           ,        
Lcals_PLANCKIAN           , -0.12           ,         , -0.12           ,         , -0.041          ,         , 0.17            ,OVER_TOL
Lcals_TRIDIAG_ELIM        , -0.0058         ,         , -0.0057         ,         , 0.028           ,         , 0.29            ,OVER_TOL
Stream_ADD                , -0.0084         ,         , -0.005          ,         , -0.048          ,         , 0.2             ,OVER_TOL
Stream_COPY               , -0.0047         ,         , 0.00064         ,         , -0.014          ,         , 0.22            ,OVER_TOL
Stream_DOT                , -0.0018         ,         , 1.2             ,OVER_TOL , 0.23            ,OVER_TOL , 5.2             ,OVER_TOL
Stream_MUL                , -0.002          ,         , -0.0034         ,         , 0.0088          ,         , 0.93            ,OVER_TOL
Stream_TRIAD              , -0.0078         ,         , -0.0087         ,         , 0.016           ,         , 1.3             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.27           ,         , -0.27           ,         , -0.6            ,         , -0.42           ,        
Col Max                   , 0.016           ,         , 6.9             ,         , 0.34            ,         , 13              ,        
Col Avg                   , -0.038          ,         , 0.52            ,         , -0.03           ,         , 1.6             ,        
Col Std Dev               , 0.0051          ,         , 2.2             ,         , 0.028           ,         , 7.6             ,        
