FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.075          ,         , -0.074          ,         , -0.0019         ,         , 0.21            ,OVER_TOL
Apps_ENERGY               , 0.016           ,         , 0.084           ,         , -0.016          ,         , 0.042           ,        
Apps_FIR                  , -0.27           ,         , -0.27           ,         , -0.036          ,         , 0.17            ,OVER_TOL
Apps_HALOEXCHANGE         , -0.0037         ,         , 0.0084          ,         , 0.034           ,         , 0.96            ,OVER_TOL
Apps_LTIMES               , -0.23           ,         , 3.9             ,OVER_TOL , 0.065           ,         , 4.9             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.24           ,         , 0.042           ,         , 1.5             ,OVER_TOL , 6.8             ,OVER_TOL
Apps_PRESSURE             , -0.025          ,         , -0.025          ,         , 0.0032          ,         , 0.84            ,OVER_TOL
Apps_VOL3D                , -0.024          ,         , -0.039          ,         , -0.0061         ,         , 0.082           ,        
Basic_DAXPY               , -0.036          ,         , -0.036          ,         , 0.0083          ,         , 0.85            ,OVER_TOL
Basic_IF_QUAD             , -0.033          ,         , -0.032          ,         , 0.036           ,         , 0.18            ,OVER_TOL
Basic_INIT3               , -0.022          ,         , -0.13           ,         , -0.038          ,         , 0.38            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0016         ,         , -0.0012         ,         , -0.0035         ,         , 1.3             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.00097        ,         , 0.22            ,OVER_TOL , -0.0075         ,         , 1.3             ,OVER_TOL
Basic_MULADDSUB           , -0.049          ,         , -0.15           ,         , 0.0081          ,         , 0.37            ,OVER_TOL
Basic_NESTED_INIT         , -0.0017         ,         , 0.047           ,         , 0.0016          ,         , 1.8             ,OVER_TOL
Basic_PI_ATOMIC           , -0.00071        ,         , 3.2             ,OVER_TOL , -0.066          ,         , 1.3             ,OVER_TOL
Basic_REDUCE3_INT         , 0.0033          ,         , 6.9             ,OVER_TOL , -0.21           ,         , 11              ,OVER_TOL
Basic_TRAP_INT            , -0.00065        ,         , 0.068           ,         , -0.053          ,         , 1.6             ,OVER_TOL
Lcals_DIFF_PREDICT        , 0.0075          ,         , -0.092          ,         , -0.016          ,         , 0.006           ,        
Lcals_EOS                 , -0.033          ,         , -0.036          ,         , 0.0079          ,         , 1.7             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.004          ,         , -0.0041         ,         , 0.0088          ,         , 0.33            ,OVER_TOL
Lcals_FIRST_MIN           , -0.0035         ,         , 2.8             ,OVER_TOL , -0.043          ,         , 2.8             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0047         ,         , -0.0034         ,         , -0.00012        ,         , 0.32            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.012          ,         , -0.0018         ,         , -0.0046         ,         , 0.015           ,        
Lcals_HYDRO_1D            , -0.0052         ,         , -0.0042         ,         , 0.0085          ,         , 1.2             ,OVER_TOL
Lcals_HYDRO_2D            , -0.015          ,         , 0.07            ,         , -0.0026         ,         , 0.37            ,OVER_TOL
Lcals_INT_PREDICT         , -0.022          ,         , 0.015           ,         , 0.024           ,         , 0.043           ,        
Lcals_PLANCKIAN           , -0.14           ,         , -0.13           ,         , -0.069          ,         , 0.11            ,OVER_TOL
Lcals_TRIDIAG_ELIM        , -0.0063         ,         , -0.0043         ,         , 0.026           ,         , 0.26            ,OVER_TOL
Stream_ADD                , -0.0058         ,         , -0.0061         ,         , 0.002           ,         , 0.26            ,OVER_TOL
Stream_COPY               , -0.005          ,         , -0.00084        ,         , -0.0058         ,         , 0.14            ,OVER_TOL
Stream_DOT                , -0.0045         ,         , 1.2             ,OVER_TOL , 0.0093          ,         , 5.8             ,OVER_TOL
Stream_MUL                , -0.0044         ,         , -0.0057         ,         , 0.0024          ,         , 0.98            ,OVER_TOL
Stream_TRIAD              , -0.0065         ,         , -0.0077         ,         , 0.029           ,         , 1.1             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.27           ,         , -0.27           ,         , -0.21           ,         , 0.006           ,        
Col Max                   , 0.016           ,         , 6.9             ,         , 1.5             ,         , 11              ,        
Col Avg                   , -0.037          ,         , 0.52            ,         , 0.034           ,         , 1.4             ,        
Col Std Dev               , 0.0051          ,         , 2.2             ,         , 0.064           ,         , 5.1             ,        
