Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           , 0.024880 ,   0.024869 , 0.111482 ,    5.857984 ,      6.056533 ,   18.514711 ,      7.473667 ,        Not run
Basic_DAXPY               , 0.304446 ,   0.293358 , 0.292399 ,    0.246845 ,      0.241303 ,    0.465269 ,      0.233350 ,        Not run
Basic_IF_QUAD             , 1.446180 ,   1.408607 , 1.624633 ,    0.118176 ,      0.115492 ,    0.193601 ,      0.113233 ,        Not run
Basic_INIT3               , 1.031223 ,   1.014014 , 0.837135 ,    0.239247 ,      0.237971 ,    0.437896 ,      0.241007 ,        Not run
Basic_INIT_VIEW1D         , 0.908346 ,   0.895689 , 1.128325 ,    0.252819 ,      0.248382 ,    0.493939 ,      0.253524 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.903928 ,   0.902574 , 1.124883 ,    0.250406 ,      0.248099 ,    0.513119 ,      0.250633 ,        Not run
Basic_MULADDSUB           , 0.729716 ,   0.696233 , 0.615229 ,    0.168334 ,      0.169690 ,    0.316725 ,      0.170117 ,        Not run
Basic_NESTED_INIT         , 0.955131 ,   0.954387 , 1.003653 ,    0.052965 ,      0.052888 ,    0.106242 ,      0.035317 ,        Not run
Basic_REDUCE3_INT         , 0.016338 ,   0.016887 , 0.124419 ,    0.008869 ,      0.008827 ,    0.040540 ,      0.009443 ,        Not run
Basic_TRAP_INT            , 0.382607 ,   0.396185 , 0.394369 ,    0.232568 ,      0.202407 ,    0.423993 ,      0.117425 ,        Not run
Stream_ADD                , 1.003174 ,   0.997432 , 0.999781 ,    0.058697 ,      0.058446 ,    0.110998 ,      0.058471 ,        Not run
Stream_COPY               , 1.147498 ,   1.142301 , 1.147612 ,    0.092464 ,      0.089907 ,    0.162353 ,      0.089417 ,        Not run
Stream_DOT                , 1.297342 ,   1.295607 , 2.881746 ,    0.198597 ,      0.204799 ,    0.389296 ,      0.116447 ,        Not run
Stream_MUL                , 1.198363 ,   1.194164 , 1.193078 ,    0.100192 ,      0.096505 ,    0.176603 ,      0.098047 ,        Not run
Stream_TRIAD              , 1.010323 ,   1.005885 , 1.004762 ,    0.056694 ,      0.056606 ,    0.101920 ,      0.068257 ,        Not run
