FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , -0.0036         ,         , 3.2             ,OVER_TOL , 0.065           ,         , 0.81            ,OVER_TOL
Basic_DAXPY               , -0.028          ,         , -0.03           ,         , 0.032           ,         , 0.56            ,OVER_TOL
Basic_IF_QUAD             , -0.0015         ,         , -0.019          ,         , -0.11           ,         , 0.26            ,OVER_TOL
Basic_INIT3               , -0.028          ,         , -0.19           ,         , -0.0048         ,         , 0.32            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0047         ,         , 0.26            ,OVER_TOL , -0.0034         ,         , 1.2             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0025         ,         , 0.34            ,OVER_TOL , -0.018          ,         , 1.4             ,OVER_TOL
Basic_MULADDSUB           , -0.0085         ,         , -0.25           ,         , -0.017          ,         , 0.31            ,OVER_TOL
Basic_NESTED_INIT         , -0.0095         ,         , 0.088           ,         , -0.31           ,         , 0.083           ,        
Basic_REDUCE3_INT         , 0.0038          ,         , 6.7             ,OVER_TOL , -0.01           ,         , 13              ,OVER_TOL
Basic_TRAP_INT            , 0.051           ,         , 0.046           ,         , 0.021           ,         , 3.8             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.028          ,         , -0.25           ,         , -0.31           ,         , 0.083           ,        
Col Max                   , 0.051           ,         , 6.7             ,         , 0.065           ,         , 13              ,        
Col Avg                   , -0.0031         ,         , 1               ,         , -0.036          ,         , 2.2             ,        
Col Std Dev               , 0.00043         ,         , 4.5             ,         , 0.01            ,         , 14              ,        
