FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , 0.0001          ,         , 3.5             ,OVER_TOL , 0.13            ,OVER_TOL , 2.8             ,OVER_TOL
Basic_DAXPY               , -0.027          ,         , -0.026          ,         , -0.87           ,         , -0.79           ,        
Basic_IF_QUAD             , -0.017          ,         , 0.14            ,OVER_TOL , -0.048          ,         , 0.38            ,OVER_TOL
Basic_INIT3               , -0.02           ,         , -0.19           ,         , -0.036          ,         , 0.45            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0096         ,         , 0.31            ,OVER_TOL , 0.014           ,         , 1.7             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0085         ,         , 0.31            ,OVER_TOL , 0.0042          ,         , 1.9             ,OVER_TOL
Basic_MULADDSUB           , -0.049          ,         , -0.17           ,         , 0.4             ,OVER_TOL , 0.43            ,OVER_TOL
Basic_NESTED_INIT         , -0.0025         ,         , 0.078           ,         , 0.0015          ,         , 0.72            ,OVER_TOL
Basic_REDUCE3_INT         , 0.02            ,         , 6.6             ,OVER_TOL , 0.052           ,         , 15              ,OVER_TOL
Basic_TRAP_INT            , 0.034           ,         , 0.038           ,         , 0.14            ,OVER_TOL , 4.2             ,OVER_TOL
Stream_ADD                , -0.0081         ,         , -0.011          ,         , -0.0056         ,         , 0.29            ,OVER_TOL
Stream_COPY               , -0.019          ,         , -0.046          ,         , -0.025          ,         , 0.2             ,OVER_TOL
Stream_DOT                , -0.025          ,         , 1.1             ,OVER_TOL , 0.027           ,         , 5.5             ,OVER_TOL
Stream_MUL                , -0.041          ,         , -0.045          ,         , 0.0035          ,         , 0.41            ,OVER_TOL
Stream_TRIAD              , -0.0046         ,         , -0.0069         ,         , -0.014          ,         , 0.29            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.049          ,         , -0.19           ,         , -0.87           ,         , -0.79           ,        
Col Max                   , 0.034           ,         , 6.6             ,         , 0.4             ,         , 15              ,        
Col Avg                   , -0.012          ,         , 0.77            ,         , -0.015          ,         , 2.2             ,        
Col Std Dev               , 0.00042         ,         , 3.2             ,         , 0.064           ,         , 14              ,        
