FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , -0.0013         ,         , 3.5             ,OVER_TOL , -0.012          ,         , 1               ,OVER_TOL
Basic_DAXPY               , -0.028          ,         , -0.051          ,         , -0.021          ,         , 0.9             ,OVER_TOL
Basic_IF_QUAD             , -0.016          ,         , 0.13            ,OVER_TOL , -0.056          ,         , 0.54            ,OVER_TOL
Basic_INIT3               , -0.025          ,         , -0.19           ,         , -0.012          ,         , 0.84            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0091         ,         , 0.3             ,OVER_TOL , 0.013           ,         , 1               ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0094         ,         , 0.42            ,OVER_TOL , -0.0088         ,         , 1.1             ,OVER_TOL
Basic_MULADDSUB           , -0.046          ,         , -0.17           ,         , -0.0014         ,         , 0.84            ,OVER_TOL
Basic_NESTED_INIT         , -0.0032         ,         , 0.089           ,         , -0.14           ,         , 1.2             ,OVER_TOL
Basic_REDUCE3_INT         , 0.00034         ,         , 6.6             ,OVER_TOL , -0.0032         ,         , 3               ,OVER_TOL
Basic_TRAP_INT            , 0.033           ,         , 0.028           ,         , 0.0036          ,         , 0.58            ,OVER_TOL
Stream_ADD                , -0.029          ,         , -0.025          ,         , 0.0015          ,         , 0.85            ,OVER_TOL
Stream_COPY               , -0.0052         ,         , -0.005          ,         , -0.0064         ,         , 0.87            ,OVER_TOL
Stream_DOT                , -0.0035         ,         , 1.3             ,OVER_TOL , -0.0048         ,         , 0.98            ,OVER_TOL
Stream_MUL                , -0.0041         ,         , -0.0037         ,         , 0.025           ,         , 0.81            ,OVER_TOL
Stream_TRIAD              , -0.019          ,         , -0.012          ,         , 0.0063          ,         , 0.77            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.046          ,         , -0.19           ,         , -0.14           ,         , 0.54            ,        
Col Max                   , 0.033           ,         , 6.6             ,         , 0.025           ,         , 3               ,        
Col Avg                   , -0.011          ,         , 0.79            ,         , -0.014          ,         , 1               ,        
Col Std Dev               , 0.0003          ,         , 3.2             ,         , 0.0014          ,         , 0.3             ,        
