FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.19           ,         , -0.19           ,         , -0.15           ,         , 0.12            ,OVER_TOL
Apps_ENERGY               , 0.0075          ,         , 0.092           ,         , 0.047           ,         , 0.065           ,        
Apps_FIR                  , -0.28           ,         , -0.28           ,         , -0.014          ,         , -0.12           ,        
Apps_HALOEXCHANGE         , 0.0092          ,         , 0.015           ,         , -0.45           ,         , 0.017           ,        
Apps_LTIMES               , -0.23           ,         , 3.9             ,OVER_TOL , 0.013           ,         , 5.8             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.041           ,         , 0.044           ,         , 8.7             ,OVER_TOL
Apps_PRESSURE             , 0.21            ,OVER_TOL , -0.081          ,         , -0.0014         ,         , 1.2             ,OVER_TOL
Apps_VOL3D                , -0.02           ,         , -0.035          ,         , -0.0045         ,         , 0.11            ,OVER_TOL
Basic_DAXPY               , -0.001          ,         , -0.0011         ,         , -0.00085        ,         , 0.9             ,OVER_TOL
Basic_IF_QUAD             , -0.02           ,         , -0.032          ,         , 0.04            ,         , 0.14            ,OVER_TOL
Basic_INIT3               , -0.029          ,         , -0.17           ,         , 0.0012          ,         , 0.44            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0074         ,         , -0.0074         ,         , -0.0051         ,         , 1.5             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0084         ,         , 0.24            ,OVER_TOL , -0.0095         ,         , 1.4             ,OVER_TOL
Basic_MULADDSUB           , -0.057          ,         , -0.15           ,         , 0.023           ,         , 0.38            ,OVER_TOL
Basic_NESTED_INIT         , -0.019          ,         , 0.017           ,         , 0.001           ,         , 2               ,OVER_TOL
Basic_PI_ATOMIC           , 4.4e-05         ,         , 3.2             ,OVER_TOL , -0.08           ,         , 0.84            ,OVER_TOL
Basic_REDUCE3_INT         , -0.0018         ,         , 6.8             ,OVER_TOL , -0.078          ,         , 19              ,OVER_TOL
Basic_TRAP_INT            , -0.0017         ,         , 0.053           ,         , -0.05           ,         , 1.6             ,OVER_TOL
Lcals_DIFF_PREDICT        , 0.00091         ,         , -0.081          ,         , 0.95            ,OVER_TOL , 0.068           ,        
Lcals_EOS                 , -0.092          ,         , -0.078          ,         , 0.059           ,         , 1.7             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0044         ,         , -0.0043         ,         , 0.0041          ,         , 0.33            ,OVER_TOL
Lcals_FIRST_MIN           , -0.0027         ,         , 2.8             ,OVER_TOL , -0.18           ,         , 1.3             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0054         ,         , -0.0053         ,         , -0.026          ,         , 0.34            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , 0.00099         ,         , -0.038          ,         , -0.048          ,         , -0.095          ,        
Lcals_HYDRO_1D            , -0.011          ,         , -0.012          ,         , 0.0068          ,         , 1.1             ,OVER_TOL
Lcals_HYDRO_2D            , -0.019          ,         , 0.056           ,         , -0.071          ,         , 0.3             ,OVER_TOL
Lcals_INT_PREDICT         , -0.0025         ,         , 0.038           ,         , 0.31            ,OVER_TOL , 0.21            ,OVER_TOL
Lcals_PLANCKIAN           , -0.18           ,         , -0.18           ,         , -0.014          ,         , 0.084           ,        
Lcals_TRIDIAG_ELIM        , 0.0011          ,         , -0.014          ,         , -0.0023         ,         , 0.37            ,OVER_TOL
Stream_ADD                , -0.0014         ,         , 0.0053          ,         , 0.0035          ,         , 0.29            ,OVER_TOL
Stream_COPY               , -0.0059         ,         , -0.00058        ,         , -0.0055         ,         , 0.28            ,OVER_TOL
Stream_DOT                , -0.0073         ,         , 1.2             ,OVER_TOL , 0.025           ,         , 5.7             ,OVER_TOL
Stream_MUL                , -0.0033         ,         , -0.0033         ,         , 0.012           ,         , 0.98            ,OVER_TOL
Stream_TRIAD              , -0.037          ,         , -0.04           ,         , 0.012           ,         , 1.3             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.28           ,         , -0.28           ,         , -0.45           ,         , -0.12           ,        
Col Max                   , 0.21            ,         , 6.8             ,         , 0.95            ,         , 19              ,        
Col Avg                   , -0.037          ,         , 0.5             ,         , 0.011           ,         , 1.7             ,        
Col Std Dev               , 0.0081          ,         , 2.1             ,         , 0.038           ,         , 13              ,        
