FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.19           ,         , -0.19           ,         , -0.27           ,         , 0.032           ,        
Apps_ENERGY               , -0.0018         ,         , 0.092           ,         , -0.17           ,         , -0.12           ,        
Apps_FIR                  , -0.27           ,         , -0.28           ,         , 0.13            ,OVER_TOL , 0.28            ,OVER_TOL
Apps_HALOEXCHANGE         , 0.0079          ,         , 0.011           ,         , 0.009           ,         , 1.1             ,OVER_TOL
Apps_LTIMES               , -0.24           ,         , 3.9             ,OVER_TOL , 0.031           ,         , 4.1             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.041           ,         , 0.022           ,         , 7.7             ,OVER_TOL
Apps_PRESSURE             , -0.0085         ,         , 0.0032          ,         , -0.0076         ,         , 0.19            ,OVER_TOL
Apps_VOL3D                , -0.022          ,         , -0.037          ,         , 5.3e-06         ,         , 0.045           ,        
Basic_DAXPY               , -0.019          ,         , -0.02           ,         , 0.0062          ,         , 0.81            ,OVER_TOL
Basic_IF_QUAD             , -0.043          ,         , -0.042          ,         , 0.036           ,         , 0.081           ,        
Basic_INIT3               , -0.034          ,         , -0.17           ,         , -0.085          ,         , 0.28            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0079         ,         , -0.0076         ,         , -0.052          ,         , 0.36            ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0079         ,         , 0.25            ,OVER_TOL , -0.25           ,         , 0.76            ,OVER_TOL
Basic_MULADDSUB           , -0.075          ,         , -0.16           ,         , 0.047           ,         , 0.21            ,OVER_TOL
Basic_NESTED_INIT         , -0.022          ,         , 0.015           ,         , -0.2            ,         , 1.3             ,OVER_TOL
Basic_PI_ATOMIC           , 0.0038          ,         , 3.2             ,OVER_TOL , 0.19            ,OVER_TOL , 1.4             ,OVER_TOL
Basic_REDUCE3_INT         , -0.00017        ,         , 6.7             ,OVER_TOL , -0.015          ,         , 3.3             ,OVER_TOL
Basic_TRAP_INT            , -0.0034         ,         , 0.063           ,         , -0.016          ,         , 0.61            ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.0043         ,         , -0.092          ,         , -0.14           ,         , 0.021           ,        
Lcals_EOS                 , -0.14           ,         , -0.13           ,         , -0.063          ,         , 1               ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0042         ,         , -0.0046         ,         , -0.031          ,         , 0.75            ,OVER_TOL
Lcals_FIRST_MIN           , -0.00041        ,         , 2.8             ,OVER_TOL , -0.04           ,         , 0.75            ,OVER_TOL
Lcals_FIRST_SUM           , -0.0081         ,         , -0.0082         ,         , -0.031          ,         , 0.76            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.0053         ,         , 0.002           ,         , 0.024           ,         , 0.55            ,OVER_TOL
Lcals_HYDRO_1D            , -0.0029         ,         , -0.0065         ,         , 0.0059          ,         , 0.83            ,OVER_TOL
Lcals_HYDRO_2D            , -0.019          ,         , 0.062           ,         , 0.027           ,         , 0.44            ,OVER_TOL
Lcals_INT_PREDICT         , 0.0034          ,         , 0.037           ,         , -0.044          ,         , 0.31            ,OVER_TOL
Lcals_PLANCKIAN           , -0.18           ,         , -0.18           ,         , -0.05           ,         , 0.12            ,OVER_TOL
Lcals_TRIDIAG_ELIM        , 0.00034         ,         , -0.0034         ,         , -0.019          ,         , 0.78            ,OVER_TOL
Stream_ADD                , -0.022          ,         , -0.0097         ,         , -0.0053         ,         , 1.5             ,OVER_TOL
Stream_COPY               , -0.0053         ,         , -0.0048         ,         , -0.26           ,         , 0.022           ,        
Stream_DOT                , -0.0062         ,         , 1.2             ,OVER_TOL , -0.29           ,         , 0.57            ,OVER_TOL
Stream_MUL                , -0.0058         ,         , -0.0062         ,         , 0.045           ,         , 1.3             ,OVER_TOL
Stream_TRIAD              , -0.0099         ,         , -0.0081         ,         , -0.00069        ,         , 0.85            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.27           ,         , -0.28           ,         , -0.29           ,         , -0.12           ,        
Col Max                   , 0.0079          ,         , 6.7             ,         , 0.19            ,         , 7.7             ,        
Col Avg                   , -0.047          ,         , 0.5             ,         , -0.043          ,         , 0.97            ,        
Col Std Dev               , 0.0064          ,         , 2.1             ,         , 0.012           ,         , 2.1             ,        
