FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.072          ,         , -0.071          ,         , 0.55            ,OVER_TOL , -0.014          ,        
Apps_ENERGY               , 0.015           ,         , 0.085           ,         , -0.061          ,         , 0.038           ,        
Apps_FIR                  , -0.27           ,         , -0.27           ,         , -0.16           ,         , 0.13            ,OVER_TOL
Apps_HALOEXCHANGE         , -0.0047         ,         , 0.014           ,         , 0.057           ,         , 0.77            ,OVER_TOL
Apps_LTIMES               , -0.24           ,         , 3.9             ,OVER_TOL , 1.4             ,OVER_TOL , 5.1             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.24           ,         , 0.037           ,         , 0.042           ,         , 8.4             ,OVER_TOL
Apps_PRESSURE             , -0.02           ,         , -0.018          ,         , -0.34           ,         , 0.11            ,OVER_TOL
Apps_VOL3D                , -0.024          ,         , -0.039          ,         , 0.0049          ,         , 0.23            ,OVER_TOL
Basic_DAXPY               , -0.013          ,         , -0.014          ,         , 0.0018          ,         , 0.87            ,OVER_TOL
Basic_IF_QUAD             , -0.0093         ,         , -0.025          ,         , 0.078           ,         , 0.21            ,OVER_TOL
Basic_INIT3               , -0.022          ,         , -0.15           ,         , 0.0083          ,         , 0.43            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0074         ,         , -0.0078         ,         , -0.18           ,         , 0.97            ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.011          ,         , 0.29            ,OVER_TOL , -0.12           ,         , 1.1             ,OVER_TOL
Basic_MULADDSUB           , -0.073          ,         , -0.18           ,         , -0.061          ,         , 0.29            ,OVER_TOL
Basic_NESTED_INIT         , -0.0059         ,         , 0.047           ,         , -0.028          ,         , 1.8             ,OVER_TOL
Basic_PI_ATOMIC           , 0.0007          ,         , 3.3             ,OVER_TOL , 0.17            ,OVER_TOL , 1.7             ,OVER_TOL
Basic_REDUCE3_INT         , -0.011          ,         , 7.3             ,OVER_TOL , -0.11           ,         , 12              ,OVER_TOL
Basic_TRAP_INT            , -0.00094        ,         , 0.059           ,         , -0.13           ,         , 1.3             ,OVER_TOL
Lcals_DIFF_PREDICT        , 0.011           ,         , -0.086          ,         , -0.045          ,         , 0.15            ,OVER_TOL
Lcals_EOS                 , -0.044          ,         , -0.047          ,         , -0.0049         ,         , 1.2             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0036         ,         , 0.038           ,         , -0.016          ,         , 0.79            ,OVER_TOL
Lcals_FIRST_MIN           , -0.0028         ,         , 2.8             ,OVER_TOL , -0.024          ,         , 0.72            ,OVER_TOL
Lcals_FIRST_SUM           , -0.0072         ,         , -0.00049        ,         , -0.0067         ,         , 0.81            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.014          ,         , -0.0018         ,         , -0.036          ,         , 0.62            ,OVER_TOL
Lcals_HYDRO_1D            , -0.0059         ,         , -0.0065         ,         , -0.52           ,         , -0.5            ,        
Lcals_HYDRO_2D            , -0.014          ,         , 0.068           ,         , -0.025          ,         , 0.33            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0025         ,         , 0.033           ,         , 0.02            ,         , 0.043           ,        
Lcals_PLANCKIAN           , -0.14           ,         , -0.14           ,         , -0.044          ,         , 0.042           ,        
Lcals_TRIDIAG_ELIM        , -0.007          ,         , -0.0065         ,         , -0.01           ,         , 0.36            ,OVER_TOL
Stream_ADD                , -0.0066         ,         , -0.0053         ,         , -0.018          ,         , 0.29            ,OVER_TOL
Stream_COPY               , -0.0049         ,         , 0.0033          ,         , 0.012           ,         , 0.27            ,OVER_TOL
Stream_DOT                , -0.0067         ,         , 1.2             ,OVER_TOL , 0.23            ,OVER_TOL , 5.1             ,OVER_TOL
Stream_MUL                , -0.0024         ,         , -0.0028         ,         , -0.008          ,         , 0.92            ,OVER_TOL
Stream_TRIAD              , -0.01           ,         , -0.0074         ,         , -0.0025         ,         , 1.1             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.27           ,         , -0.27           ,         , -0.52           ,         , -0.5            ,        
Col Max                   , 0.015           ,         , 7.3             ,         , 1.4             ,         , 12              ,        
Col Avg                   , -0.037          ,         , 0.53            ,         , 0.018           ,         , 1.4             ,        
Col Std Dev               , 0.0052          ,         , 2.3             ,         , 0.082           ,         , 6.7             ,        
