FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , -0.3            ,         , -0.16           ,         , 0.0097          ,         , 0               ,        
Basic_DAXPY               , -0.054          ,         , 0.0038          ,         , 0.0078          ,         , -0.011          ,        
Basic_IF_QUAD             , 0.37            ,OVER_TOL , 0               ,         , 0.0078          ,         , 0               ,        
Basic_INIT3               , -0.055          ,         , -0.046          ,         , -0.012          ,         , -0.036          ,        
Basic_INIT_VIEW1D         , -0.066          ,         , -0.069          ,         , 0.0068          ,         , 0.00098         ,        
Basic_INIT_VIEW1D_OFFSET  , -0.14           ,         , 0.3             ,OVER_TOL , -0.039          ,         , -0.017          ,        
Basic_MULADDSUB           , 0.064           ,         , -0.005          ,         , 0.08            ,         , 0.088           ,        
Basic_NESTED_INIT         , 0.042           ,         , 0.12            ,OVER_TOL , -0.15           ,         , -0.11           ,        
Basic_REDUCE3_INT         , -0.055          ,         , -0.055          ,         , -0.044          ,         , 0.096           ,        
Basic_TRAP_INT            , 0.034           ,         , -0.036          ,         , 0.063           ,         , 0.003           ,        
Stream_ADD                , -0.11           ,         , -0.12           ,         , -0.0078         ,         , 0.0049          ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.3            ,         , -0.16           ,         , -0.15           ,         , -0.11           ,        
Col Max                   , 0.37            ,         , 0.3             ,         , 0.08            ,         , 0.096           ,        
Col Avg                   , -0.025          ,         , -0.0053         ,         , -0.0069         ,         , 0.0017          ,        
Col Std Dev               , 0.025           ,         , 0.014           ,         , 0.0032          ,         , 0.0028          ,        
