FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.1            ,         , -0.1            ,         , 0.2             ,OVER_TOL , 0.2             ,OVER_TOL
Apps_ENERGY               , 0.016           ,         , 0.086           ,         , -0.37           ,         , -0.31           ,        
Apps_FIR                  , -0.27           ,         , -0.27           ,         , -0.046          ,         , 0.0062          ,        
Apps_HALOEXCHANGE         , 0.00025         ,         , 0.014           ,         , -0.24           ,         , 0.27            ,OVER_TOL
Apps_LTIMES               , -0.23           ,         , 3.9             ,OVER_TOL , -0.57           ,         , 1.1             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.043           ,         , 0.025           ,         , 7.4             ,OVER_TOL
Apps_PRESSURE             , -0.023          ,         , -0.024          ,         , -0.031          ,         , 0.18            ,OVER_TOL
Apps_VOL3D                , -0.021          ,         , -0.037          ,         , -0.0063         ,         , 0.12            ,OVER_TOL
Basic_DAXPY               , -0.015          ,         , -0.015          ,         , -0.0015         ,         , 0.79            ,OVER_TOL
Basic_IF_QUAD             , -0.013          ,         , -0.027          ,         , 0.056           ,         , 0.08            ,        
Basic_INIT3               , -0.0071         ,         , -0.12           ,         , -0.00087        ,         , 0.45            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0067         ,         , -0.0064         ,         , -0.019          ,         , 1.3             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0059         ,         , 0.27            ,OVER_TOL , 0.18            ,OVER_TOL , 1.3             ,OVER_TOL
Basic_MULADDSUB           , -0.071          ,         , -0.17           ,         , -0.46           ,         , -0.6            ,        
Basic_NESTED_INIT         , -0.0019         ,         , 0.047           ,         , 0.015           ,         , 4.1             ,OVER_TOL
Basic_PI_ATOMIC           , -0.002          ,         , 3.2             ,OVER_TOL , 0.044           ,         , 1.6             ,OVER_TOL
Basic_REDUCE3_INT         , 0.0066          ,         , 6.9             ,OVER_TOL , -0.072          ,         , 13              ,OVER_TOL
Basic_TRAP_INT            , 0.00017         ,         , 0.067           ,         , -0.043          ,         , 1.3             ,OVER_TOL
Lcals_DIFF_PREDICT        , 0.001           ,         , -0.093          ,         , -0.013          ,         , 0.00092         ,        
Lcals_EOS                 , -0.0052         ,         , -0.01           ,         , 0.021           ,         , 1.6             ,OVER_TOL
Lcals_FIRST_DIFF          , 0.00072         ,         , -0.0049         ,         , -0.0025         ,         , 0.34            ,OVER_TOL
Lcals_FIRST_MIN           , -0.011          ,         , 2.7             ,OVER_TOL , -0.1            ,         , 2.3             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0047         ,         , -0.0047         ,         , -0.0055         ,         , 0.78            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.013          ,         , 0.00014         ,         , -0.004          ,         , 0.52            ,OVER_TOL
Lcals_HYDRO_1D            , -0.0042         ,         , -0.0058         ,         , -0.013          ,         , 0.82            ,OVER_TOL
Lcals_HYDRO_2D            , -0.014          ,         , 0.072           ,         , -0.0087         ,         , 0.47            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0012         ,         , 0.036           ,         , -0.0072         ,         , 0.43            ,OVER_TOL
Lcals_PLANCKIAN           , -0.14           ,         , -0.14           ,         , 0.031           ,         , 0.21            ,OVER_TOL
Lcals_TRIDIAG_ELIM        , -0.008          ,         , -0.0083         ,         , -0.011          ,         , 0.77            ,OVER_TOL
Stream_ADD                , -0.0062         ,         , -0.0051         ,         , -7.7e-05        ,         , -0.69           ,        
Stream_COPY               , -0.0043         ,         , -0.001          ,         , 0.088           ,         , 0.26            ,OVER_TOL
Stream_DOT                , -0.005          ,         , 1.2             ,OVER_TOL , 0.02            ,         , 5.2             ,OVER_TOL
Stream_MUL                , -0.0039         ,         , -0.0049         ,         , -0.2            ,         , 0.54            ,OVER_TOL
Stream_TRIAD              , -0.0084         ,         , -0.0073         ,         , 0.024           ,         , 1.1             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.27           ,         , -0.27           ,         , -0.57           ,         , -0.69           ,        
Col Max                   , 0.016           ,         , 6.9             ,         , 0.2             ,         , 13              ,        
Col Avg                   , -0.036          ,         , 0.52            ,         , -0.045          ,         , 1.4             ,        
Col Std Dev               , 0.0054          ,         , 2.2             ,         , 0.024           ,         , 6.3             ,        
