Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           , 0.024856 ,   0.024856 , 0.111348 ,    5.344876 ,      4.903678 ,   16.688785 ,      8.003112 ,        Not run
Basic_DAXPY               , 0.302845 ,   0.288366 , 0.296324 ,    0.241922 ,      0.240852 ,    0.467255 ,      0.226008 ,        Not run
Basic_IF_QUAD             , 1.429737 ,   1.409626 , 1.624741 ,    0.118037 ,      0.112331 ,    0.192704 ,      0.110958 ,        Not run
Basic_INIT3               , 1.024214 ,   0.991588 , 0.817949 ,    0.238409 ,      0.236503 ,    0.450619 ,      0.241035 ,        Not run
Basic_INIT_VIEW1D         , 0.869787 ,   0.859110 , 1.123382 ,    0.301917 ,      0.255523 ,    0.536181 ,      0.311362 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.867096 ,   0.858808 , 1.125455 ,    0.249411 ,      0.245479 ,    0.543349 ,      0.245380 ,        Not run
Basic_MULADDSUB           , 0.714943 ,   0.682294 , 0.595144 ,    0.178533 ,      0.164802 ,    0.312296 ,      0.169779 ,        Not run
Basic_NESTED_INIT         , 0.847581 ,   0.843349 , 0.926802 ,    0.082081 ,      0.087963 ,    0.105236 ,      0.040378 ,        Not run
Basic_REDUCE3_INT         , 0.016643 ,   0.016847 , 0.127818 ,    0.008921 ,      0.009080 ,    0.034394 ,      0.009388 ,        Not run
Basic_TRAP_INT            , 0.383507 ,   0.396555 , 0.392819 ,    0.212569 ,      0.216171 ,    0.312368 ,      0.113469 ,        Not run
Stream_ADD                , 1.017421 ,   1.009244 , 1.025144 ,    0.057513 ,      0.057167 ,    0.102367 ,      0.057548 ,        Not run
Stream_COPY               , 1.155450 ,   1.196416 , 1.195592 ,    0.089064 ,      0.088104 ,    0.161240 ,      0.089795 ,        Not run
Stream_DOT                , 1.305757 ,   1.292223 , 2.901411 ,    0.208224 ,      0.200662 ,    0.396419 ,      0.115139 ,        Not run
Stream_MUL                , 1.200494 ,   1.187668 , 1.191614 ,    0.095254 ,      0.095231 ,    0.176913 ,      0.096986 ,        Not run
Stream_TRIAD              , 1.103237 ,   1.095962 , 1.054982 ,    0.056100 ,      0.055974 ,    0.101336 ,      0.067442 ,        Not run
