FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.15           ,         , -0.15           ,         , 0.017           ,         , 0.31            ,OVER_TOL
Apps_ENERGY               , 0.0018          ,         , 0.092           ,         , -0.29           ,         , -0.25           ,        
Apps_FIR                  , -0.27           ,         , -0.27           ,         , -0.03           ,         , 0.24            ,OVER_TOL
Apps_HALOEXCHANGE         , 0.059           ,         , 0.067           ,         , -0.089          ,         , 1.2             ,OVER_TOL
Apps_LTIMES               , -0.23           ,         , 3.9             ,OVER_TOL , -0.63           ,         , 1.1             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.043           ,         , 0.079           ,         , 4.4             ,OVER_TOL
Apps_PRESSURE             , -0.013          ,         , -0.014          ,         , -0.02           ,         , 0.15            ,OVER_TOL
Apps_VOL3D                , -0.021          ,         , -0.034          ,         , -0.0056         ,         , 0.22            ,OVER_TOL
Basic_DAXPY               , -0.013          ,         , -0.015          ,         , 0.015           ,         , 0.88            ,OVER_TOL
Basic_IF_QUAD             , -0.026          ,         , -0.028          ,         , 0.062           ,         , 0.19            ,OVER_TOL
Basic_INIT3               , -0.029          ,         , -0.17           ,         , 0.003           ,         , 0.45            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.011          ,         , -0.0081         ,         , -0.012          ,         , 1.5             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.019          ,         , -0.0029         ,         , -0.02           ,         , 1.4             ,OVER_TOL
Basic_MULADDSUB           , -0.029          ,         , -0.18           ,         , -0.0062         ,         , 0.38            ,OVER_TOL
Basic_NESTED_INIT         , -0.017          ,         , 0.023           ,         , -0.064          ,         , 0.67            ,OVER_TOL
Basic_PI_ATOMIC           , -1.2e-05        ,         , 3.2             ,OVER_TOL , 0.067           ,         , 1.7             ,OVER_TOL
Basic_REDUCE3_INT         , -0.008          ,         , 7.1             ,OVER_TOL , -0.0076         ,         , 3.9             ,OVER_TOL
Basic_TRAP_INT            , -0.00023        ,         , 0.068           ,         , -0.0093         ,         , 0.63            ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.0082         ,         , -0.092          ,         , 0.024           ,         , 0.11            ,OVER_TOL
Lcals_EOS                 , -0.022          ,         , -0.02           ,         , 0.002           ,         , 1.2             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0028         ,         , -0.0028         ,         , -0.0069         ,         , 0.82            ,OVER_TOL
Lcals_FIRST_MIN           , -0.00017        ,         , 3               ,OVER_TOL , -0.068          ,         , 0.53            ,OVER_TOL
Lcals_FIRST_SUM           , -0.0035         ,         , -0.0032         ,         , -0.034          ,         , 0.78            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.0096         ,         , -0.00049        ,         , -0.01           ,         , -0.2            ,        
Lcals_HYDRO_1D            , -0.0055         ,         , -0.0062         ,         , 0.0042          ,         , 1.6             ,OVER_TOL
Lcals_HYDRO_2D            , -0.018          ,         , 0.074           ,         , 0.0048          ,         , 0.33            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0029         ,         , 0.039           ,         , -0.25           ,         , -0.22           ,        
Lcals_PLANCKIAN           , -0.18           ,         , -0.18           ,         , -0.043          ,         , 0.056           ,        
Lcals_TRIDIAG_ELIM        , -0.013          ,         , -0.0079         ,         , -0.0057         ,         , 0.29            ,OVER_TOL
Stream_ADD                , -0.027          ,         , -0.0066         ,         , 0.0036          ,         , 0.26            ,OVER_TOL
Stream_COPY               , -0.0053         ,         , -0.0021         ,         , -0.23           ,         , 0.017           ,        
Stream_DOT                , -0.011          ,         , 1.2             ,OVER_TOL , 0.0025          ,         , 5.5             ,OVER_TOL
Stream_MUL                , -0.0031         ,         , -0.0031         ,         , 0.005           ,         , 0.97            ,OVER_TOL
Stream_TRIAD              , -0.0072         ,         , -0.011          ,         , -0.0011         ,         , 1.4             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.27           ,         , -0.27           ,         , -0.63           ,         , -0.25           ,        
Col Max                   , 0.059           ,         , 7.1             ,         , 0.079           ,         , 5.5             ,        
Col Avg                   , -0.039          ,         , 0.52            ,         , -0.045          ,         , 0.95            ,        
Col Std Dev               , 0.0058          ,         , 2.3             ,         , 0.016           ,         , 1.6             ,        
