FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , -0.00022        ,         , 3.5             ,OVER_TOL , 0.11            ,OVER_TOL , 1.3             ,OVER_TOL
Basic_DAXPY               , -0.033          ,         , -0.027          ,         , -0.046          ,         , 0.5             ,OVER_TOL
Basic_IF_QUAD             , -0.022          ,         , -0.00091        ,         , 0.085           ,         , -0.19           ,        
Basic_INIT3               , -0.015          ,         , -0.19           ,         , 0.014           ,         , 0.32            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.019          ,         , 0.26            ,OVER_TOL , 0.029           ,         , 1.3             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0046         ,         , 0.29            ,OVER_TOL , -0.33           ,         , 0.76            ,OVER_TOL
Basic_MULADDSUB           , -0.039          ,         , -0.16           ,         , 0.0071          ,         , 0.31            ,OVER_TOL
Basic_NESTED_INIT         , -0.0029         ,         , 0.0005          ,         , 0.025           ,         , 1.1             ,OVER_TOL
Basic_REDUCE3_INT         , 0.0016          ,         , 4.3             ,OVER_TOL , 0.055           ,         , 18              ,OVER_TOL
Basic_TRAP_INT            , 0.052           ,         , 0.052           ,         , -0.0063         ,         , 4.5             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.039          ,         , -0.19           ,         , -0.33           ,         , -0.19           ,        
Col Max                   , 0.052           ,         , 4.3             ,         , 0.11            ,         , 18              ,        
Col Avg                   , -0.0082         ,         , 0.8             ,         , -0.0058         ,         , 2.8             ,        
Col Std Dev               , 0.00058         ,         , 2.4             ,         , 0.014           ,         , 26              ,        
