FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , -0.00015        ,         , 3.5             ,OVER_TOL , 0.23            ,OVER_TOL , 2.4             ,OVER_TOL
Basic_DAXPY               , 0.0037          ,         , -0.012          ,         , -0.0096         ,         , 0.9             ,OVER_TOL
Basic_IF_QUAD             , 0.0023          ,         , 0.12            ,OVER_TOL , 0.037           ,         , 0.67            ,OVER_TOL
Basic_INIT3               , -0.013          ,         , -0.2            ,         , -0.039          ,         , 0.8             ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0031         ,         , 0.29            ,OVER_TOL , -0.027          ,         , 0.93            ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0089         ,         , 0.42            ,OVER_TOL , -0.025          ,         , 1               ,OVER_TOL
Basic_MULADDSUB           , -0.049          ,         , -0.3            ,         , -0.0085         ,         , 0.82            ,OVER_TOL
Basic_NESTED_INIT         , -0.011          ,         , 0.082           ,         , -0.048          ,         , 1.1             ,OVER_TOL
Basic_REDUCE3_INT         , 0.04            ,         , 6.6             ,OVER_TOL , 0.0028          ,         , 3.1             ,OVER_TOL
Basic_TRAP_INT            , 0.027           ,         , 0.018           ,         , -0.73           ,         , 0.39            ,OVER_TOL
Stream_ADD                , -0.015          ,         , -0.017          ,         , 0.0063          ,         , 0.26            ,OVER_TOL
Stream_COPY               , -0.0036         ,         , -0.003          ,         , -0.065          ,         , 0.37            ,OVER_TOL
Stream_DOT                , -0.0042         ,         , 1.2             ,OVER_TOL , 0.051           ,         , 5.8             ,OVER_TOL
Stream_MUL                , -0.0016         ,         , -0.0035         ,         , 0.002           ,         , 0.37            ,OVER_TOL
Stream_TRIAD              , 0.0067          ,         , -0.01           ,         , 0.012           ,         , 0.29            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.049          ,         , -0.3            ,         , -0.73           ,         , 0.26            ,        
Col Max                   , 0.04            ,         , 6.6             ,         , 0.23            ,         , 5.8             ,        
Col Avg                   , -0.002          ,         , 0.78            ,         , -0.041          ,         , 1.3             ,        
Col Std Dev               , 0.00036         ,         , 3.2             ,         , 0.038           ,         , 2.1             ,        
