FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , -0.094          ,         , 0.03            ,         , -0.17           ,         , -0.17           ,        
Basic_DAXPY               , -0.11           ,         , -0.047          ,         , 0.059           ,         , 0.0092          ,        
Basic_IF_QUAD             , -0.01           ,         , 0.061           ,         , -0.03           ,         , -0.07           ,        
Basic_INIT3               , 0.0031          ,         , 0.018           ,         , -0.002          ,         , 0.064           ,        
Basic_INIT_VIEW1D         , 0.36            ,OVER_TOL , 0.097           ,         , -0.0048         ,         , -0.049          ,        
Basic_INIT_VIEW1D_OFFSET  , -0.65           ,         , -0.63           ,         , 0.013           ,         , 0.078           ,        
Basic_MULADDSUB           , 0.0071          ,         , 0.01            ,         , -0.028          ,         , -0.061          ,        
Basic_NESTED_INIT         , -0.11           ,         , -0.12           ,         , -0.004          ,         , 0.0081          ,        
Basic_REDUCE3_INT         , -0.21           ,         , -0.21           ,         , 0.058           ,         , -0.01           ,        
Basic_TRAP_INT            , -0.1            ,         , -0.045          ,         , -0.12           ,         , 4.6             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.65           ,         , -0.63           ,         , -0.17           ,         , -0.17           ,        
Col Max                   , 0.36            ,         , 0.097           ,         , 0.059           ,         , 4.6             ,        
Col Avg                   , -0.092          ,         , -0.084          ,         , -0.022          ,         , 0.44            ,        
Col Std Dev               , 0.055           ,         , 0.04            ,         , 0.0046          ,         , 1.9             ,        
