FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.16           ,         , -0.16           ,         , -0.031          ,         , 0.12            ,OVER_TOL
Apps_ENERGY               , -0.039          ,         , 0.089           ,         , 0.038           ,         , 0.08            ,        
Apps_FIR                  , -0.27           ,         , -0.27           ,         , -0.00014        ,         , 0.16            ,OVER_TOL
Apps_HALOEXCHANGE         , 0.016           ,         , 0.022           ,         , 0.0035          ,         , 1.1             ,OVER_TOL
Apps_LTIMES               , -0.22           ,         , 3.8             ,OVER_TOL , 0.022           ,         , 4.9             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.23           ,         , 0.044           ,         , 0.019           ,         , 9.3             ,OVER_TOL
Apps_PRESSURE             , -0.00058        ,         , 0.0067          ,         , -0.0067         ,         , 0.83            ,OVER_TOL
Apps_VOL3D                , -0.022          ,         , -0.036          ,         , 0.0064          ,         , 0.08            ,        
Basic_DAXPY               , -0.034          ,         , -0.036          ,         , 0.013           ,         , 0.96            ,OVER_TOL
Basic_IF_QUAD             , -0.034          ,         , -0.022          ,         , 0.039           ,         , 0.015           ,        
Basic_INIT3               , -0.019          ,         , -0.12           ,         , -0.31           ,         , -0.49           ,        
Basic_INIT_VIEW1D         , -0.0077         ,         , -0.0067         ,         , 0.013           ,         , 2.8             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.059          ,         , 0.18            ,OVER_TOL , -0.0018         ,         , 3.6             ,OVER_TOL
Basic_MULADDSUB           , -0.074          ,         , -0.18           ,         , -0.025          ,         , 0.1             ,OVER_TOL
Basic_NESTED_INIT         , -0.019          ,         , 0.015           ,         , -0.0081         ,         , 4.5             ,OVER_TOL
Basic_PI_ATOMIC           , -0.0016         ,         , 3.2             ,OVER_TOL , 0.013           ,         , 1.4             ,OVER_TOL
Basic_REDUCE3_INT         , 0.011           ,         , 6.8             ,OVER_TOL , -0.29           ,         , 9.7             ,OVER_TOL
Basic_TRAP_INT            , 0.00034         ,         , 0.076           ,         , -0.0064         ,         , 1.4             ,OVER_TOL
Lcals_DIFF_PREDICT        , 0.018           ,         , -0.087          ,         , -0.13           ,         , -0.23           ,        
Lcals_EOS                 , -0.017          ,         , -0.019          ,         , 0.022           ,         , 1.6             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0039         ,         , -0.0041         ,         , -0.0047         ,         , 0.51            ,OVER_TOL
Lcals_FIRST_MIN           , -0.0031         ,         , 2.7             ,OVER_TOL , -0.17           ,         , 1.2             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0044         ,         , -0.0044         ,         , 0.023           ,         , 0.37            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.011          ,         , -0.00041        ,         , -0.043          ,         , -0.013          ,        
Lcals_HYDRO_1D            , -0.023          ,         , -0.0038         ,         , 0.0058          ,         , 1.1             ,OVER_TOL
Lcals_HYDRO_2D            , -0.023          ,         , 0.061           ,         , 0.11            ,OVER_TOL , 0.33            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0034         ,         , 0.04            ,         , -0.062          ,         , -0.031          ,        
Lcals_PLANCKIAN           , -0.15           ,         , -0.15           ,         , -0.035          ,         , 0.061           ,        
Lcals_TRIDIAG_ELIM        , -0.011          ,         , -0.008          ,         , -0.021          ,         , 0.51            ,OVER_TOL
Stream_ADD                , -0.033          ,         , -0.011          ,         , 0.007           ,         , 0.29            ,OVER_TOL
Stream_COPY               , -0.0056         ,         , -0.0022         ,         , -0.11           ,         , 0.11            ,OVER_TOL
Stream_DOT                , -0.0049         ,         , 1.2             ,OVER_TOL , 0.28            ,OVER_TOL , 5.4             ,OVER_TOL
Stream_MUL                , -0.0035         ,         , -0.0035         ,         , 0.0083          ,         , 0.94            ,OVER_TOL
Stream_TRIAD              , -0.0027         ,         , -0.019          ,         , 0.036           ,         , 1.1             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.27           ,         , -0.27           ,         , -0.31           ,         , -0.49           ,        
Col Max                   , 0.018           ,         , 6.8             ,         , 0.28            ,         , 9.7             ,        
Col Avg                   , -0.043          ,         , 0.51            ,         , -0.017          ,         , 1.6             ,        
Col Std Dev               , 0.0053          ,         , 2.1             ,         , 0.0099          ,         , 6               ,        
