Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       ,    1.000 ,      1.180 ,    1.180 ,      28.270 ,        29.162 ,      25.299 ,       Not run ,        Not run
Apps_ENERGY               ,    1.000 ,      1.014 ,    0.932 ,      26.475 ,        26.764 ,      25.223 ,       Not run ,        Not run
Apps_FIR                  ,    1.000 ,      1.350 ,    1.352 ,      20.621 ,        21.429 ,      17.886 ,       Not run ,        Not run
Apps_HALOEXCHANGE         ,    1.000 ,      0.990 ,    0.988 ,       0.117 ,         0.115 ,       0.060 ,       Not run ,        Not run
Apps_LTIMES               ,    1.000 ,      1.309 ,    0.205 ,      28.134 ,        27.883 ,       5.023 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        ,    1.000 ,      1.326 ,    0.962 ,      52.789 ,        49.413 ,       4.725 ,       Not run ,        Not run
Apps_PRESSURE             ,    1.000 ,      1.016 ,    1.013 ,      87.453 ,        89.444 ,      31.810 ,       Not run ,        Not run
Apps_VOL3D                ,    1.000 ,      1.022 ,    1.036 ,      24.298 ,        44.699 ,      40.453 ,       Not run ,        Not run
Basic_DAXPY               ,    1.000 ,      1.021 ,    1.021 ,      62.605 ,        62.646 ,      28.459 ,        22.843 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      1.038 ,    1.044 ,      62.939 ,        60.575 ,      60.139 ,        54.492 ,        Not run
Basic_INIT3               ,    1.000 ,      1.011 ,    1.198 ,      24.664 ,        24.711 ,      17.000 ,        23.580 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.007 ,    1.007 ,       6.997 ,         6.978 ,       2.724 ,         6.420 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.009 ,    0.807 ,       7.018 ,         6.792 ,       2.796 ,         6.403 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.046 ,    1.181 ,      17.302 ,        16.894 ,      12.796 ,        21.061 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      1.017 ,    0.980 ,       4.546 ,         7.076 ,       2.347 ,         3.963 ,        Not run
Basic_PI_ATOMIC           ,    1.000 ,      1.000 ,    0.236 ,       0.005 ,         0.006 ,       0.002 ,         0.006 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      0.989 ,    0.126 ,       9.072 ,        12.282 ,       0.835 ,         3.818 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.000 ,    0.931 ,      29.779 ,        31.852 ,      11.875 ,        29.336 ,        Not run
Lcals_DIFF_PREDICT        ,    1.000 ,      1.009 ,    1.100 ,      33.039 ,        44.531 ,      33.124 ,        38.653 ,        Not run
Lcals_EOS                 ,    1.000 ,      1.117 ,    1.120 ,      72.276 ,        54.025 ,      27.045 ,        23.496 ,        Not run
Lcals_FIRST_DIFF          ,    1.000 ,      1.003 ,    1.003 ,      58.772 ,        58.389 ,      42.393 ,        39.442 ,        Not run
Lcals_FIRST_MIN           ,    1.000 ,      1.003 ,    0.266 ,       8.521 ,         9.708 ,       3.818 ,        15.651 ,        Not run
Lcals_FIRST_SUM           ,    1.000 ,      1.004 ,    1.003 ,      58.789 ,        58.841 ,      43.250 ,        39.430 ,        Not run
Lcals_GEN_LIN_RECUR       ,    1.000 ,      1.023 ,    1.001 ,       8.183 ,         8.973 ,       8.178 ,         8.745 ,        Not run
Lcals_HYDRO_1D            ,    1.000 ,      1.007 ,    1.006 ,      71.477 ,        72.395 ,      34.309 ,        50.958 ,        Not run
Lcals_HYDRO_2D            ,    1.000 ,      1.016 ,    0.942 ,      33.830 ,        34.943 ,      25.613 ,        22.553 ,        Not run
Lcals_INT_PREDICT         ,    1.000 ,      1.006 ,    0.961 ,      30.370 ,        33.416 ,      28.989 ,        32.264 ,        Not run
Lcals_PLANCKIAN           ,    1.000 ,      1.218 ,    1.217 ,      46.312 ,        47.766 ,      40.229 ,        45.241 ,        Not run
Lcals_TRIDIAG_ELIM        ,    1.000 ,      0.996 ,    1.005 ,      99.450 ,       101.068 ,      73.699 ,        70.795 ,        Not run
Stream_ADD                ,    1.000 ,      1.028 ,    1.015 ,      91.593 ,        91.870 ,      70.454 ,        64.652 ,        Not run
Stream_COPY               ,    1.000 ,      1.006 ,    1.002 ,      30.999 ,        42.718 ,      31.643 ,        30.146 ,        Not run
Stream_DOT                ,    1.000 ,      1.011 ,    0.454 ,      42.812 ,        42.441 ,       6.680 ,        33.621 ,        Not run
Stream_MUL                ,    1.000 ,      1.007 ,    1.007 ,      57.087 ,        61.643 ,      31.233 ,        41.518 ,        Not run
Stream_TRIAD              ,    1.000 ,      1.014 ,    1.025 ,      86.918 ,        85.004 ,      41.487 ,        31.168 ,        Not run
