Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           ,    1.000 ,      1.231 ,    0.770 ,       1.201 ,         1.139 ,       1.209 ,         0.995 ,        Not run
Basic_DAXPY               ,    1.000 ,      1.030 ,    1.030 ,       0.846 ,         1.104 ,       1.030 ,         0.717 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      1.103 ,    0.961 ,       0.966 ,         1.036 ,       0.972 ,         0.512 ,        Not run
Basic_INIT3               ,    1.000 ,      1.138 ,    1.084 ,       1.090 ,         1.138 ,       1.160 ,         0.121 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      0.856 ,    0.646 ,       1.013 ,         0.917 ,       0.975 ,         0.123 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      6.817 ,    4.800 ,       6.898 ,         7.067 ,       6.621 ,         0.679 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      0.918 ,    0.951 ,       1.020 ,         0.957 ,       0.957 ,         0.121 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      1.200 ,    1.028 ,       1.094 ,         1.141 ,       1.094 ,         0.890 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.061 ,    1.012 ,       0.983 ,         1.055 ,       1.074 ,         0.897 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.037 ,    0.839 ,       0.944 ,         0.982 ,       1.037 ,         0.843 ,        Not run
