FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Algorithm_SORT            , 0               ,         , 0.013           ,         , 0               ,         , inf             ,OVER_TOL
Algorithm_SORTPAIRS       , 0               ,         , 2.2             ,OVER_TOL , 0               ,         , inf             ,OVER_TOL
Apps_DEL_DOT_VEC_2D       , -0.0034         ,         , 0.00015         ,         , -0.017          ,         , 0.13            ,OVER_TOL
Apps_ENERGY               , 0.0085          ,         , -0.03           ,         , 0.062           ,         , 0.07            ,        
Apps_FIR                  , 0.2             ,OVER_TOL , 0.2             ,OVER_TOL , 0.18            ,OVER_TOL , 0.071           ,        
Apps_HALOEXCHANGE         , 0.0026          ,         , -0.0034         ,         , 0.58            ,OVER_TOL , 0.77            ,OVER_TOL
Apps_LTIMES               , -0.24           ,         , 3.7             ,OVER_TOL , 0.036           ,         , 7.5             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.24           ,         , 0.049           ,         , 0.061           ,         , 8.4             ,OVER_TOL
Apps_PRESSURE             , -0.029          ,         , -0.035          ,         , 0.013           ,         , 1.3             ,OVER_TOL
Apps_VOL3D                , -0.023          ,         , -0.013          ,         , 0.035           ,         , 0.096           ,        
Basic_DAXPY               , -0.068          ,         , -0.072          ,         , -0.016          ,         , 1.1             ,OVER_TOL
Basic_IF_QUAD             , 0.027           ,         , 0.017           ,         , -0.077          ,         , 0.086           ,        
Basic_INIT3               , -0.036          ,         , -0.18           ,         , -0.045          ,         , 0.065           ,        
Basic_INIT_VIEW1D         , -0.009          ,         , 0.0032          ,         , 0.0011          ,         , 2.9             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0089         ,         , 0.3             ,OVER_TOL , -0.11           ,         , 2.5             ,OVER_TOL
Basic_MULADDSUB           , -0.036          ,         , -0.16           ,         , -0.042          ,         , 0.056           ,        
Basic_NESTED_INIT         , -0.021          ,         , 0.019           ,         , -0.011          ,         , 4.5             ,OVER_TOL
Basic_PI_ATOMIC           , -0.0035         ,         , 3.2             ,OVER_TOL , 0.082           ,         , 1               ,OVER_TOL
Basic_REDUCE3_INT         , -0.043          ,         , 7.4             ,OVER_TOL , -0.016          ,         , 13              ,OVER_TOL
Basic_TRAP_INT            , 0.0039          ,         , 0.064           ,         , -0.12           ,         , 1.3             ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.013          ,         , -0.1            ,         , -0.21           ,         , -0.18           ,        
Lcals_EOS                 , -0.033          ,         , -0.036          ,         , -0.045          ,         , 1.6             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0099         ,         , -0.0088         ,         , 0.0043          ,         , 0.4             ,OVER_TOL
Lcals_FIRST_MIN           , -0.0058         ,         , 3               ,OVER_TOL , 0.29            ,OVER_TOL , 3.5             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0098         ,         , -0.0097         ,         , 0.12            ,OVER_TOL , 0.39            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.075          ,         , -0.076          ,         , -4.4e-05        ,         , 0.027           ,        
Lcals_HYDRO_1D            , -0.013          ,         , -0.017          ,         , -0.012          ,         , 1.1             ,OVER_TOL
Lcals_HYDRO_2D            , -0.047          ,         , 0.019           ,         , -0.01           ,         , 0.38            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0013         ,         , 0.038           ,         , 0.016           ,         , 0.041           ,        
Lcals_PLANCKIAN           , -0.16           ,         , -0.16           ,         , 0.51            ,OVER_TOL , 0.04            ,        
Lcals_TRIDIAG_ELIM        , -0.017          ,         , -0.018          ,         , -0.0027         ,         , 0.29            ,OVER_TOL
Stream_ADD                , -0.023          ,         , -0.021          ,         , -0.013          ,         , 0.29            ,OVER_TOL
Stream_COPY               , 0.00075         ,         , -0.14           ,         , -0.28           ,         , 0.073           ,        
Stream_DOT                , -0.023          ,         , 0.9             ,OVER_TOL , 0.0028          ,         , 0.98            ,OVER_TOL
Stream_MUL                , -0.0097         ,         , -0.01           ,         , -0.35           ,         , 0.2             ,OVER_TOL
Stream_TRIAD              , -0.0076         ,         , -0.008          ,         , -0.15           ,         , 0.65            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.24           ,         , -0.18           ,         , -0.35           ,         , -0.18           ,        
Col Max                   , 0.2             ,         , 7.4             ,         , 0.58            ,         , inf             ,        
Col Avg                   , -0.028          ,         , 0.56            ,         , 0.014           ,         , inf             ,        
Col Std Dev               , 0.0052          ,         , 2.3             ,         , 0.031           ,         , -nan            ,        
