FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.045          ,         , -0.043          ,         , -0.0014         ,         , 0.76            ,OVER_TOL
Apps_ENERGY               , -0.061          ,         , -0.075          ,         , 0.033           ,         , -0.04           ,        
Apps_FIR                  , -0.05           ,         , -0.16           ,         , -0.12           ,         , -0.037          ,        
Apps_HALOEXCHANGE         , -0.0021         ,         , 0.0042          ,         , -1e-05          ,         , 0.96            ,OVER_TOL
Apps_LTIMES               , -0.22           ,         , 4.7             ,OVER_TOL , 0.0082          ,         , 4.3             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.23           ,         , 0.044           ,         , -0.14           ,         , 5.7             ,OVER_TOL
Apps_PRESSURE             , -0.0026         ,         , -0.0026         ,         , -0.22           ,         , -0.1            ,        
Apps_VOL3D                , -0.03           ,         , -0.044          ,         , -0.0069         ,         , 0.31            ,OVER_TOL
Basic_ATOMIC_PI           , -0.00085        ,         , 3.5             ,OVER_TOL , 0.082           ,         , 1.9             ,OVER_TOL
Basic_DAXPY               , -0.033          ,         , -0.032          ,         , 0.067           ,         , 1.2             ,OVER_TOL
Basic_IF_QUAD             , -0.0039         ,         , -0.031          ,         , 0.19            ,OVER_TOL , 0.95            ,OVER_TOL
Basic_INIT3               , -0.018          ,         , -0.19           ,         , -0.0045         ,         , 0.87            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0093         ,         , 0.29            ,OVER_TOL , 0.1             ,OVER_TOL , 1.4             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.012          ,         , 0.25            ,OVER_TOL , 0.26            ,OVER_TOL , 1.3             ,OVER_TOL
Basic_MULADDSUB           , -0.081          ,         , -0.2            ,         , -0.23           ,         , 0.44            ,OVER_TOL
Basic_NESTED_INIT         , -0.0017         ,         , 0.05            ,         , -0.0046         ,         , 0.057           ,        
Basic_REDUCE3_INT         , -0.0066         ,         , 6.4             ,OVER_TOL , 0.015           ,         , 3               ,OVER_TOL
Basic_TRAP_INT            , 0.031           ,         , 0.036           ,         , -0.016          ,         , 0.66            ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.019          ,         , -0.39           ,         , -0.029          ,         , 0.65            ,OVER_TOL
Lcals_EOS                 , -0.0064         ,         , -0.0061         ,         , -0.00057        ,         , 0.92            ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0074         ,         , -0.0068         ,         , -0.0013         ,         , 0.95            ,OVER_TOL
Lcals_FIRST_MIN           , -0.0099         ,         , 3               ,OVER_TOL , 0.065           ,         , 0.84            ,OVER_TOL
Lcals_FIRST_SUM           , 0.13            ,OVER_TOL , 0.13            ,OVER_TOL , 0.11            ,OVER_TOL , 1.2             ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.0059         ,         , -0.0021         ,         , 0.0027          ,         , 0.76            ,OVER_TOL
Lcals_HYDRO_1D            , -0.0055         ,         , -0.0052         ,         , -0.0039         ,         , 0.94            ,OVER_TOL
Lcals_HYDRO_2D            , -0.036          ,         , 0.52            ,OVER_TOL , -0.005          ,         , 1.2             ,OVER_TOL
Lcals_INT_PREDICT         , -0.012          ,         , 0.0083          ,         , -0.0026         ,         , 0.83            ,OVER_TOL
Lcals_PLANCKIAN           , -0.21           ,         , -0.21           ,         , 0.01            ,         , 0.81            ,OVER_TOL
Lcals_TRIDIAG_ELIM        , -0.0024         ,         , -0.0024         ,         , -0.0075         ,         , 0.9             ,OVER_TOL
Stream_ADD                , -0.042          ,         , -0.041          ,         , 0.0033          ,         , 0.82            ,OVER_TOL
Stream_COPY               , -0.0042         ,         , 0.002           ,         , -0.0023         ,         , 0.76            ,OVER_TOL
Stream_DOT                , -0.0037         ,         , 1.3             ,OVER_TOL , -0.008          ,         , 1               ,OVER_TOL
Stream_MUL                , -0.0035         ,         , -0.0032         ,         , -0.0033         ,         , 0.88            ,OVER_TOL
Stream_TRIAD              , -0.0065         ,         , -0.0064         ,         , 0.011           ,         , 0.78            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.23           ,         , -0.39           ,         , -0.23           ,         , -0.1            ,        
Col Max                   , 0.13            ,         , 6.4             ,         , 0.26            ,         , 5.7             ,        
Col Avg                   , -0.03           ,         , 0.55            ,         , 0.0047          ,         , 1.1             ,        
Col Std Dev               , 0.0045          ,         , 2.2             ,         , 0.008           ,         , 1.3             ,        
