Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       ,    1.000 ,      1.111 ,    1.109 ,      17.078 ,        17.769 ,      16.688 ,       Not run ,        Not run
Apps_ENERGY               ,    1.000 ,      0.982 ,    0.919 ,      20.199 ,        20.966 ,      19.550 ,       Not run ,        Not run
Apps_FIR                  ,    1.000 ,      1.371 ,    1.372 ,      16.115 ,        16.649 ,      13.047 ,       Not run ,        Not run
Apps_HALOEXCHANGE         ,    1.000 ,      0.999 ,    0.983 ,       0.059 ,         0.058 ,       0.029 ,       Not run ,        Not run
Apps_LTIMES               ,    1.000 ,      1.306 ,    0.204 ,      22.184 ,        21.780 ,       4.076 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        ,    1.000 ,      1.330 ,    0.959 ,      26.789 ,        26.335 ,       2.577 ,       Not run ,        Not run
Apps_PRESSURE             ,    1.000 ,      1.008 ,    1.007 ,      28.423 ,        17.247 ,      14.447 ,       Not run ,        Not run
Apps_VOL3D                ,    1.000 ,      1.024 ,    1.031 ,      22.966 ,        23.087 ,      19.441 ,       Not run ,        Not run
Basic_DAXPY               ,    1.000 ,      1.019 ,    1.020 ,       6.856 ,         6.836 ,       3.906 ,         9.311 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      1.005 ,    1.020 ,      29.836 ,        28.824 ,      27.871 ,        27.558 ,        Not run
Basic_INIT3               ,    1.000 ,      1.024 ,    1.167 ,      20.956 ,        21.074 ,      14.667 ,        20.022 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.002 ,    1.001 ,       4.132 ,         6.720 ,       2.851 ,         6.059 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.003 ,    0.774 ,       5.803 ,         6.652 ,       2.862 ,         6.019 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.063 ,    1.209 ,      14.776 ,        15.401 ,      13.279 ,        19.883 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      1.004 ,    0.951 ,       6.747 ,         6.727 ,       2.387 ,         5.534 ,        Not run
Basic_PI_ATOMIC           ,    1.000 ,      0.998 ,    0.236 ,       0.005 ,         0.005 ,       0.002 ,         0.006 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.004 ,    0.122 ,      10.696 ,        11.931 ,       0.829 ,         3.635 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.001 ,    0.937 ,      27.157 ,        31.762 ,      12.037 ,        29.155 ,        Not run
Lcals_DIFF_PREDICT        ,    1.000 ,      0.999 ,    1.110 ,      43.200 ,        42.309 ,      41.899 ,        39.831 ,        Not run
Lcals_EOS                 ,    1.000 ,      1.005 ,    1.008 ,      60.730 ,        60.376 ,      23.027 ,        19.787 ,        Not run
Lcals_FIRST_DIFF          ,    1.000 ,      1.004 ,    1.004 ,      59.515 ,        58.683 ,      42.598 ,        39.507 ,        Not run
Lcals_FIRST_MIN           ,    1.000 ,      1.007 ,    0.251 ,      12.676 ,        13.134 ,       3.508 ,        14.116 ,        Not run
Lcals_FIRST_SUM           ,    1.000 ,      1.004 ,    1.004 ,      59.379 ,        59.615 ,      38.429 ,        39.934 ,        Not run
Lcals_GEN_LIN_RECUR       ,    1.000 ,      1.014 ,    1.001 ,       9.467 ,         9.599 ,       9.335 ,        10.091 ,        Not run
Lcals_HYDRO_1D            ,    1.000 ,      1.004 ,    1.005 ,      72.726 ,        72.534 ,      34.212 ,        51.746 ,        Not run
Lcals_HYDRO_2D            ,    1.000 ,      1.015 ,    0.925 ,      16.470 ,        34.156 ,      24.820 ,        22.007 ,        Not run
Lcals_INT_PREDICT         ,    1.000 ,      1.002 ,    0.967 ,      31.085 ,        32.028 ,      32.052 ,        30.921 ,        Not run
Lcals_PLANCKIAN           ,    1.000 ,      1.158 ,    1.156 ,      46.298 ,        46.271 ,      42.759 ,        43.863 ,        Not run
Lcals_TRIDIAG_ELIM        ,    1.000 ,      1.007 ,    1.007 ,      78.610 ,        94.045 ,      72.304 ,        66.400 ,        Not run
Stream_ADD                ,    1.000 ,      1.000 ,    0.998 ,      17.167 ,        17.412 ,       9.755 ,        15.991 ,        Not run
Stream_COPY               ,    1.000 ,      1.005 ,    0.998 ,      12.924 ,        12.708 ,       7.169 ,        10.530 ,        Not run
Stream_DOT                ,    1.000 ,      1.000 ,    0.447 ,       6.530 ,         6.449 ,       3.225 ,        10.238 ,        Not run
Stream_MUL                ,    1.000 ,      1.000 ,    1.004 ,      11.048 ,        12.575 ,       6.884 ,        11.514 ,        Not run
Stream_TRIAD              ,    1.000 ,      1.007 ,    1.006 ,      18.109 ,        18.063 ,       9.959 ,        12.809 ,        Not run
