Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           ,    1.000 ,      1.000 ,    0.223 ,       0.005 ,         0.005 ,       0.001 ,         0.003 ,        Not run
Basic_DAXPY               ,    1.000 ,      1.050 ,    1.022 ,       1.252 ,         1.257 ,       0.648 ,         1.340 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      1.014 ,    0.880 ,      12.113 ,        12.728 ,       7.419 ,        12.885 ,        Not run
Basic_INIT3               ,    1.000 ,      1.033 ,    1.252 ,       4.296 ,         4.331 ,       2.273 ,         4.249 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.012 ,    0.774 ,       2.881 ,         3.404 ,       1.622 ,         2.793 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.010 ,    0.770 ,       3.477 ,         3.532 ,       1.596 ,         3.534 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.048 ,    1.201 ,       4.005 ,         4.338 ,       2.289 ,         4.211 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      1.005 ,    0.915 ,      10.326 ,         9.636 ,       8.054 ,        20.991 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      0.988 ,    0.130 ,       1.866 ,         1.833 ,       0.484 ,         1.773 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      0.967 ,    0.976 ,       1.804 ,         1.774 ,       1.228 ,         3.380 ,        Not run
Stream_ADD                ,    1.000 ,      1.008 ,    0.992 ,      17.690 ,        17.797 ,       9.939 ,        17.680 ,        Not run
Stream_COPY               ,    1.000 ,      0.966 ,    0.966 ,      12.973 ,        13.115 ,       7.166 ,        12.868 ,        Not run
Stream_DOT                ,    1.000 ,      1.010 ,    0.450 ,       6.271 ,         6.507 ,       3.294 ,        11.341 ,        Not run
Stream_MUL                ,    1.000 ,      1.011 ,    1.007 ,      12.603 ,        12.606 ,       6.786 ,        12.378 ,        Not run
Stream_TRIAD              ,    1.000 ,      1.007 ,    1.046 ,      19.666 ,        19.710 ,      10.887 ,        16.358 ,        Not run
