FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , 0.0011          ,         , 3.5             ,OVER_TOL , -0.18           ,         , 0.59            ,OVER_TOL
Basic_DAXPY               , -0.032          ,         , -0.033          ,         , 0.012           ,         , 0.57            ,OVER_TOL
Basic_IF_QUAD             , 0.023           ,         , -0.0056         ,         , -0.1            ,         , 0.34            ,OVER_TOL
Basic_INIT3               , -0.013          ,         , -0.2            ,         , -0.0098         ,         , 0.37            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0049         ,         , 0.24            ,OVER_TOL , 0.058           ,         , 1.4             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0036         ,         , 0.26            ,OVER_TOL , -0.038          ,         , 1.7             ,OVER_TOL
Basic_MULADDSUB           , -0.017          ,         , -0.27           ,         , 0.019           ,         , 0.35            ,OVER_TOL
Basic_NESTED_INIT         , -0.015          ,         , 0.088           ,         , 0.87            ,OVER_TOL , 0.58            ,OVER_TOL
Basic_REDUCE3_INT         , 0.0068          ,         , 6.6             ,OVER_TOL , -0.068          ,         , 14              ,OVER_TOL
Basic_TRAP_INT            , 0.049           ,         , 0.048           ,         , 0.032           ,         , 4.1             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.032          ,         , -0.27           ,         , -0.18           ,         , 0.34            ,        
Col Max                   , 0.049           ,         , 6.6             ,         , 0.87            ,         , 14              ,        
Col Avg                   , -0.00065        ,         , 1               ,         , 0.059           ,         , 2.4             ,        
Col Std Dev               , 0.00048         ,         , 4.5             ,         , 0.078           ,         , 15              ,        
