FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.076          ,         , -0.075          ,         , -0.0032         ,         , 0.19            ,OVER_TOL
Apps_ENERGY               , 0.013           ,         , 0.081           ,         , 0.0022          ,         , 0.052           ,        
Apps_FIR                  , -0.27           ,         , -0.27           ,         , -0.055          ,         , 0.11            ,OVER_TOL
Apps_HALOEXCHANGE         , 0.0014          ,         , 0.011           ,         , -0.0035         ,         , 1               ,OVER_TOL
Apps_LTIMES               , -0.25           ,         , 3.8             ,OVER_TOL , 0.0091          ,         , 4.7             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.036           ,         , 0.017           ,         , 7.5             ,OVER_TOL
Apps_PRESSURE             , -0.0067         ,         , -0.0055         ,         , 0.0024          ,         , 0.86            ,OVER_TOL
Apps_VOL3D                , -0.016          ,         , -0.037          ,         , -0.0061         ,         , 0.071           ,        
Basic_DAXPY               , -0.02           ,         , -0.021          ,         , 0.0033          ,         , 0.81            ,OVER_TOL
Basic_IF_QUAD             , -0.011          ,         , -0.024          ,         , 0.033           ,         , 0.47            ,OVER_TOL
Basic_INIT3               , -0.014          ,         , -0.12           ,         , 0.076           ,         , 0.18            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0014         ,         , -0.0012         ,         , -0.002          ,         , 1.3             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0012         ,         , 0.25            ,OVER_TOL , -0.17           ,         , 1               ,OVER_TOL
Basic_MULADDSUB           , -0.058          ,         , -0.15           ,         , 0.024           ,         , 0.38            ,OVER_TOL
Basic_NESTED_INIT         , -0.0016         ,         , 0.049           ,         , -0.0023         ,         , 1.8             ,OVER_TOL
Basic_PI_ATOMIC           , 0.00024         ,         , 3.2             ,OVER_TOL , 0.25            ,OVER_TOL , 1.2             ,OVER_TOL
Basic_REDUCE3_INT         , -0.0072         ,         , 6.9             ,OVER_TOL , -0.11           ,         , 16              ,OVER_TOL
Basic_TRAP_INT            , -0.00089        ,         , 0.064           ,         , -0.13           ,         , 1.5             ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.0098         ,         , -0.095          ,         , -0.049          ,         , 0.06            ,        
Lcals_EOS                 , -0.0082         ,         , -0.006          ,         , 0.011           ,         , 1.6             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0042         ,         , -0.004          ,         , 0.0032          ,         , 0.37            ,OVER_TOL
Lcals_FIRST_MIN           , -0.0062         ,         , 2.8             ,OVER_TOL , 0.034           ,         , 3               ,OVER_TOL
Lcals_FIRST_SUM           , -0.0053         ,         , -0.0047         ,         , 0.00035         ,         , 0.36            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.012          ,         , 0.0091          ,         , -0.0025         ,         , 0.0089          ,        
Lcals_HYDRO_1D            , -0.0089         ,         , -0.008          ,         , -0.0093         ,         , 1               ,OVER_TOL
Lcals_HYDRO_2D            , -0.015          ,         , 0.072           ,         , 0.011           ,         , 0.41            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0047         ,         , 0.028           ,         , 0.14            ,OVER_TOL , 0.061           ,        
Lcals_PLANCKIAN           , -0.15           ,         , -0.15           ,         , 0.022           ,         , 0.2             ,OVER_TOL
Lcals_TRIDIAG_ELIM        , -0.0077         ,         , -0.0069         ,         , -0.029          ,         , 0.22            ,OVER_TOL
Stream_ADD                , -0.0043         ,         , 0.00015         ,         , -0.0076         ,         , 0.29            ,OVER_TOL
Stream_COPY               , -0.0053         ,         , 0.0016          ,         , -0.097          ,         , 0.16            ,OVER_TOL
Stream_DOT                , -0.0015         ,         , 1.2             ,OVER_TOL , 0.28            ,OVER_TOL , 6.1             ,OVER_TOL
Stream_MUL                , -0.0061         ,         , -0.0083         ,         , 0.0087          ,         , 0.97            ,OVER_TOL
Stream_TRIAD              , -0.0093         ,         , -0.0094         ,         , 0.064           ,         , 1.1             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.27           ,         , -0.27           ,         , -0.17           ,         , 0.0089          ,        
Col Max                   , 0.013           ,         , 6.9             ,         , 0.28            ,         , 16              ,        
Col Avg                   , -0.036          ,         , 0.52            ,         , 0.0093          ,         , 1.6             ,        
Col Std Dev               , 0.0054          ,         , 2.1             ,         , 0.0071          ,         , 9.3             ,        
