Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           ,    1.000 ,      1.089 ,    1.029 ,       1.029 ,         1.041 ,       1.045 ,         0.927 ,        Not run
Basic_DAXPY               ,    1.000 ,      0.996 ,    0.892 ,       0.925 ,         0.983 ,       0.991 ,         0.931 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      0.965 ,    1.005 ,       0.997 ,         0.978 ,       1.004 ,         0.902 ,        Not run
Basic_INIT3               ,    1.000 ,      1.002 ,    1.002 ,       1.001 ,         0.995 ,       0.994 ,         0.293 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.042 ,    0.913 ,       0.924 ,         1.030 ,       0.985 ,         0.307 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      2.648 ,    2.530 ,       2.727 ,         2.756 ,       2.884 ,         0.827 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.031 ,    1.033 ,       1.042 ,         0.981 ,       1.037 ,         0.347 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      0.946 ,    1.057 ,       1.127 ,         1.124 ,       1.130 ,         0.945 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.335 ,    1.329 ,       1.273 ,         1.319 ,       1.321 ,         1.247 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      0.984 ,    1.048 ,       1.011 ,         1.052 ,       1.049 ,         0.967 ,        Not run
