FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.15           ,         , -0.15           ,         , -0.16           ,         , 0.094           ,        
Apps_ENERGY               , -0.027          ,         , 0.089           ,         , 0.042           ,         , -0.042          ,        
Apps_FIR                  , -0.28           ,         , -0.28           ,         , -0.051          ,         , 0.35            ,OVER_TOL
Apps_HALOEXCHANGE         , 0.004           ,         , 0.012           ,         , -0.33           ,         , 0.46            ,OVER_TOL
Apps_LTIMES               , -0.24           ,         , 3.9             ,OVER_TOL , 1.3             ,OVER_TOL , 4.7             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.039           ,         , 0.022           ,         , 9.1             ,OVER_TOL
Apps_PRESSURE             , -0.062          ,         , -0.032          ,         , -0.78           ,         , -0.4            ,        
Apps_VOL3D                , -0.023          ,         , -0.037          ,         , -0.03           ,         , 0.11            ,OVER_TOL
Basic_DAXPY               , -0.014          ,         , -0.013          ,         , 0.0048          ,         , 1.1             ,OVER_TOL
Basic_IF_QUAD             , -0.01           ,         , -0.023          ,         , 0.071           ,         , 0.045           ,        
Basic_INIT3               , -0.02           ,         , -0.15           ,         , -0.71           ,         , -0.68           ,        
Basic_INIT_VIEW1D         , -0.0087         ,         , -0.0083         ,         , 0.045           ,         , 3.2             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.21           ,         , 0.02            ,         , 0.041           ,         , 3.8             ,OVER_TOL
Basic_MULADDSUB           , -0.088          ,         , -0.21           ,         , -0.037          ,         , 0.03            ,        
Basic_NESTED_INIT         , -0.018          ,         , 0.021           ,         , 0.011           ,         , 5               ,OVER_TOL
Basic_PI_ATOMIC           , -0.0015         ,         , 3.2             ,OVER_TOL , 0.12            ,OVER_TOL , 1               ,OVER_TOL
Basic_REDUCE3_INT         , -0.0076         ,         , 7.2             ,OVER_TOL , -0.092          ,         , 18              ,OVER_TOL
Basic_TRAP_INT            , -0.002          ,         , 0.061           ,         , -0.072          ,         , 1.4             ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.0046         ,         , -0.094          ,         , -0.2            ,         , -0.092          ,        
Lcals_EOS                 , -0.0028         ,         , -0.015          ,         , 0.022           ,         , 1.7             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0048         ,         , -0.0046         ,         , -0.0029         ,         , 0.42            ,OVER_TOL
Lcals_FIRST_MIN           , 0.003           ,         , 3               ,OVER_TOL , -0.081          ,         , 2.9             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0044         ,         , -0.0047         ,         , 0.013           ,         , 0.4             ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.016          ,         , -0.0048         ,         , -0.055          ,         , -0.0074         ,        
Lcals_HYDRO_1D            , -0.0097         ,         , 0.036           ,         , -0.0015         ,         , 1.1             ,OVER_TOL
Lcals_HYDRO_2D            , -0.017          ,         , 0.083           ,         , 0.034           ,         , 0.38            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0065         ,         , 0.032           ,         , -0.11           ,         , -0.17           ,        
Lcals_PLANCKIAN           , -0.18           ,         , -0.18           ,         , -0.0073         ,         , 0.081           ,        
Lcals_TRIDIAG_ELIM        , -0.0053         ,         , -0.0063         ,         , 0.49            ,OVER_TOL , 0.29            ,OVER_TOL
Stream_ADD                , 0.0081          ,         , -0.0097         ,         , -0.00018        ,         , 0.28            ,OVER_TOL
Stream_COPY               , -0.0059         ,         , -0.0014         ,         , -0.023          ,         , 0.28            ,OVER_TOL
Stream_DOT                , -0.0062         ,         , 1.2             ,OVER_TOL , -0.095          ,         , 4.4             ,OVER_TOL
Stream_MUL                , -0.0036         ,         , -0.0034         ,         , -0.00023        ,         , 1               ,OVER_TOL
Stream_TRIAD              , 0.016           ,         , 0.0049          ,         , -0.0047         ,         , 1.1             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.28           ,         , -0.28           ,         , -0.78           ,         , -0.68           ,        
Col Max                   , 0.016           ,         , 7.2             ,         , 1.3             ,         , 18              ,        
Col Avg                   , -0.049          ,         , 0.52            ,         , -0.019          ,         , 1.8             ,        
Col Std Dev               , 0.0069          ,         , 2.3             ,         , 0.095           ,         , 12              ,        
