FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.15           ,         , -0.15           ,         , -0.033          ,         , 0.18            ,OVER_TOL
Apps_ENERGY               , 0.009           ,         , 0.079           ,         , -0.0034         ,         , 0.042           ,        
Apps_FIR                  , -0.27           ,         , -0.27           ,         , -0.038          ,         , 0.23            ,OVER_TOL
Apps_HALOEXCHANGE         , 0.0068          ,         , 0.012           ,         , 0.005           ,         , 1               ,OVER_TOL
Apps_LTIMES               , -0.24           ,         , 3.9             ,OVER_TOL , 0.021           ,         , 4.8             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.042           ,         , 0.023           ,         , 8.9             ,OVER_TOL
Apps_PRESSURE             , -0.0074         ,         , -0.0063         ,         , -0.0039         ,         , 0.87            ,OVER_TOL
Apps_VOL3D                , -0.022          ,         , -0.035          ,         , -0.011          ,         , 0.12            ,OVER_TOL
Basic_DAXPY               , -0.015          ,         , -0.015          ,         , 0.006           ,         , 0.74            ,OVER_TOL
Basic_IF_QUAD             , -0.039          ,         , -0.035          ,         , 0.075           ,         , 0.19            ,OVER_TOL
Basic_INIT3               , -0.03           ,         , -0.17           ,         , -0.29           ,         , 0.021           ,        
Basic_INIT_VIEW1D         , -0.0065         ,         , -0.0071         ,         , -0.013          ,         , 1.4             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0014         ,         , 0.25            ,OVER_TOL , -0.074          ,         , 1.2             ,OVER_TOL
Basic_MULADDSUB           , -0.11           ,         , -0.21           ,         , 0.016           ,         , 0.46            ,OVER_TOL
Basic_NESTED_INIT         , -0.017          ,         , 0.021           ,         , -0.051          ,         , 1.8             ,OVER_TOL
Basic_PI_ATOMIC           , -0.00039        ,         , 3.2             ,OVER_TOL , -0.17           ,         , 1.2             ,OVER_TOL
Basic_REDUCE3_INT         , 0.0074          ,         , 6.9             ,OVER_TOL , -0.16           ,         , 12              ,OVER_TOL
Basic_TRAP_INT            , 5e-05           ,         , 0.079           ,         , -0.1            ,         , 1.3             ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.0034         ,         , -0.091          ,         , -0.21           ,         , -0.28           ,        
Lcals_EOS                 , -0.088          ,         , -0.1            ,         , -0.0032         ,         , 1.6             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0035         ,         , -0.0036         ,         , -0.011          ,         , 0.34            ,OVER_TOL
Lcals_FIRST_MIN           , -3.7e-05        ,         , 2.8             ,OVER_TOL , -0.067          ,         , 2.5             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0036         ,         , -0.0035         ,         , -0.012          ,         , 0.35            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.02           ,         , -0.0045         ,         , -0.025          ,         , -0.006          ,        
Lcals_HYDRO_1D            , -0.0094         ,         , -0.013          ,         , 0.015           ,         , 1.1             ,OVER_TOL
Lcals_HYDRO_2D            , -0.02           ,         , 0.063           ,         , 0.037           ,         , 0.46            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0017         ,         , 0.031           ,         , 0.046           ,         , 0.037           ,        
Lcals_PLANCKIAN           , -0.18           ,         , -0.18           ,         , -0.055          ,         , 0.11            ,OVER_TOL
Lcals_TRIDIAG_ELIM        , 0.033           ,         , -0.0097         ,         , -0.041          ,         , 0.28            ,OVER_TOL
Stream_ADD                , -0.013          ,         , -0.04           ,         , -0.48           ,         , -0.7            ,        
Stream_COPY               , -0.0049         ,         , -0.0012         ,         , -0.054          ,         , 0.16            ,OVER_TOL
Stream_DOT                , -0.006          ,         , 1.2             ,OVER_TOL , -0.00041        ,         , 5.2             ,OVER_TOL
Stream_MUL                , -0.0099         ,         , -0.01           ,         , 0.005           ,         , 0.99            ,OVER_TOL
Stream_TRIAD              , -0.13           ,         , 0.023           ,         , 0.0097          ,         , 1               ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.27           ,         , -0.27           ,         , -0.48           ,         , -0.7            ,        
Col Max                   , 0.033           ,         , 6.9             ,         , 0.075           ,         , 12              ,        
Col Avg                   , -0.047          ,         , 0.51            ,         , -0.049          ,         , 1.5             ,        
Col Std Dev               , 0.0063          ,         , 2.2             ,         , 0.011           ,         , 6.5             ,        
