FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , -0.0039         ,         , 3               ,OVER_TOL , 0.082           ,         , 2.6             ,OVER_TOL
Basic_DAXPY               , -0.031          ,         , -0.027          ,         , -0.011          ,         , 0.91            ,OVER_TOL
Basic_IF_QUAD             , -0.028          ,         , 0.13            ,OVER_TOL , -0.00026        ,         , 0.64            ,OVER_TOL
Basic_INIT3               , -0.02           ,         , -0.18           ,         , -0.0073         ,         , 0.85            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0097         ,         , 0.24            ,OVER_TOL , -0.032          ,         , 0.88            ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.008          ,         , 0.26            ,OVER_TOL , -0.016          ,         , 1               ,OVER_TOL
Basic_MULADDSUB           , -0.043          ,         , -0.16           ,         , -0.0071         ,         , 0.83            ,OVER_TOL
Basic_NESTED_INIT         , -0.011          ,         , 0.089           ,         , 0.12            ,OVER_TOL , 0.68            ,OVER_TOL
Basic_REDUCE3_INT         , 0.018           ,         , 6.6             ,OVER_TOL , -0.074          ,         , 14              ,OVER_TOL
Basic_TRAP_INT            , 0.037           ,         , 0.031           ,         , 0.15            ,OVER_TOL , 3.8             ,OVER_TOL
Stream_ADD                , 0.036           ,         , 0.014           ,         , -0.00018        ,         , 0.28            ,OVER_TOL
Stream_COPY               , -0.005          ,         , -0.0023         ,         , -0.064          ,         , 0.2             ,OVER_TOL
Stream_DOT                , -0.00016        ,         , 1.2             ,OVER_TOL , 0.028           ,         , 5.4             ,OVER_TOL
Stream_MUL                , -0.01           ,         , -0.0061         ,         , 0.0064          ,         , 0.36            ,OVER_TOL
Stream_TRIAD              , -0.031          ,         , -0.0076         ,         , -0.0063         ,         , 0.32            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.043          ,         , -0.18           ,         , -0.074          ,         , 0.2             ,        
Col Max                   , 0.037           ,         , 6.6             ,         , 0.15            ,         , 14              ,        
Col Avg                   , -0.0073         ,         , 0.75            ,         , 0.011           ,         , 2.2             ,        
Col Std Dev               , 0.0005          ,         , 3.1             ,         , 0.0035          ,         , 12              ,        
