Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           , 0.024831 ,   0.024840 , 0.111354 ,    5.100994 ,      7.098078 ,   21.690618 ,      8.444331 ,        Not run
Basic_DAXPY               , 0.300786 ,   0.294130 , 0.294269 ,    0.240630 ,      0.236169 ,    0.453767 ,      0.222186 ,        Not run
Basic_IF_QUAD             , 1.421880 ,   1.425585 , 1.593861 ,    0.109091 ,      0.109107 ,    0.182290 ,      0.107656 ,        Not run
Basic_INIT3               , 1.052830 ,   1.035877 , 0.834929 ,    0.232291 ,      0.228384 ,    0.433109 ,      0.234875 ,        Not run
Basic_INIT_VIEW1D         , 0.861543 ,   0.853429 , 1.123351 ,    0.242807 ,      0.240190 ,    0.478135 ,      0.243749 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.860522 ,   0.853023 , 1.125206 ,    0.243004 ,      0.239113 ,    0.493503 ,      0.250014 ,        Not run
Basic_MULADDSUB           , 0.831029 ,   0.790405 , 0.581556 ,    0.163264 ,      0.164046 ,    0.303467 ,      0.164488 ,        Not run
Basic_NESTED_INIT         , 0.929477 ,   0.926549 , 0.978801 ,    0.109878 ,      0.111162 ,    0.115489 ,      0.031981 ,        Not run
Basic_REDUCE3_INT         , 0.016348 ,   0.016720 , 0.124578 ,    0.008586 ,      0.008751 ,    0.034923 ,      0.009181 ,        Not run
Basic_TRAP_INT            , 0.382488 ,   0.395918 , 0.394846 ,    0.200182 ,      0.200387 ,    0.326469 ,      0.110798 ,        Not run
Stream_ADD                , 1.010095 ,   1.008374 , 1.006461 ,    0.056687 ,      0.056463 ,    0.102157 ,      0.056169 ,        Not run
Stream_COPY               , 1.142404 ,   1.137890 , 1.144676 ,    0.088703 ,      0.087152 ,    0.157773 ,      0.087191 ,        Not run
Stream_DOT                , 1.309329 ,   1.271263 , 2.878667 ,    0.195472 ,      0.193854 ,    0.384060 ,      0.114613 ,        Not run
Stream_MUL                , 1.200264 ,   1.194724 , 1.194081 ,    0.098705 ,      0.097848 ,    0.174182 ,      0.095681 ,        Not run
Stream_TRIAD              , 1.026415 ,   1.013002 , 1.012635 ,    0.057941 ,      0.056851 ,    0.100736 ,      0.066369 ,        Not run
