FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.14           ,         , -0.14           ,         , -0.31           ,         , -0.081          ,        
Apps_ENERGY               , 0.018           ,         , 0.28            ,OVER_TOL , -0.17           ,         , -0.18           ,        
Apps_FIR                  , -0.27           ,         , -0.28           ,         , -0.054          ,         , 0.26            ,OVER_TOL
Apps_HALOEXCHANGE         , -0.001          ,         , 0.013           ,         , 0.0076          ,         , 1               ,OVER_TOL
Apps_LTIMES               , -0.094          ,         , 4.8             ,OVER_TOL , 0.0053          ,         , 5               ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.044           ,         , 0.027           ,         , 6.7             ,OVER_TOL
Apps_PRESSURE             , -0.052          ,         , -0.069          ,         , -0.38           ,         , 0.19            ,OVER_TOL
Apps_VOL3D                , -0.021          ,         , -0.036          ,         , -0.29           ,         , -0.21           ,        
Basic_DAXPY               , -0.012          ,         , -0.012          ,         , 0.0034          ,         , 0.83            ,OVER_TOL
Basic_IF_QUAD             , -0.011          ,         , -0.026          ,         , 0.055           ,         , 0.059           ,        
Basic_INIT3               , -0.0076         ,         , -0.16           ,         , -0.001          ,         , 0.52            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.006          ,         , -0.0078         ,         , 0.048           ,         , 1.4             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0074         ,         , 0.28            ,OVER_TOL , -0.016          ,         , 1.3             ,OVER_TOL
Basic_MULADDSUB           , -0.047          ,         , -0.16           ,         , 0.0053          ,         , 0.4             ,OVER_TOL
Basic_NESTED_INIT         , -0.019          ,         , 0.022           ,         , -0.0016         ,         , 1.7             ,OVER_TOL
Basic_PI_ATOMIC           , 0.0025          ,         , 3.2             ,OVER_TOL , 0.1             ,OVER_TOL , 1.2             ,OVER_TOL
Basic_REDUCE3_INT         , -0.021          ,         , 7               ,OVER_TOL , -0.083          ,         , 13              ,OVER_TOL
Basic_TRAP_INT            , -0.00059        ,         , 0.065           ,         , -0.051          ,         , 1.4             ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.00036        ,         , -0.097          ,         , -0.4            ,         , -0.34           ,        
Lcals_EOS                 , -0.0033         ,         , -0.0078         ,         , -0.0089         ,         , 1.5             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0032         ,         , -0.0033         ,         , -0.0069         ,         , 0.83            ,OVER_TOL
Lcals_FIRST_MIN           , -0.0033         ,         , 3               ,OVER_TOL , -0.047          ,         , 0.66            ,OVER_TOL
Lcals_FIRST_SUM           , -0.0037         ,         , -0.0034         ,         , -0.087          ,         , 0.67            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.015          ,         , -0.0037         ,         , 0.0092          ,         , 0.038           ,        
Lcals_HYDRO_1D            , -0.0042         ,         , -0.0057         ,         , -0.0028         ,         , 0.87            ,OVER_TOL
Lcals_HYDRO_2D            , -0.023          ,         , 0.079           ,         , 0.0042          ,         , 0.52            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0018         ,         , 0.04            ,         , 0.014           ,         , 0.82            ,OVER_TOL
Lcals_PLANCKIAN           , -0.18           ,         , -0.18           ,         , -0.019          ,         , 0.17            ,OVER_TOL
Lcals_TRIDIAG_ELIM        , -0.0048         ,         , -0.0054         ,         , -0.016          ,         , 0.79            ,OVER_TOL
Stream_ADD                , -0.037          ,         , -0.043          ,         , -0.0047         ,         , 0.84            ,OVER_TOL
Stream_COPY               , -0.0047         ,         , -0.0024         ,         , -0.1            ,         , 0.68            ,OVER_TOL
Stream_DOT                , -0.0022         ,         , 1.2             ,OVER_TOL , -0.02           ,         , 1               ,OVER_TOL
Stream_MUL                , -0.0099         ,         , -0.011          ,         , -0.0026         ,         , 0.83            ,OVER_TOL
Stream_TRIAD              , -0.014          ,         , -0.019          ,         , -0.0052         ,         , 0.81            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.27           ,         , -0.28           ,         , -0.4            ,         , -0.34           ,        
Col Max                   , 0.018           ,         , 7               ,         , 0.1             ,         , 13              ,        
Col Avg                   , -0.037          ,         , 0.55            ,         , -0.052          ,         , 1.3             ,        
Col Std Dev               , 0.0047          ,         , 2.4             ,         , 0.014           ,         , 5.8             ,        
