Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           ,    1.000 ,      1.191 ,    1.192 ,       1.187 ,         1.184 ,       1.182 ,         1.033 ,        Not run
Basic_DAXPY               ,    1.000 ,      1.001 ,    1.011 ,       0.989 ,         1.003 ,       1.020 ,         0.960 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      0.991 ,    1.002 ,       0.995 ,         0.993 ,       0.991 ,         0.832 ,        Not run
Basic_INIT3               ,    1.000 ,      0.989 ,    0.979 ,       0.973 ,         0.979 ,       0.994 ,         0.253 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.194 ,    1.190 ,       1.202 ,         1.205 ,       1.198 ,         0.372 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      3.537 ,    3.070 ,       3.553 ,         3.565 ,       3.549 ,         1.038 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      0.997 ,    0.985 ,       0.993 ,         0.991 ,       0.993 ,         0.314 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      0.992 ,    0.976 ,       0.993 ,         0.981 ,       0.975 ,         0.859 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      0.904 ,    0.979 ,       0.994 ,         0.988 ,       0.891 ,         0.891 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.093 ,    1.084 ,       1.081 ,         1.084 ,       1.096 ,         0.960 ,        Not run
