FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Algorithm_SORT            , 0               ,         , 0.011           ,         , 0               ,         , inf             ,OVER_TOL
Algorithm_SORTPAIRS       , 0               ,         , 2.3             ,OVER_TOL , 0               ,         , inf             ,OVER_TOL
Apps_DEL_DOT_VEC_2D       , -0.014          ,         , -0.01           ,         , -0.014          ,         , 0.15            ,OVER_TOL
Apps_ENERGY               , 0.01            ,         , -0.03           ,         , 0.028           ,         , 0.087           ,        
Apps_FIR                  , 0.21            ,OVER_TOL , 0.21            ,OVER_TOL , 0.016           ,         , 0.2             ,OVER_TOL
Apps_HALOEXCHANGE         , 0.0032          ,         , -0.0023         ,         , 0.00094         ,         , 0.97            ,OVER_TOL
Apps_LTIMES               , -0.25           ,         , 3.7             ,OVER_TOL , 0.0091          ,         , 6.1             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.046           ,         , 0.03            ,         , 8.3             ,OVER_TOL
Apps_PRESSURE             , -0.026          ,         , -0.027          ,         , 1               ,OVER_TOL , 0.52            ,OVER_TOL
Apps_VOL3D                , -0.023          ,         , -0.013          ,         , 0.0055          ,         , 0.033           ,        
Basic_DAXPY               , -0.022          ,         , -0.022          ,         , 0.0076          ,         , 0.99            ,OVER_TOL
Basic_IF_QUAD             , -0.0074         ,         , 0.002           ,         , -0.075          ,         , 0.085           ,        
Basic_INIT3               , -0.037          ,         , -0.14           ,         , -0.009          ,         , 0.44            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0057         ,         , -0.0072         ,         , 0.0062          ,         , 1.5             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0019         ,         , 0.26            ,OVER_TOL , 0.058           ,         , 1.4             ,OVER_TOL
Basic_MULADDSUB           , -0.037          ,         , -0.16           ,         , -0.00064        ,         , 0.36            ,OVER_TOL
Basic_NESTED_INIT         , -0.0045         ,         , 0.046           ,         , -0.052          ,         , 1.6             ,OVER_TOL
Basic_PI_ATOMIC           , -0.00098        ,         , 3.3             ,OVER_TOL , -0.08           ,         , 1.6             ,OVER_TOL
Basic_REDUCE3_INT         , -0.047          ,         , 7.2             ,OVER_TOL , 0.041           ,         , 19              ,OVER_TOL
Basic_TRAP_INT            , 0.0011          ,         , 0.069           ,         , -0.061          ,         , 1.7             ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.017          ,         , -0.1            ,         , 2               ,OVER_TOL , 0.1             ,OVER_TOL
Lcals_EOS                 , -0.014          ,         , -0.016          ,         , -0.032          ,         , 1.6             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0054         ,         , -0.0051         ,         , -0.003          ,         , 0.34            ,OVER_TOL
Lcals_FIRST_MIN           , 0.0047          ,         , 3               ,OVER_TOL , 0.24            ,OVER_TOL , 1.8             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0044         ,         , -0.0038         ,         , 0.041           ,         , 0.37            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.088          ,         , -0.089          ,         , -0.012          ,         , 0.0021          ,        
Lcals_HYDRO_1D            , -0.01           ,         , -0.011          ,         , -0.011          ,         , 1.3             ,OVER_TOL
Lcals_HYDRO_2D            , -0.045          ,         , 0.048           ,         , 0.023           ,         , 0.39            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0032         ,         , 0.035           ,         , 0.057           ,         , 0.045           ,        
Lcals_PLANCKIAN           , -0.15           ,         , -0.15           ,         , 0.012           ,         , 0.093           ,        
Lcals_TRIDIAG_ELIM        , -0.015          ,         , -0.015          ,         , 0.0023          ,         , 0.26            ,OVER_TOL
Stream_ADD                , -0.014          ,         , -0.013          ,         , -0.086          ,         , 0.16            ,OVER_TOL
Stream_COPY               , -0.0062         ,         , 0.0043          ,         , 0.13            ,OVER_TOL , 0.1             ,OVER_TOL
Stream_DOT                , -0.0099         ,         , 1.2             ,OVER_TOL , -0.0047         ,         , 6.2             ,OVER_TOL
Stream_MUL                , -0.0033         ,         , -0.003          ,         , -0.81           ,         , -0.47           ,        
Stream_TRIAD              , -0.0098         ,         , -0.01           ,         , 0.064           ,         , 1.2             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.25           ,         , -0.16           ,         , -0.81           ,         , -0.47           ,        
Col Max                   , 0.21            ,         , 7.2             ,         , 2               ,         , inf             ,        
Col Avg                   , -0.026          ,         , 0.57            ,         , 0.075           ,         , inf             ,        
Col Std Dev               , 0.0054          ,         , 2.2             ,         , 0.17            ,         , -nan            ,        
