Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 0.984053 ,   0.947669 , 0.948306 ,    0.079653 ,      0.080056 ,    0.096266 ,       Not run ,        Not run
Apps_ENERGY               , 1.518745 ,   1.560798 , 1.665494 ,    0.114681 ,      0.101108 ,    0.095987 ,       Not run ,        Not run
Apps_FIR                  , 0.816862 ,   0.628255 , 0.627304 ,    0.125606 ,      0.076446 ,    0.103469 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.039913 ,   0.039825 , 0.039978 ,    1.293380 ,      1.023835 ,    1.710048 ,       Not run ,        Not run
Apps_LTIMES               , 0.274373 ,   0.225893 , 1.441124 ,    0.023555 ,      0.012743 ,    0.066275 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.299974 ,   0.226062 , 0.312596 ,    0.011328 ,      0.011647 ,    0.105368 ,       Not run ,        Not run
Apps_PRESSURE             , 1.648776 ,   1.620643 , 1.621247 ,    0.057398 ,      0.056408 ,    0.104563 ,       Not run ,        Not run
Apps_VOL3D                , 1.601034 ,   1.567364 , 1.542591 ,    0.066980 ,      0.069075 ,    0.080465 ,       Not run ,        Not run
Basic_DAXPY               , 0.337751 ,   0.332235 , 0.331931 ,    0.027583 ,      0.027702 ,    0.051884 ,      0.037193 ,        Not run
Basic_IF_QUAD             , 1.488605 ,   1.463256 , 1.442009 ,    0.044416 ,      0.047258 ,    0.051997 ,      0.050334 ,        Not run
Basic_INIT3               , 1.230677 ,   1.206959 , 1.053098 ,    0.049624 ,      0.049324 ,    0.072352 ,      0.052797 ,        Not run
Basic_INIT_VIEW1D         , 0.880885 ,   0.873190 , 0.873443 ,    0.130497 ,      0.129089 ,    0.302312 ,      0.142875 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.998460 ,   0.873444 , 1.127929 ,    0.150946 ,      0.129146 ,    0.300273 ,      0.142048 ,        Not run
Basic_MULADDSUB           , 0.904507 ,   0.848351 , 0.747918 ,    0.037587 ,      0.037451 ,    0.051088 ,      0.040030 ,        Not run
Basic_NESTED_INIT         , 0.358877 ,   0.352685 , 0.369296 ,    0.051787 ,      0.051509 ,    0.141485 ,      0.063548 ,        Not run
Basic_PI_ATOMIC           , 0.041361 ,   0.041380 , 0.175369 ,    8.180880 ,      7.862600 ,   19.270604 ,      7.146174 ,        Not run
Basic_REDUCE3_INT         , 0.008384 ,   0.008367 , 0.067644 ,    0.000719 ,      0.000658 ,    0.009837 ,      0.002251 ,        Not run
Basic_TRAP_INT            , 0.092511 ,   0.092495 , 0.098969 ,    0.003222 ,      0.002846 ,    0.007728 ,      0.003108 ,        Not run
Lcals_DIFF_PREDICT        , 1.558064 ,   1.572362 , 1.408932 ,    0.038545 ,      0.035485 ,    0.036074 ,      0.039254 ,        Not run
Lcals_EOS                 , 0.739940 ,   0.714656 , 0.711006 ,    0.011742 ,      0.011347 ,    0.029239 ,      0.034221 ,        Not run
Lcals_FIRST_DIFF          , 1.333124 ,   1.328193 , 1.328084 ,    0.021717 ,      0.021573 ,    0.032045 ,      0.033392 ,        Not run
Lcals_FIRST_MIN           , 0.037779 ,   0.037748 , 0.148990 ,    0.003371 ,      0.002652 ,    0.012298 ,      0.002520 ,        Not run
Lcals_FIRST_SUM           , 1.334791 ,   1.328431 , 1.328198 ,    0.021779 ,      0.021702 ,    0.030830 ,      0.033409 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.701274 ,   1.681566 , 1.703912 ,    0.205408 ,      0.204335 ,    0.208615 ,      0.201207 ,        Not run
Lcals_HYDRO_1D            , 1.024899 ,   1.018135 , 1.018752 ,    0.013564 ,      0.013541 ,    0.028634 ,      0.019178 ,        Not run
Lcals_HYDRO_2D            , 1.206318 ,   1.188939 , 1.296089 ,    0.035226 ,      0.035435 ,    0.048298 ,      0.051640 ,        Not run
Lcals_INT_PREDICT         , 2.118643 ,   2.110636 , 2.190182 ,    0.062529 ,      0.063245 ,    0.064390 ,      0.067048 ,        Not run
Lcals_PLANCKIAN           , 0.410170 ,   0.353552 , 0.353835 ,    0.008679 ,      0.008606 ,    0.009764 ,      0.009544 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.416441 ,   1.406460 , 1.406376 ,    0.014397 ,      0.014751 ,    0.018542 ,      0.020683 ,        Not run
Stream_ADD                , 1.015670 ,   1.009649 , 1.010495 ,    0.012476 ,      0.012674 ,    0.016707 ,      0.018070 ,        Not run
Stream_COPY               , 1.160574 ,   1.154927 , 1.159704 ,    0.028582 ,      0.026021 ,    0.034202 ,      0.035801 ,        Not run
Stream_DOT                , 1.301565 ,   1.299085 , 2.880777 ,    0.030256 ,      0.032206 ,    0.194162 ,      0.038518 ,        Not run
Stream_MUL                , 1.205782 ,   1.198864 , 1.196870 ,    0.018798 ,      0.019098 ,    0.037538 ,      0.028835 ,        Not run
Stream_TRIAD              , 1.014911 ,   1.009843 , 1.006692 ,    0.012040 ,      0.011934 ,    0.024826 ,      0.032420 ,        Not run
