FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Algorithm_SORT            , 0               ,         , 0.015           ,         , 0               ,         , inf             ,OVER_TOL
Algorithm_SORTPAIRS       , 0               ,         , 2.5             ,OVER_TOL , 0               ,         , inf             ,OVER_TOL
Apps_DEL_DOT_VEC_2D       , 0.0026          ,         , 0.004           ,         , 0.0041          ,         , 0.092           ,        
Apps_ENERGY               , 0.027           ,         , -0.033          ,         , 0.042           ,         , 0.082           ,        
Apps_FIR                  , 0.19            ,OVER_TOL , 0.19            ,OVER_TOL , 0.01            ,         , -0.19           ,        
Apps_HALOEXCHANGE         , 0.002           ,         , -0.0021         ,         , 0.0013          ,         , 0.72            ,OVER_TOL
Apps_LTIMES               , -0.25           ,         , 3.7             ,OVER_TOL , 0.021           ,         , 7.5             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.042           ,         , 0.077           ,         , 8.8             ,OVER_TOL
Apps_PRESSURE             , -0.015          ,         , -0.02           ,         , 0.01            ,         , 1.3             ,OVER_TOL
Apps_VOL3D                , -0.023          ,         , -0.013          ,         , -0.00068        ,         , 0.089           ,        
Basic_DAXPY               , -0.017          ,         , -0.018          ,         , 0.0012          ,         , 1.5             ,OVER_TOL
Basic_IF_QUAD             , -0.028          ,         , -0.027          ,         , 0.071           ,         , 0.15            ,OVER_TOL
Basic_INIT3               , -0.029          ,         , -0.2            ,         , -0.032          ,         , 0.12            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0093         ,         , -0.0091         ,         , 0.077           ,         , 3               ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.017          ,         , 0.21            ,OVER_TOL , -0.11           ,         , 2.8             ,OVER_TOL
Basic_MULADDSUB           , -0.04           ,         , -0.18           ,         , 0.0045          ,         , 0.087           ,        
Basic_NESTED_INIT         , -0.02           ,         , 0.021           ,         , -0.14           ,         , 3.2             ,OVER_TOL
Basic_PI_ATOMIC           , -0.0019         ,         , 3.2             ,OVER_TOL , 0.21            ,OVER_TOL , 1.1             ,OVER_TOL
Basic_REDUCE3_INT         , -0.028          ,         , 7.1             ,OVER_TOL , -0.017          ,         , 16              ,OVER_TOL
Basic_TRAP_INT            , 8.2e-05         ,         , 0.071           ,         , -0.074          ,         , 1.6             ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.0033         ,         , -0.093          ,         , 0.37            ,OVER_TOL , 0.036           ,        
Lcals_EOS                 , -0.067          ,         , -0.083          ,         , 0.036           ,         , 1.7             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0062         ,         , -0.0034         ,         , 0.11            ,OVER_TOL , 0.34            ,OVER_TOL
Lcals_FIRST_MIN           , -0.0032         ,         , 3               ,OVER_TOL , -0.19           ,         , 1.2             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0085         ,         , -0.0081         ,         , 0.0032          ,         , 0.36            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.011          ,         , -0.0028         ,         , -0.0046         ,         , 0.019           ,        
Lcals_HYDRO_1D            , -0.011          ,         , -0.012          ,         , 0.004           ,         , 1               ,OVER_TOL
Lcals_HYDRO_2D            , -0.033          ,         , 0.067           ,         , -0.0071         ,         , 0.32            ,OVER_TOL
Lcals_INT_PREDICT         , -0.00034        ,         , 0.041           ,         , -0.2            ,         , -0.13           ,        
Lcals_PLANCKIAN           , -0.19           ,         , -0.19           ,         , -0.035          ,         , 0.081           ,        
Lcals_TRIDIAG_ELIM        , -0.012          ,         , -0.011          ,         , -0.015          ,         , 0.23            ,OVER_TOL
Stream_ADD                , -0.016          ,         , -0.018          ,         , -0.011          ,         , 0.28            ,OVER_TOL
Stream_COPY               , -0.0062         ,         , 0.00054         ,         , -0.12           ,         , 0.2             ,OVER_TOL
Stream_DOT                , -0.027          ,         , 1.2             ,OVER_TOL , -0.0049         ,         , 5.7             ,OVER_TOL
Stream_MUL                , -0.0061         ,         , -0.0048         ,         , -0.0037         ,         , 2.4             ,OVER_TOL
Stream_TRIAD              , -0.0086         ,         , -0.01           ,         , 0.033           ,         , 1.2             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.25           ,         , -0.2            ,         , -0.2            ,         , -0.19           ,        
Col Max                   , 0.19            ,         , 7.1             ,         , 0.37            ,         , inf             ,        
Col Avg                   , -0.027          ,         , 0.57            ,         , 0.0037          ,         , inf             ,        
Col Std Dev               , 0.0054          ,         , 2.2             ,         , 0.01            ,         , -nan            ,        
