Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 0.807654 ,   0.814603 , 0.813870 , 0.007630 ,   0.006231 , 0.031922 ,       Not run ,        Not run
Apps_ENERGY               , 1.120240 ,   1.200808 , 1.208095 , 0.043755 ,    Not run , 0.042991 ,       Not run ,        Not run
Apps_FIR                  , 0.990191 ,   0.953931 , 0.961361 , 0.008844 ,    Not run , 0.009169 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.015257 ,   0.013874 , 0.014182 , 0.042330 ,    Not run , 0.040708 ,       Not run ,        Not run
Apps_LTIMES               , 0.884350 ,   0.884996 , 0.887683 , 0.016290 ,   0.015294 , 0.017509 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.889364 ,   0.892501 , 0.892785 , 0.016348 ,   0.015302 , 0.017629 ,       Not run ,        Not run
Apps_PRESSURE             , 1.364133 ,   1.367071 , 1.366928 , 0.053792 ,    Not run , 0.055695 ,       Not run ,        Not run
Apps_VOL3D                , 1.178526 ,   1.185672 , 1.196294 , 0.009415 ,    Not run , 0.007803 ,       Not run ,        Not run
Basic_DAXPY               , 0.172335 ,   0.172316 , 0.172552 , 0.017846 ,   0.017750 , 0.018641 ,      0.053012 ,        Not run
Basic_IF_QUAD             , 1.740722 ,   1.737639 , 1.750758 , 0.013930 ,   0.012918 , 0.012550 ,      0.026287 ,        Not run
Basic_INIT3               , 0.752089 ,   0.750650 , 0.756513 , 0.032091 ,   0.030680 , 0.030166 ,      0.066381 ,        Not run
Basic_INIT_VIEW1D         , 1.531534 ,   1.532685 , 1.434758 , 0.039509 ,   0.033598 , 0.039177 ,      0.229515 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.498905 ,   1.499635 , 1.414918 , 0.034720 ,   0.033422 , 0.039671 ,      0.230293 ,        Not run
Basic_MULADDSUB           , 0.525569 ,   0.526203 , 0.533844 , 0.025173 ,   0.023026 , 0.023967 ,      0.047443 ,        Not run
Basic_NESTED_INIT         , 0.609612 ,   0.609862 , 0.612942 , 0.016155 ,   0.015787 , 0.015845 ,      0.110580 ,        Not run
Basic_PI_ATOMIC           , 0.075861 ,   0.075753 , 0.166939 , 698.287433 , 688.421210 , 722.109535 ,   1101.312229 ,        Not run
Basic_REDUCE3_INT         , 0.012532 ,   0.012562 , 0.011614 , 0.026025 ,    Not run , 0.009685 ,      0.011346 ,        Not run
Basic_TRAP_INT            , 0.206038 ,   0.205900 , 0.205974 , 0.094532 ,    Not run , 0.004368 ,      0.009661 ,        Not run
Lcals_DIFF_PREDICT        , 0.755471 ,   0.758683 , 0.759166 , 0.040359 ,    Not run , 0.038306 ,      0.072408 ,        Not run
Lcals_EOS                 , 0.665747 ,   0.666973 , 0.666595 , 0.024842 ,    Not run , 0.023484 ,      0.063613 ,        Not run
Lcals_FIRST_DIFF          , 0.761352 ,   0.759512 , 0.760809 , 0.052385 ,    Not run , 0.051459 ,      0.194714 ,        Not run
Lcals_FIRST_MIN           , 0.048192 ,   0.048840 , 0.048214 , 0.010779 ,    Not run , 0.012064 ,      0.019349 ,        Not run
Lcals_FIRST_SUM           , 0.818494 ,   0.817718 , 0.819721 , 0.052639 ,    Not run , 0.051536 ,      0.194712 ,        Not run
Lcals_GEN_LIN_RECUR       , 0.850520 ,   0.843119 , 0.848517 , 0.061902 ,    Not run , 0.058103 ,      0.131486 ,        Not run
Lcals_HYDRO_1D            , 0.833581 ,   0.833758 , 0.834653 , 0.040922 ,    Not run , 0.039573 ,      0.108950 ,        Not run
Lcals_HYDRO_2D            , 0.814721 ,   0.814055 , 0.816388 , 0.021235 ,    Not run , 0.021104 ,      0.050609 ,        Not run
Lcals_INT_PREDICT         , 1.216589 ,   1.219018 , 1.315003 , 0.049792 ,    Not run , 0.047023 ,      0.089426 ,        Not run
Lcals_PLANCKIAN           , 0.753205 ,   0.752195 , 0.745147 , 0.004085 ,    Not run , 0.003129 ,      0.008566 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.143605 ,   1.136543 , 1.137092 , 0.051376 ,    Not run , 0.050590 ,      0.119264 ,        Not run
Stream_ADD                , 0.766193 ,   0.763881 , 0.762752 , 0.035368 ,   0.033743 , 0.036543 ,      0.110947 ,        Not run
Stream_COPY               , 0.658061 ,   0.655816 , 0.655720 , 0.046597 ,   0.043740 , 0.047496 ,      0.174542 ,        Not run
Stream_DOT                , 1.857398 ,   1.851033 , 1.850346 , 3.724125 ,    Not run , 0.130038 ,      0.335324 ,        Not run
Stream_MUL                , 0.659740 ,   0.659687 , 0.659131 , 0.048807 ,   0.045069 , 0.047119 ,      0.178532 ,        Not run
Stream_TRIAD              , 0.805465 ,   0.802118 , 0.800479 , 0.036278 ,   0.033160 , 0.035239 ,      0.112955 ,        Not run
