FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_HIP      ,         , RAJA_HIP        ,        
Apps_DEL_DOT_VEC_2D       , 0.02            ,         , 0.0076          ,         , -0.18           ,         , 3.2             ,OVER_TOL
Apps_ENERGY               , 0.07            ,         , 0.08            ,         , 0               ,         , -0.0088         ,        
Apps_FIR                  , -0.037          ,         , -0.034          ,         , 0               ,         , -0.013          ,        
Apps_HALOEXCHANGE         , -0.01           ,         , -0.0092         ,         , 0               ,         , -0.011          ,        
Apps_LTIMES               , 0.00027         ,         , 0.0014          ,         , -0.069          ,         , 0.065           ,        
Apps_LTIMES_NOVIEW        , 0.0024          ,         , 0.0032          ,         , -0.061          ,         , 0.079           ,        
Apps_PRESSURE             , 0.0033          ,         , -8e-05          ,         , 0               ,         , -0.0028         ,        
Apps_VOL3D                , 0.00049         ,         , 0.0081          ,         , 0               ,         , -0.17           ,        
Basic_DAXPY               , -0.0019         ,         , -0.00044        ,         , -0.047          ,         , 0.012           ,        
Basic_IF_QUAD             , 0.011           ,         , 0.0021          ,         , -0.059          ,         , -0.033          ,        
Basic_INIT3               , 0.0012          ,         , 0.0042          ,         , -0.069          ,         , -0.05           ,        
Basic_INIT_VIEW1D         , 0.00053         ,         , -0.073          ,         , -0.15           ,         , -0.055          ,        
Basic_INIT_VIEW1D_OFFSET  , 0.00067         ,         , -0.06           ,         , -0.059          ,         , 0.06            ,        
Basic_MULADDSUB           , 0.011           ,         , 0.013           ,         , -0.11           ,         , -0.076          ,        
Basic_NESTED_INIT         , -0.00019        ,         , 0.0079          ,         , -0.025          ,         , -0.022          ,        
Basic_PI_ATOMIC           , -0.0029         ,         , 1.2             ,OVER_TOL , -0.055          ,         , 0.0026          ,        
Basic_REDUCE3_INT         , -0.0014         ,         , -0.077          ,         , 0               ,         , -0.63           ,        
Basic_TRAP_INT            , -0.0078         ,         , -0.02           ,         , 0               ,         , -0.96           ,        
Lcals_DIFF_PREDICT        , -0.011          ,         , -0.021          ,         , 0               ,         , -0.052          ,        
Lcals_EOS                 , -0.0045         ,         , -0.01           ,         , 0               ,         , -0.075          ,        
Lcals_FIRST_DIFF          , -0.005          ,         , -0.0025         ,         , 0               ,         , -0.041          ,        
Lcals_FIRST_MIN           , 0.016           ,         , -0.00033        ,         , 0               ,         , 0.21            ,OVER_TOL
Lcals_FIRST_SUM           , -0.002          ,         , -0.00086        ,         , 0               ,         , -0.026          ,        
Lcals_GEN_LIN_RECUR       , 0.0084          ,         , 0.0019          ,         , 0               ,         , -0.078          ,        
Lcals_HYDRO_1D            , -0.0036         ,         , -0.0016         ,         , 0               ,         , -0.061          ,        
Lcals_HYDRO_2D            , 0.0042          ,         , 0.0029          ,         , 0               ,         , -0.11           ,        
Lcals_INT_PREDICT         , 0.0025          ,         , 0.074           ,         , 0               ,         , -0.051          ,        
Lcals_PLANCKIAN           , -0.00046        ,         , -0.0095         ,         , 0               ,         , -0.3            ,        
Lcals_TRIDIAG_ELIM        , 0.005           ,         , 0.00057         ,         , 0               ,         , -0.045          ,        
Stream_ADD                , 0.00027         ,         , 0.0013          ,         , -0.045          ,         , -0.0025         ,        
Stream_COPY               , -0.021          ,         , -0.0027         ,         , -0.074          ,         , -0.017          ,        
Stream_DOT                , -0.0064         ,         , -0.0055         ,         , 0               ,         , -0.96           ,        
Stream_MUL                , -0.015          ,         , -0.00034        ,         , -0.1            ,         , -0.053          ,        
Stream_TRIAD              , 0.038           ,         , 0.0015          ,         , -0.068          ,         , -0.047          ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.037          ,         , -0.077          ,         , -0.18           ,         , -0.96           ,        
Col Max                   , 0.07            ,         , 1.2             ,         , -0.025          ,         , 3.2             ,        
Col Avg                   , 0.0019          ,         , 0.032           ,         , -0.078          ,         , -0.01           ,        
Col Std Dev               , 0.00028         ,         , 0.042           ,         , 0.0016          ,         , 0.37            ,        
