Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 0.798181 ,   0.809133 , 0.806178 , 0.007441 ,   0.006217 , 0.031854 ,       Not run ,        Not run
Apps_ENERGY               , 1.116759 ,   1.196717 , 1.197879 , 0.043472 ,    Not run , 0.042338 ,       Not run ,        Not run
Apps_FIR                  , 0.974160 ,   0.938540 , 0.937327 , 0.009113 ,    Not run , 0.009102 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.013881 ,   0.013870 , 0.013954 , 0.031108 ,    Not run , 0.040381 ,       Not run ,        Not run
Apps_LTIMES               , 0.872097 ,   0.871924 , 0.873956 , 0.016967 ,   0.015313 , 0.017528 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.872750 ,   0.876613 , 0.874099 , 0.016432 ,   0.015328 , 0.017659 ,       Not run ,        Not run
Apps_PRESSURE             , 1.562654 ,   1.567940 , 1.560913 , 0.053931 ,    Not run , 0.054804 ,       Not run ,        Not run
Apps_VOL3D                , 1.169592 ,   1.172363 , 1.181472 , 0.009351 ,    Not run , 0.007784 ,       Not run ,        Not run
Basic_DAXPY               , 0.194945 ,   0.197002 , 0.195489 , 0.016487 ,   0.016618 , 0.018062 ,      0.053690 ,        Not run
Basic_IF_QUAD             , 1.729974 ,   1.720411 , 1.721051 , 0.014384 ,   0.013214 , 0.012366 ,      0.027276 ,        Not run
Basic_INIT3               , 0.782609 ,   0.773892 , 0.775537 , 0.033118 ,   0.031333 , 0.031318 ,      0.069123 ,        Not run
Basic_INIT_VIEW1D         , 1.513095 ,   1.501757 , 1.408493 , 0.031263 ,   0.026207 , 0.036826 ,      0.240532 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.501440 ,   1.501257 , 1.409298 , 0.027305 ,   0.026016 , 0.037428 ,      0.241185 ,        Not run
Basic_MULADDSUB           , 0.529376 ,   0.525170 , 0.533264 , 0.024783 ,   0.021422 , 0.023705 ,      0.049831 ,        Not run
Basic_NESTED_INIT         , 0.603623 ,   0.603497 , 0.607431 , 0.016272 ,   0.015625 , 0.015944 ,      0.110449 ,        Not run
Basic_PI_ATOMIC           , 0.074899 ,   0.074778 , 0.165378 , 757.334201 , 687.258968 , 722.194132 ,   1110.435381 ,        Not run
Basic_REDUCE3_INT         , 0.012828 ,   0.012809 , 0.011786 , 0.013379 ,    Not run , 0.010972 ,      0.011617 ,        Not run
Basic_TRAP_INT            , 0.207230 ,   0.207542 , 0.208210 , 0.093693 ,    Not run , 0.003774 ,      0.010682 ,        Not run
Lcals_DIFF_PREDICT        , 0.762006 ,   0.765657 , 0.757161 , 0.039960 ,    Not run , 0.038295 ,      0.072862 ,        Not run
Lcals_EOS                 , 0.672498 ,   0.667901 , 0.663813 , 0.023587 ,    Not run , 0.023491 ,      0.063598 ,        Not run
Lcals_FIRST_DIFF          , 0.794154 ,   0.791754 , 0.792576 , 0.050355 ,    Not run , 0.051425 ,      0.193958 ,        Not run
Lcals_FIRST_MIN           , 0.048657 ,   0.048162 , 0.049045 , 0.009563 ,    Not run , 0.011812 ,      0.022054 ,        Not run
Lcals_FIRST_SUM           , 0.835927 ,   0.834111 , 0.834018 , 0.050929 ,    Not run , 0.050251 ,      0.195600 ,        Not run
Lcals_GEN_LIN_RECUR       , 0.848565 ,   0.850691 , 0.847320 , 0.060025 ,    Not run , 0.056922 ,      0.132587 ,        Not run
Lcals_HYDRO_1D            , 0.814238 ,   0.814925 , 0.814531 , 0.032515 ,    Not run , 0.038994 ,      0.109525 ,        Not run
Lcals_HYDRO_2D            , 0.817508 ,   0.818705 , 0.814774 , 0.021192 ,    Not run , 0.021043 ,      0.049491 ,        Not run
Lcals_INT_PREDICT         , 1.223444 ,   1.221723 , 1.310693 , 0.048555 ,    Not run , 0.045699 ,      0.088855 ,        Not run
Lcals_PLANCKIAN           , 0.763354 ,   0.764112 , 0.756314 , 0.003867 ,    Not run , 0.003183 ,      0.008247 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.141899 ,   1.140243 , 1.139589 , 0.049413 ,    Not run , 0.049086 ,      0.117125 ,        Not run
Stream_ADD                , 0.812067 ,   0.810641 , 0.812243 , 0.033906 ,   0.032548 , 0.036251 ,      0.113011 ,        Not run
Stream_COPY               , 0.642348 ,   0.642161 , 0.638607 , 0.046645 ,   0.041386 , 0.046761 ,      0.174357 ,        Not run
Stream_DOT                , 1.866197 ,   1.872569 , 1.879121 , 3.723226 ,    Not run , 0.123969 ,      0.379892 ,        Not run
Stream_MUL                , 0.638145 ,   0.642555 , 0.637677 , 0.045333 ,   0.042032 , 0.046296 ,      0.176803 ,        Not run
Stream_TRIAD              , 0.788784 ,   0.787528 , 0.787680 , 0.033183 ,   0.031223 , 0.034474 ,      0.112373 ,        Not run
