FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_HIP      ,         , RAJA_HIP        ,        
Apps_DEL_DOT_VEC_2D       , 0.0027          ,         , 0.0071          ,         , -0.19           ,         , 3.2             ,OVER_TOL
Apps_ENERGY               , 0.067           ,         , 0.076           ,         , 0               ,         , -0.0098         ,        
Apps_FIR                  , -0.04           ,         , -0.037          ,         , 0               ,         , 0.011           ,        
Apps_HALOEXCHANGE         , -0.36           ,         , -0.35           ,         , 0               ,         , -0.057          ,        
Apps_LTIMES               , -0.00025        ,         , 0.0013          ,         , -0.095          ,         , 0.036           ,        
Apps_LTIMES_NOVIEW        , 0.0038          ,         , 0.0026          ,         , -0.064          ,         , 0.077           ,        
Apps_PRESSURE             , -0.0036         ,         , -0.0083         ,         , 0               ,         , -0.031          ,        
Apps_VOL3D                , -0.0007         ,         , 0.038           ,         , 0               ,         , -0.16           ,        
Basic_DAXPY               , 0.017           ,         , 0.015           ,         , -0.019          ,         , -0.098          ,        
Basic_IF_QUAD             , -0.00036        ,         , 0.0012          ,         , -0.019          ,         , 0.033           ,        
Basic_INIT3               , -0.001          ,         , 0.0037          ,         , -0.045          ,         , -0.066          ,        
Basic_INIT_VIEW1D         , 0.00073         ,         , -0.07           ,         , -0.16           ,         , -0.028          ,        
Basic_INIT_VIEW1D_OFFSET  , -0.0019         ,         , -0.063          ,         , -0.061          ,         , 0.31            ,OVER_TOL
Basic_MULADDSUB           , -0.015          ,         , -0.0011         ,         , -0.033          ,         , -0.011          ,        
Basic_NESTED_INIT         , 0.00022         ,         , 0.0064          ,         , -0.039          ,         , -0.0082         ,        
Basic_PI_ATOMIC           , -0.00045        ,         , 1.2             ,OVER_TOL , -0.019          ,         , -0.054          ,        
Basic_REDUCE3_INT         , 0.00081         ,         , -0.076          ,         , 0               ,         , -0.36           ,        
Basic_TRAP_INT            , 0.0017          ,         , -0.00062        ,         , 0               ,         , -0.95           ,        
Lcals_DIFF_PREDICT        , -0.0029         ,         , 0.0053          ,         , 0               ,         , -0.054          ,        
Lcals_EOS                 , 0.00071         ,         , -0.0026         ,         , 0               ,         , -0.038          ,        
Lcals_FIRST_DIFF          , -0.00074        ,         , 0.00014         ,         , 0               ,         , -0.065          ,        
Lcals_FIRST_MIN           , -0.0046         ,         , 0.016           ,         , 0               ,         , 0.19            ,OVER_TOL
Lcals_FIRST_SUM           , -0.003          ,         , -0.0012         ,         , 0               ,         , -0.024          ,        
Lcals_GEN_LIN_RECUR       , -0.0023         ,         , -0.0074         ,         , 0               ,         , -0.065          ,        
Lcals_HYDRO_1D            , -0.00036        ,         , -0.0019         ,         , 0               ,         , -0.041          ,        
Lcals_HYDRO_2D            , 0.0012          ,         , -0.00077        ,         , 0               ,         , -0.023          ,        
Lcals_INT_PREDICT         , 0.0016          ,         , 0.09            ,         , 0               ,         , -0.075          ,        
Lcals_PLANCKIAN           , -0.00068        ,         , -0.01           ,         , 0               ,         , -0.24           ,        
Lcals_TRIDIAG_ELIM        , 0.0055          ,         , 0.0023          ,         , 0               ,         , 0.022           ,        
Stream_ADD                , 0.013           ,         , -0.002          ,         , -0.057          ,         , -0.01           ,        
Stream_COPY               , 0.0044          ,         , -0.0025         ,         , -0.042          ,         , -0.02           ,        
Stream_DOT                , -0.0013         ,         , -0.0013         ,         , 0               ,         , -0.97           ,        
Stream_MUL                , 0.007           ,         , -0.0013         ,         , -0.061          ,         , -0.0042         ,        
Stream_TRIAD              , 0.00039         ,         , -0.0014         ,         , -0.07           ,         , -0.012          ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.36           ,         , -0.35           ,         , -0.19           ,         , -0.97           ,        
Col Max                   , 0.067           ,         , 1.2             ,         , -0.019          ,         , 3.2             ,        
Col Avg                   , -0.0091         ,         , 0.024           ,         , -0.065          ,         , 0.012           ,        
Col Std Dev               , 0.0039          ,         , 0.046           ,         , 0.0023          ,         , 0.37            ,        
