Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 0.801937 ,   0.817287 , 0.810424 , 0.007607 ,   0.006242 , 0.032018 ,       Not run ,        Not run
Apps_ENERGY               , 1.116537 ,   1.193392 , 1.203669 , 0.043776 ,    Not run , 0.042434 ,       Not run ,        Not run
Apps_FIR                  , 0.977205 ,   0.941099 , 0.941930 , 0.008956 ,    Not run , 0.008984 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.013861 ,   0.013618 , 0.014872 , 0.030584 ,    Not run , 0.039959 ,       Not run ,        Not run
Apps_LTIMES               , 0.873629 ,   0.873170 , 0.875569 , 0.016358 ,   0.015318 , 0.017495 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.874794 ,   0.879263 , 0.879341 , 0.016288 ,   0.015295 , 0.017635 ,       Not run ,        Not run
Apps_PRESSURE             , 1.349990 ,   1.349350 , 1.358402 , 0.054160 ,    Not run , 0.055252 ,       Not run ,        Not run
Apps_VOL3D                , 1.165249 ,   1.168434 , 1.181395 , 0.009269 ,    Not run , 0.007739 ,       Not run ,        Not run
Basic_DAXPY               , 0.155182 ,   0.154962 , 0.155244 , 0.017347 ,   0.017721 , 0.018192 ,      0.052800 ,        Not run
Basic_IF_QUAD             , 1.731756 ,   1.730630 , 1.727568 , 0.013437 ,   0.012591 , 0.012609 ,      0.026517 ,        Not run
Basic_INIT3               , 0.760241 ,   0.759862 , 0.764697 , 0.032516 ,   0.030391 , 0.030529 ,      0.066283 ,        Not run
Basic_INIT_VIEW1D         , 1.534519 ,   1.534686 , 1.426787 , 0.038967 ,   0.036147 , 0.036214 ,      0.215130 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.541121 ,   1.537493 , 1.421188 , 0.033702 ,   0.032489 , 0.038253 ,      0.212186 ,        Not run
Basic_MULADDSUB           , 0.531686 ,   0.534951 , 0.533414 , 0.024919 ,   0.022534 , 0.024125 ,      0.045606 ,        Not run
Basic_NESTED_INIT         , 0.608828 ,   0.608139 , 0.612023 , 0.015923 ,   0.015694 , 0.015825 ,      0.104590 ,        Not run
Basic_PI_ATOMIC           , 0.075466 ,   0.075341 , 0.165823 , 703.952853 , 695.062280 , 693.621520 ,   1109.906657 ,        Not run
Basic_REDUCE3_INT         , 0.012610 ,   0.012559 , 0.011597 , 0.024459 ,    Not run , 0.009318 ,      0.011274 ,        Not run
Basic_TRAP_INT            , 0.205877 ,   0.205849 , 0.205825 , 0.095466 ,    Not run , 0.004106 ,      0.009267 ,        Not run
Lcals_DIFF_PREDICT        , 0.761738 ,   0.756942 , 0.754401 , 0.040547 ,    Not run , 0.038193 ,      0.073025 ,        Not run
Lcals_EOS                 , 0.666437 ,   0.666747 , 0.668265 , 0.025240 ,    Not run , 0.023568 ,      0.063936 ,        Not run
Lcals_FIRST_DIFF          , 0.743749 ,   0.742603 , 0.744979 , 0.053623 ,    Not run , 0.049586 ,      0.195064 ,        Not run
Lcals_FIRST_MIN           , 0.048600 ,   0.048105 , 0.048916 , 0.010272 ,    Not run , 0.012286 ,      0.019677 ,        Not run
Lcals_FIRST_SUM           , 0.768157 ,   0.765504 , 0.766452 , 0.052924 ,    Not run , 0.050608 ,      0.195441 ,        Not run
Lcals_GEN_LIN_RECUR       , 0.846612 ,   0.850791 , 0.852464 , 0.061781 ,    Not run , 0.056910 ,      0.132776 ,        Not run
Lcals_HYDRO_1D            , 0.829775 ,   0.834448 , 0.827868 , 0.040278 ,    Not run , 0.039917 ,      0.109270 ,        Not run
Lcals_HYDRO_2D            , 0.815159 ,   0.816523 , 0.813054 , 0.021374 ,    Not run , 0.021119 ,      0.050738 ,        Not run
Lcals_INT_PREDICT         , 1.230980 ,   1.216223 , 1.311608 , 0.049587 ,    Not run , 0.046698 ,      0.089519 ,        Not run
Lcals_PLANCKIAN           , 0.752483 ,   0.751519 , 0.744291 , 0.004077 ,    Not run , 0.003070 ,      0.008720 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.119159 ,   1.132363 , 1.125910 , 0.050921 ,    Not run , 0.050097 ,      0.118424 ,        Not run
Stream_ADD                , 0.770525 ,   0.770461 , 0.771061 , 0.035945 ,   0.035340 , 0.035863 ,      0.111563 ,        Not run
Stream_COPY               , 0.591655 ,   0.591676 , 0.593277 , 0.048398 ,   0.045560 , 0.047339 ,      0.175750 ,        Not run
Stream_DOT                , 1.856555 ,   1.856894 , 1.853645 , 3.726121 ,    Not run , 0.131393 ,      0.335706 ,        Not run
Stream_MUL                , 0.567091 ,   0.567031 , 0.568285 , 0.048140 ,   0.045693 , 0.046567 ,      0.177456 ,        Not run
Stream_TRIAD              , 0.782033 ,   0.781382 , 0.780980 , 0.037118 ,   0.032903 , 0.034631 ,      0.113316 ,        Not run
