Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       ,    1.000 ,      0.980 ,    0.988 ,  105.381 ,    128.122 ,   25.064 ,       Not run ,        Not run
Apps_ENERGY               ,    1.000 ,      0.935 ,    0.933 ,   25.622 ,    Not run ,   25.533 ,       Not run ,        Not run
Apps_FIR                  ,    1.000 ,      1.036 ,    1.033 ,  105.648 ,    Not run ,  109.396 ,       Not run ,        Not run
Apps_HALOEXCHANGE         ,    1.000 ,      1.055 ,    1.031 ,    0.488 ,    Not run ,    0.371 ,       Not run ,        Not run
Apps_LTIMES               ,    1.000 ,      1.002 ,    1.001 ,   51.615 ,     57.240 ,   50.140 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        ,    1.000 ,      0.995 ,    0.997 ,   53.275 ,     56.999 ,   49.490 ,       Not run ,        Not run
Apps_PRESSURE             ,    1.000 ,      0.991 ,    0.994 ,   24.381 ,    Not run ,   24.935 ,       Not run ,        Not run
Apps_VOL3D                ,    1.000 ,      0.999 ,    0.988 ,  124.250 ,    Not run ,  147.392 ,       Not run ,        Not run
Basic_DAXPY               ,    1.000 ,      0.998 ,    1.010 ,   10.683 ,     10.676 ,   10.285 ,         3.306 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      1.021 ,    1.018 ,  127.338 ,    137.007 ,  142.277 ,        64.038 ,        Not run
Basic_INIT3               ,    1.000 ,      1.005 ,    0.995 ,   24.755 ,     25.137 ,   25.016 ,        11.079 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.012 ,    1.084 ,   38.682 ,     45.299 ,   39.589 ,         6.209 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.015 ,    1.081 ,   43.719 ,     45.276 ,   39.313 ,         6.145 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.026 ,    1.014 ,   21.244 ,     23.714 ,   23.265 ,        10.907 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      1.011 ,    1.007 ,   37.388 ,     38.754 ,   37.986 ,         5.289 ,        Not run
Basic_PI_ATOMIC           ,    1.000 ,      1.003 ,    0.455 ,    0.000 ,      0.000 ,    0.000 ,         0.000 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.006 ,    1.078 ,    1.011 ,    Not run ,    1.147 ,         1.126 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.000 ,    0.997 ,    2.211 ,    Not run ,   52.686 ,        20.122 ,        Not run
Lcals_DIFF_PREDICT        ,    1.000 ,      1.002 ,    1.011 ,   18.952 ,    Not run ,   20.008 ,        11.999 ,        Not run
Lcals_EOS                 ,    1.000 ,      1.009 ,    1.006 ,   28.199 ,    Not run ,   28.058 ,        10.456 ,        Not run
Lcals_FIRST_DIFF          ,    1.000 ,      1.000 ,    1.001 ,   14.231 ,    Not run ,   14.543 ,         3.810 ,        Not run
Lcals_FIRST_MIN           ,    1.000 ,      1.015 ,    0.988 ,    5.088 ,    Not run ,    4.248 ,         2.217 ,        Not run
Lcals_FIRST_SUM           ,    1.000 ,      1.006 ,    1.007 ,   15.103 ,    Not run ,   15.298 ,         3.987 ,        Not run
Lcals_GEN_LIN_RECUR       ,    1.000 ,      0.992 ,    0.993 ,   13.769 ,    Not run ,   14.057 ,         6.556 ,        Not run
Lcals_HYDRO_1D            ,    1.000 ,      0.999 ,    1.000 ,   23.335 ,    Not run ,   20.477 ,         7.265 ,        Not run
Lcals_HYDRO_2D            ,    1.000 ,      1.000 ,    1.001 ,   38.772 ,    Not run ,   39.151 ,        16.340 ,        Not run
Lcals_INT_PREDICT         ,    1.000 ,      0.983 ,    0.913 ,   23.990 ,    Not run ,   25.708 ,        16.038 ,        Not run
Lcals_PLANCKIAN           ,    1.000 ,      1.000 ,    1.010 ,  167.582 ,    Not run ,  247.201 ,        91.094 ,        Not run
Lcals_TRIDIAG_ELIM        ,    1.000 ,      1.025 ,    1.001 ,   36.096 ,    Not run ,   38.613 ,        17.524 ,        Not run
Stream_ADD                ,    1.000 ,      1.001 ,    1.000 ,   22.210 ,     23.731 ,   22.403 ,         7.921 ,        Not run
Stream_COPY               ,    1.000 ,      1.003 ,    1.000 ,   13.065 ,     14.435 ,   13.015 ,         3.868 ,        Not run
Stream_DOT                ,    1.000 ,      0.999 ,    1.000 ,    0.506 ,    Not run ,   14.234 ,         4.892 ,        Not run
Stream_MUL                ,    1.000 ,      1.001 ,    1.001 ,   14.632 ,     16.338 ,   15.525 ,         4.415 ,        Not run
Stream_TRIAD              ,    1.000 ,      1.424 ,    1.456 ,   34.736 ,     38.016 ,   34.909 ,        11.211 ,        Not run
