Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 0.807324 ,   0.815228 , 0.813031 , 0.007604 ,   0.006237 , 0.032043 ,       Not run ,        Not run
Apps_ENERGY               , 1.117229 ,   1.194804 , 1.201585 , 0.044605 ,    Not run , 0.043320 ,       Not run ,        Not run
Apps_FIR                  , 0.985983 ,   0.944998 , 0.945297 , 0.008654 ,    Not run , 0.008517 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.015806 ,   0.014024 , 0.014379 , 0.047241 ,    Not run , 0.040395 ,       Not run ,        Not run
Apps_LTIMES               , 0.881083 ,   0.878579 , 0.881259 , 0.016333 ,   0.015321 , 0.017493 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.879628 ,   0.880590 , 0.880567 , 0.016354 ,   0.015298 , 0.017606 ,       Not run ,        Not run
Apps_PRESSURE             , 1.370000 ,   1.377391 , 1.378328 , 0.054523 ,    Not run , 0.054401 ,       Not run ,        Not run
Apps_VOL3D                , 1.171540 ,   1.168213 , 1.179389 , 0.009282 ,    Not run , 0.007800 ,       Not run ,        Not run
Basic_DAXPY               , 0.191269 ,   0.190735 , 0.190061 , 0.017863 ,   0.017778 , 0.017500 ,      0.053441 ,        Not run
Basic_IF_QUAD             , 1.729246 ,   1.720940 , 1.745728 , 0.013120 ,   0.012262 , 0.012433 ,      0.026500 ,        Not run
Basic_INIT3               , 0.771197 ,   0.767008 , 0.768535 , 0.032336 ,   0.030338 , 0.031183 ,      0.066935 ,        Not run
Basic_INIT_VIEW1D         , 1.525386 ,   1.524868 , 1.435226 , 0.039507 ,   0.032379 , 0.036697 ,      0.205839 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.506396 ,   1.507537 , 1.416020 , 0.034308 ,   0.033289 , 0.037456 ,      0.204702 ,        Not run
Basic_MULADDSUB           , 0.524555 ,   0.526994 , 0.536743 , 0.024639 ,   0.021859 , 0.023811 ,      0.048502 ,        Not run
Basic_NESTED_INIT         , 0.618632 ,   0.619194 , 0.622560 , 0.016199 ,   0.015647 , 0.015913 ,      0.112130 ,        Not run
Basic_PI_ATOMIC           , 0.076377 ,   0.076074 , 0.168972 , 722.215182 , 684.604795 , 703.966515 ,   1151.381719 ,        Not run
Basic_REDUCE3_INT         , 0.012549 ,   0.012560 , 0.011601 , 0.010340 ,    Not run , 0.010880 ,      0.013119 ,        Not run
Basic_TRAP_INT            , 0.207340 ,   0.207671 , 0.207312 , 0.094736 ,    Not run , 0.003736 ,      0.010044 ,        Not run
Lcals_DIFF_PREDICT        , 0.755667 ,   0.753342 , 0.755945 , 0.040182 ,    Not run , 0.038195 ,      0.065481 ,        Not run
Lcals_EOS                 , 0.674703 ,   0.923290 , 0.664199 , 0.024468 ,    Not run , 0.023579 ,      0.063730 ,        Not run
Lcals_FIRST_DIFF          , 0.799366 ,   0.798922 , 0.798453 , 0.052977 ,    Not run , 0.049095 ,      0.195992 ,        Not run
Lcals_FIRST_MIN           , 0.049589 ,   0.049233 , 0.050051 , 0.009856 ,    Not run , 0.010862 ,      0.022409 ,        Not run
Lcals_FIRST_SUM           , 0.810343 ,   0.808004 , 0.808251 , 0.052912 ,    Not run , 0.049706 ,      0.197209 ,        Not run
Lcals_GEN_LIN_RECUR       , 0.847606 ,   0.848937 , 0.848174 , 0.059648 ,    Not run , 0.057409 ,      0.129009 ,        Not run
Lcals_HYDRO_1D            , 0.819190 ,   0.819346 , 0.817385 , 0.033235 ,    Not run , 0.039806 ,      0.110231 ,        Not run
Lcals_HYDRO_2D            , 0.829342 ,   0.829799 , 0.825292 , 0.021286 ,    Not run , 0.021031 ,      0.049654 ,        Not run
Lcals_INT_PREDICT         , 1.217543 ,   1.218297 , 1.284061 , 0.048195 ,    Not run , 0.045829 ,      0.081478 ,        Not run
Lcals_PLANCKIAN           , 0.767874 ,   0.762101 , 0.749089 , 0.004155 ,    Not run , 0.002980 ,      0.007574 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.124554 ,   1.119331 , 1.125885 , 0.050022 ,    Not run , 0.050043 ,      0.108843 ,        Not run
Stream_ADD                , 0.783558 ,   0.756893 , 0.777941 , 0.034887 ,   0.034204 , 0.035557 ,      0.101092 ,        Not run
Stream_COPY               , 0.601268 ,   0.593972 , 0.598050 , 0.048048 ,   0.044661 , 0.046591 ,      0.158114 ,        Not run
Stream_DOT                , 1.858937 ,   1.850925 , 1.852868 , 3.726475 ,    Not run , 0.124613 ,      0.387774 ,        Not run
Stream_MUL                , 1.088338 ,   1.056688 , 1.052199 , 0.046872 ,   0.044337 , 0.048163 ,      0.172193 ,        Not run
Stream_TRIAD              , 0.770646 ,   0.779294 , 0.769291 , 0.036673 ,   0.033475 , 0.034690 ,      0.109915 ,        Not run
