Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       ,    1.000 ,      0.979 ,    0.986 ,  104.996 ,    128.089 ,   25.020 ,       Not run ,        Not run
Apps_ENERGY               ,    1.000 ,      0.932 ,    0.919 ,   25.022 ,    Not run ,   25.725 ,       Not run ,        Not run
Apps_FIR                  ,    1.000 ,      1.039 ,    1.040 ,  108.203 ,    Not run ,  111.015 ,       Not run ,        Not run
Apps_HALOEXCHANGE         ,    1.000 ,      1.005 ,    0.988 ,    0.346 ,    Not run ,    0.345 ,       Not run ,        Not run
Apps_LTIMES               ,    1.000 ,      1.001 ,    0.999 ,   53.952 ,     57.504 ,   50.223 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        ,    1.000 ,      0.997 ,    0.998 ,   53.546 ,     57.520 ,   49.908 ,       Not run ,        Not run
Apps_PRESSURE             ,    1.000 ,      0.994 ,    0.997 ,   24.616 ,    Not run ,   25.268 ,       Not run ,        Not run
Apps_VOL3D                ,    1.000 ,      1.000 ,    0.991 ,  124.273 ,    Not run ,  150.617 ,       Not run ,        Not run
Basic_DAXPY               ,    1.000 ,      1.000 ,    1.001 ,   10.224 ,     10.392 ,    9.987 ,         3.426 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      1.002 ,    0.979 ,  127.792 ,    133.511 ,  138.880 ,        64.767 ,        Not run
Basic_INIT3               ,    1.000 ,      1.003 ,    1.004 ,   23.020 ,     24.644 ,   24.556 ,        11.492 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.000 ,    1.065 ,   37.615 ,     44.838 ,   37.923 ,         6.604 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      0.999 ,    1.065 ,   43.667 ,     45.373 ,   38.414 ,         6.646 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      0.996 ,    0.991 ,   21.233 ,     23.014 ,   22.153 ,        11.163 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      0.999 ,    0.993 ,   38.343 ,     39.206 ,   39.190 ,         5.592 ,        Not run
Basic_PI_ATOMIC           ,    1.000 ,      0.999 ,    0.454 ,    0.000 ,      0.000 ,    0.000 ,         0.000 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.001 ,    1.082 ,    0.518 ,    Not run ,    1.370 ,         0.874 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.000 ,    0.998 ,    2.216 ,    Not run ,   59.026 ,        18.826 ,        Not run
Lcals_DIFF_PREDICT        ,    1.000 ,      1.005 ,    1.008 ,   18.994 ,    Not run ,   20.016 ,        10.298 ,        Not run
Lcals_EOS                 ,    1.000 ,      1.022 ,    1.021 ,   28.131 ,    Not run ,   29.592 ,        10.624 ,        Not run
Lcals_FIRST_DIFF          ,    1.000 ,      1.001 ,    0.999 ,   12.874 ,    Not run ,   14.205 ,         3.482 ,        Not run
Lcals_FIRST_MIN           ,    1.000 ,      1.012 ,    1.005 ,    4.579 ,    Not run ,    4.208 ,         2.150 ,        Not run
Lcals_FIRST_SUM           ,    1.000 ,      1.002 ,    1.000 ,   13.298 ,    Not run ,   14.317 ,         3.633 ,        Not run
Lcals_GEN_LIN_RECUR       ,    1.000 ,      1.014 ,    1.009 ,   14.206 ,    Not run ,   15.424 ,         6.632 ,        Not run
Lcals_HYDRO_1D            ,    1.000 ,      1.001 ,    1.001 ,   20.338 ,    Not run ,   25.324 ,         7.348 ,        Not run
Lcals_HYDRO_2D            ,    1.000 ,      1.000 ,    0.997 ,   37.751 ,    Not run ,   38.468 ,        16.057 ,        Not run
Lcals_INT_PREDICT         ,    1.000 ,      1.003 ,    0.923 ,   24.060 ,    Not run ,   26.515 ,        13.486 ,        Not run
Lcals_PLANCKIAN           ,    1.000 ,      1.001 ,    1.011 ,  171.718 ,    Not run ,  243.504 ,        86.343 ,        Not run
Lcals_TRIDIAG_ELIM        ,    1.000 ,      1.011 ,    1.002 ,   22.357 ,    Not run ,   23.345 ,         9.536 ,        Not run
Stream_ADD                ,    1.000 ,      1.000 ,    0.999 ,   21.710 ,     21.629 ,   22.570 ,         6.791 ,        Not run
Stream_COPY               ,    1.000 ,      1.001 ,    1.001 ,   12.133 ,     12.690 ,   13.247 ,         3.329 ,        Not run
Stream_DOT                ,    1.000 ,      1.002 ,    1.004 ,    0.493 ,    Not run ,   15.403 ,         4.834 ,        Not run
Stream_MUL                ,    1.000 ,      1.000 ,    0.999 ,   11.963 ,     13.223 ,   13.200 ,         3.254 ,        Not run
Stream_TRIAD              ,    1.000 ,      1.002 ,    1.003 ,   20.567 ,     22.629 ,   23.459 ,         6.780 ,        Not run
