Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            , 1.774394 ,    Not run , 1.852184 ,  Not run ,    Not run , 0.021976 ,      0.046154 ,        Not run
Algorithm_SORTPAIRS       , 1.887205 ,    Not run , 2.263252 ,  Not run ,    Not run , 0.028856 ,      0.000000 ,        Not run
Apps_DEL_DOT_VEC_2D       , 0.813814 ,   0.815928 , 0.808888 , 0.007509 ,   0.006258 , 0.031895 ,      0.076862 ,        Not run
Apps_ENERGY               , 1.123732 ,   1.204493 , 1.193594 , 0.044515 ,    Not run , 0.043084 ,      0.091872 ,        Not run
Apps_FIR                  , 0.984307 ,   0.984567 , 0.960151 , 0.009224 ,    Not run , 0.008937 ,      0.023806 ,        Not run
Apps_HALOEXCHANGE         , 0.015159 ,   0.014893 , 0.014466 , 0.030800 ,    Not run , 0.040024 ,      0.629964 ,        Not run
Apps_LTIMES               , 0.889628 ,   0.882895 , 0.885963 , 0.016333 ,   0.015366 , 0.017567 ,      0.053292 ,        Not run
Apps_LTIMES_NOVIEW        , 0.888778 ,   0.888646 , 0.893101 , 0.016344 ,   0.015359 , 0.017663 ,       Not run ,        Not run
Apps_PRESSURE             , 2.048740 ,   2.101286 , 2.100348 , 0.053072 ,    Not run , 0.052642 ,      0.141717 ,        Not run
Apps_VOL3D                , 1.232720 ,   1.227225 , 1.203616 , 0.009345 ,    Not run , 0.007814 ,      0.019264 ,        Not run
Basic_DAXPY               , 0.181055 ,   0.181154 , 0.180555 , 0.017083 ,   0.017757 , 0.017788 ,      0.053308 ,        Not run
Basic_IF_QUAD             , 1.750184 ,   1.718514 , 1.699308 , 0.013651 ,   0.012290 , 0.012840 ,      0.024725 ,        Not run
Basic_INIT3               , 0.777078 ,   0.773330 , 0.770570 , 0.032919 ,   0.029609 , 0.030331 ,      0.061105 ,        Not run
Basic_INIT_VIEW1D         , 1.139784 ,   1.519653 , 1.425901 , 0.039187 ,   0.033972 , 0.038244 ,      0.203882 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.514834 ,   1.514249 , 2.269568 , 0.035005 ,   0.033768 , 0.039658 ,      0.204775 ,        Not run
Basic_MULADDSUB           , 0.533775 ,   0.534500 , 0.533531 , 0.024741 ,   0.022794 , 0.023114 ,      0.045043 ,        Not run
Basic_NESTED_INIT         , 0.613618 ,   0.669590 , 0.612706 , 0.016359 ,   0.015973 , 0.015757 ,      0.102920 ,        Not run
Basic_PI_ATOMIC           , 0.075554 ,   0.075483 , 0.166991 , 704.757762 , 665.046734 , 721.407206 ,   1149.729319 ,        Not run
Basic_REDUCE3_INT         , 0.012652 ,   0.012742 , 0.011801 , 0.008237 ,    Not run , 0.017894 ,      0.011880 ,        Not run
Basic_TRAP_INT            , 0.210332 ,   0.210239 , 0.210478 , 0.093809 ,    Not run , 0.003259 ,      0.009596 ,        Not run
Lcals_DIFF_PREDICT        , 0.763135 ,   0.764717 , 0.763741 , 0.040192 ,    Not run , 0.038290 ,      0.072213 ,        Not run
Lcals_EOS                 , 0.666360 ,   0.670754 , 0.675867 , 0.024418 ,    Not run , 0.023009 ,      0.056082 ,        Not run
Lcals_FIRST_DIFF          , 0.760538 ,   0.762874 , 0.759308 , 0.052539 ,    Not run , 0.052958 ,      0.176261 ,        Not run
Lcals_FIRST_MIN           , 0.050852 ,   0.049003 , 0.049439 , 0.007761 ,    Not run , 0.005931 ,      0.019369 ,        Not run
Lcals_FIRST_SUM           , 0.791333 ,   0.793564 , 0.792449 , 0.051417 ,    Not run , 0.051139 ,      0.176882 ,        Not run
Lcals_GEN_LIN_RECUR       , 0.850562 ,   0.858352 , 0.851508 , 0.063003 ,    Not run , 0.056598 ,      0.117846 ,        Not run
Lcals_HYDRO_1D            , 0.794037 ,   0.794606 , 0.793621 , 0.039999 ,    Not run , 0.040127 ,      0.099935 ,        Not run
Lcals_HYDRO_2D            , 0.830330 ,   0.831488 , 0.828730 , 0.021553 ,    Not run , 0.021468 ,      0.046351 ,        Not run
Lcals_INT_PREDICT         , 1.227497 ,   1.235999 , 1.314125 , 0.049702 ,    Not run , 0.046696 ,      0.088701 ,        Not run
Lcals_PLANCKIAN           , 0.753890 ,   0.752236 , 0.744721 , 0.004494 ,    Not run , 0.003122 ,      0.008358 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.304547 ,   1.332135 , 1.620684 , 0.052110 ,    Not run , 0.047518 ,      0.105648 ,        Not run
Stream_ADD                , 1.220533 ,   1.218924 , 1.222950 , 0.034893 ,   0.036229 , 0.035679 ,      0.098166 ,        Not run
Stream_COPY               , 1.018736 ,   1.017806 , 1.021163 , 0.044350 ,   0.045547 , 0.045178 ,      0.158626 ,        Not run
Stream_DOT                , 2.059578 ,   2.144268 , 2.040488 , 3.709877 ,    Not run , 0.122763 ,      0.373282 ,        Not run
Stream_MUL                , 1.014785 ,   1.009147 , 1.015495 , 0.041347 ,   0.042626 , 0.045165 ,      0.176322 ,        Not run
Stream_TRIAD              , 1.199496 ,   1.218795 , 1.198692 , 0.034979 ,   0.031008 , 0.035961 ,      0.113407 ,        Not run
