Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            , 1.767362 ,    Not run , 1.854766 ,  Not run ,    Not run , 0.020737 ,      0.084486 ,        Not run
Algorithm_SORTPAIRS       , 1.915391 ,    Not run , 2.277656 ,  Not run ,    Not run , 0.027674 ,      0.000000 ,        Not run
Apps_DEL_DOT_VEC_2D       , 0.814598 ,   0.815998 , 0.799656 , 0.007573 ,   0.006244 , 0.031897 ,      0.088120 ,        Not run
Apps_ENERGY               , 1.159938 ,   1.252070 , 1.216185 , 0.044753 ,    Not run , 0.043031 ,      0.099677 ,        Not run
Apps_FIR                  , 0.964621 ,   0.958089 , 0.940927 , 0.007853 ,    Not run , 0.008519 ,      0.025426 ,        Not run
Apps_HALOEXCHANGE         , 0.014784 ,   0.014874 , 0.014813 , 0.064009 ,    Not run , 0.040056 ,      0.727525 ,        Not run
Apps_LTIMES               , 0.871651 ,   0.871969 , 0.876706 , 0.016494 ,   0.015263 , 0.017577 ,      0.053988 ,        Not run
Apps_LTIMES_NOVIEW        , 0.874326 ,   0.874482 , 0.873618 , 0.016385 ,   0.015359 , 0.017631 ,       Not run ,        Not run
Apps_PRESSURE             , 2.058780 ,   1.616730 , 1.612300 , 0.053436 ,    Not run , 0.055480 ,      0.155074 ,        Not run
Apps_VOL3D                , 1.194406 ,   1.198552 , 1.177440 , 0.009182 ,    Not run , 0.007848 ,      0.019743 ,        Not run
Basic_DAXPY               , 0.257557 ,   0.257137 , 0.257318 , 0.017069 ,   0.017272 , 0.017994 ,      0.054956 ,        Not run
Basic_IF_QUAD             , 1.708123 ,   1.669862 , 1.698282 , 0.013658 ,   0.012403 , 0.012389 ,      0.026780 ,        Not run
Basic_INIT3               , 0.942106 ,   0.936625 , 0.824772 , 0.031404 ,   0.030387 , 0.031024 ,      0.063773 ,        Not run
Basic_INIT_VIEW1D         , 1.127433 ,   1.510939 , 1.415778 , 0.038649 ,   0.032386 , 0.037072 ,      0.203653 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.509125 ,   1.508405 , 2.259064 , 0.035004 ,   0.032229 , 0.037477 ,      0.234481 ,        Not run
Basic_MULADDSUB           , 0.750579 ,   0.569972 , 0.550404 , 0.024594 ,   0.023138 , 0.023851 ,      0.047482 ,        Not run
Basic_NESTED_INIT         , 0.611644 ,   0.668023 , 0.610158 , 0.016299 ,   0.015908 , 0.015616 ,      0.107912 ,        Not run
Basic_PI_ATOMIC           , 0.075116 ,   0.075307 , 0.165905 , 682.225157 , 669.301977 , 678.633261 ,   1114.288319 ,        Not run
Basic_REDUCE3_INT         , 0.012715 ,   0.012708 , 0.011910 , 0.017693 ,    Not run , 0.017644 ,      0.011891 ,        Not run
Basic_TRAP_INT            , 0.205864 ,   0.205787 , 0.206013 , 0.093871 ,    Not run , 0.003807 ,      0.009553 ,        Not run
Lcals_DIFF_PREDICT        , 0.770203 ,   0.770575 , 0.756037 , 0.039708 ,    Not run , 0.038718 ,      0.081643 ,        Not run
Lcals_EOS                 , 0.760937 ,   0.760662 , 0.758871 , 0.024995 ,    Not run , 0.024698 ,      0.057587 ,        Not run
Lcals_FIRST_DIFF          , 0.935351 ,   0.939721 , 0.937479 , 0.049337 ,    Not run , 0.053774 ,      0.175121 ,        Not run
Lcals_FIRST_MIN           , 0.050038 ,   0.048594 , 0.048598 , 0.007616 ,    Not run , 0.006853 ,      0.019112 ,        Not run
Lcals_FIRST_SUM           , 0.953082 ,   0.958474 , 0.957221 , 0.049645 ,    Not run , 0.053341 ,      0.175026 ,        Not run
Lcals_GEN_LIN_RECUR       , 0.903310 ,   0.906297 , 0.907948 , 0.062460 ,    Not run , 0.057901 ,      0.117580 ,        Not run
Lcals_HYDRO_1D            , 0.855162 ,   0.860322 , 0.859311 , 0.039199 ,    Not run , 0.039864 ,      0.099227 ,        Not run
Lcals_HYDRO_2D            , 0.826957 ,   0.825699 , 0.826369 , 0.021622 ,    Not run , 0.021482 ,      0.046334 ,        Not run
Lcals_INT_PREDICT         , 1.224769 ,   1.226275 , 1.244922 , 0.048065 ,    Not run , 0.047355 ,      0.094415 ,        Not run
Lcals_PLANCKIAN           , 0.758857 ,   0.757502 , 0.749707 , 0.003988 ,    Not run , 0.003095 ,      0.007672 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.149425 ,   1.158804 , 1.159783 , 0.050248 ,    Not run , 0.053962 ,      0.106486 ,        Not run
Stream_ADD                , 0.819275 ,   0.823807 , 0.824983 , 0.034703 ,   0.036603 , 0.036368 ,      0.100754 ,        Not run
Stream_COPY               , 0.814745 ,   0.816289 , 0.818133 , 0.045362 ,   0.047519 , 0.047853 ,      0.157112 ,        Not run
Stream_DOT                , 1.885649 ,   1.886110 , 1.889306 , 3.721776 ,    Not run , 0.124931 ,      0.370736 ,        Not run
Stream_MUL                , 0.824136 ,   0.823596 , 0.823617 , 0.047032 ,   0.046976 , 0.047564 ,      0.172065 ,        Not run
Stream_TRIAD              , 0.837520 ,   0.838896 , 0.838912 , 0.037746 ,   0.033788 , 0.035326 ,      0.110918 ,        Not run
