Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 0.798741 ,   0.813069 , 0.808320 , 0.007435 ,   0.006238 , 0.031857 ,       Not run ,        Not run
Apps_ENERGY               , 1.109831 ,   1.189264 , 1.199303 , 0.044211 ,    Not run , 0.042607 ,       Not run ,        Not run
Apps_FIR                  , 0.976414 ,   0.940987 , 0.942458 , 0.008836 ,    Not run , 0.009015 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.014160 ,   0.014072 , 0.013988 , 0.030685 ,    Not run , 0.040092 ,       Not run ,        Not run
Apps_LTIMES               , 0.874522 ,   0.872410 , 0.874617 , 0.016300 ,   0.015318 , 0.017513 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.873262 ,   0.876681 , 0.874929 , 0.016293 ,   0.015281 , 0.017647 ,       Not run ,        Not run
Apps_PRESSURE             , 1.342035 ,   1.342367 , 1.346642 , 0.056204 ,    Not run , 0.054821 ,       Not run ,        Not run
Apps_VOL3D                , 1.167035 ,   1.163421 , 1.175934 , 0.009160 ,    Not run , 0.007799 ,       Not run ,        Not run
Basic_DAXPY               , 0.201497 ,   0.201444 , 0.201558 , 0.017222 ,   0.017070 , 0.018352 ,      0.049043 ,        Not run
Basic_IF_QUAD             , 1.717453 ,   1.714517 , 1.727212 , 0.013954 ,   0.012468 , 0.011791 ,      0.026217 ,        Not run
Basic_INIT3               , 0.770758 ,   0.774925 , 0.767227 , 0.032246 ,   0.030338 , 0.031033 ,      0.066153 ,        Not run
Basic_INIT_VIEW1D         , 1.528489 ,   1.519425 , 1.413810 , 0.032012 ,   0.026175 , 0.030702 ,      0.213443 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.500227 ,   1.501514 , 1.409802 , 0.027506 ,   0.025714 , 0.037460 ,      0.208232 ,        Not run
Basic_MULADDSUB           , 0.534181 ,   0.532124 , 0.534727 , 0.024233 ,   0.022014 , 0.023343 ,      0.049806 ,        Not run
Basic_NESTED_INIT         , 0.604223 ,   0.603822 , 0.607860 , 0.016190 ,   0.015738 , 0.015826 ,      0.110805 ,        Not run
Basic_PI_ATOMIC           , 0.074931 ,   0.074925 , 0.164689 , 710.881518 , 715.117295 , 791.447873 ,   1135.703874 ,        Not run
Basic_REDUCE3_INT         , 0.012556 ,   0.012561 , 0.011895 , 0.012194 ,    Not run , 0.008866 ,      0.014245 ,        Not run
Basic_TRAP_INT            , 0.206076 ,   0.205923 , 0.208038 , 0.098439 ,    Not run , 0.003896 ,      0.010881 ,        Not run
Lcals_DIFF_PREDICT        , 0.752748 ,   0.751605 , 0.756015 , 0.040005 ,    Not run , 0.037953 ,      0.070776 ,        Not run
Lcals_EOS                 , 0.665297 ,   0.666136 , 0.665867 , 0.023536 ,    Not run , 0.022887 ,      0.057869 ,        Not run
Lcals_FIRST_DIFF          , 0.781622 ,   0.781855 , 0.781703 , 0.051952 ,    Not run , 0.046852 ,      0.171543 ,        Not run
Lcals_FIRST_MIN           , 0.048156 ,   0.049198 , 0.048086 , 0.007388 ,    Not run , 0.011863 ,      0.020402 ,        Not run
Lcals_FIRST_SUM           , 0.815365 ,   0.815151 , 0.818135 , 0.051264 ,    Not run , 0.050101 ,      0.171895 ,        Not run
Lcals_GEN_LIN_RECUR       , 0.842806 ,   0.845125 , 0.845637 , 0.059466 ,    Not run , 0.054789 ,      0.116044 ,        Not run
Lcals_HYDRO_1D            , 0.812064 ,   0.813539 , 0.813288 , 0.034268 ,    Not run , 0.031353 ,      0.097853 ,        Not run
Lcals_HYDRO_2D            , 0.814534 ,   0.811431 , 0.813598 , 0.021076 ,    Not run , 0.021170 ,      0.046641 ,        Not run
Lcals_INT_PREDICT         , 1.202610 ,   1.209401 , 1.304375 , 0.047926 ,    Not run , 0.046317 ,      0.084933 ,        Not run
Lcals_PLANCKIAN           , 0.752166 ,   0.751595 , 0.744003 , 0.004170 ,    Not run , 0.003354 ,      0.007933 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.122306 ,   1.093454 , 1.122329 , 0.048898 ,    Not run , 0.048252 ,      0.106657 ,        Not run
Stream_ADD                , 0.739649 ,   0.741577 , 0.740189 , 0.034065 ,   0.031757 , 0.033966 ,      0.100166 ,        Not run
Stream_COPY               , 0.619032 ,   0.671243 , 0.620461 , 0.045642 ,   0.040167 , 0.043795 ,      0.153832 ,        Not run
Stream_DOT                , 1.848955 ,   1.846852 , 1.848370 , 3.726882 ,    Not run , 0.124892 ,      0.372276 ,        Not run
Stream_MUL                , 0.903433 ,   0.952528 , 0.897374 , 0.044730 ,   0.040098 , 0.044625 ,      0.174386 ,        Not run
Stream_TRIAD              , 1.264032 ,   1.261872 , 1.261831 , 0.033880 ,   0.031654 , 0.032474 ,      0.111016 ,        Not run
