Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            , 1.776744 ,    Not run , 1.851181 ,  Not run ,    Not run , 0.021852 ,      0.062202 ,        Not run
Algorithm_SORTPAIRS       , 1.907710 ,    Not run , 2.524988 ,  Not run ,    Not run , 0.028599 ,      0.000000 ,        Not run
Apps_DEL_DOT_VEC_2D       , 0.821638 ,   0.809837 , 0.809811 , 0.007653 ,   0.006250 , 0.032098 ,      0.073487 ,        Not run
Apps_ENERGY               , 1.125498 ,   1.198394 , 1.187298 , 0.044885 ,    Not run , 0.043801 ,      0.096002 ,        Not run
Apps_FIR                  , 0.971807 ,   0.974481 , 0.953349 , 0.008783 ,    Not run , 0.008915 ,      0.024673 ,        Not run
Apps_HALOEXCHANGE         , 0.013842 ,   0.013708 , 0.013841 , 0.041976 ,    Not run , 0.039474 ,      0.678618 ,        Not run
Apps_LTIMES               , 0.879016 ,   0.879214 , 0.883328 , 0.016453 ,   0.015335 , 0.017572 ,      0.053722 ,        Not run
Apps_LTIMES_NOVIEW        , 0.882541 ,   0.883156 , 0.884561 , 0.016312 ,   0.015329 , 0.017650 ,       Not run ,        Not run
Apps_PRESSURE             , 1.388969 ,   1.398600 , 1.399597 , 0.054368 ,    Not run , 0.053089 ,      0.143109 ,        Not run
Apps_VOL3D                , 1.226209 ,   1.230081 , 1.205150 , 0.009276 ,    Not run , 0.007851 ,      0.019110 ,        Not run
Basic_DAXPY               , 0.198227 ,   0.198876 , 0.198386 , 0.017457 ,   0.018054 , 0.018337 ,      0.053506 ,        Not run
Basic_IF_QUAD             , 1.727983 ,   1.698548 , 1.724183 , 0.013823 ,   0.012638 , 0.012204 ,      0.025955 ,        Not run
Basic_INIT3               , 0.779712 ,   0.779354 , 0.773424 , 0.032600 ,   0.029673 , 0.030253 ,      0.063725 ,        Not run
Basic_INIT_VIEW1D         , 1.142768 ,   1.523892 , 1.427708 , 0.038823 ,   0.033581 , 0.039359 ,      0.205830 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.521117 ,   1.519747 , 2.281529 , 0.034528 ,   0.033448 , 0.039619 ,      0.205618 ,        Not run
Basic_MULADDSUB           , 0.549553 ,   0.552000 , 0.537247 , 0.025234 ,   0.022933 , 0.023375 ,      0.045005 ,        Not run
Basic_NESTED_INIT         , 0.618165 ,   0.676648 , 0.618200 , 0.016188 ,   0.015845 , 0.015782 ,      0.102711 ,        Not run
Basic_PI_ATOMIC           , 0.075827 ,   0.075918 , 0.167372 , 691.801251 , 673.673579 , 698.609918 ,   1121.613530 ,        Not run
Basic_REDUCE3_INT         , 0.012685 ,   0.012699 , 0.011663 , 0.012717 ,    Not run , 0.009003 ,      0.013526 ,        Not run
Basic_TRAP_INT            , 0.205995 ,   0.205967 , 0.206032 , 0.094887 ,    Not run , 0.003940 ,      0.010626 ,        Not run
Lcals_DIFF_PREDICT        , 0.832352 ,   0.829792 , 0.843760 , 0.040460 ,    Not run , 0.038399 ,      0.074436 ,        Not run
Lcals_EOS                 , 0.666433 ,   0.670094 , 0.666816 , 0.025031 ,    Not run , 0.022880 ,      0.062261 ,        Not run
Lcals_FIRST_DIFF          , 0.769232 ,   0.769591 , 0.767819 , 0.051192 ,    Not run , 0.050813 ,      0.194518 ,        Not run
Lcals_FIRST_MIN           , 0.048981 ,   0.048139 , 0.048145 , 0.010255 ,    Not run , 0.007197 ,      0.021514 ,        Not run
Lcals_FIRST_SUM           , 0.720940 ,   0.720951 , 0.720855 , 0.051140 ,    Not run , 0.050036 ,      0.196801 ,        Not run
Lcals_GEN_LIN_RECUR       , 0.842154 ,   0.843931 , 0.850222 , 0.062368 ,    Not run , 0.056269 ,      0.137553 ,        Not run
Lcals_HYDRO_1D            , 0.833504 ,   0.828900 , 0.828839 , 0.039160 ,    Not run , 0.039888 ,      0.110327 ,        Not run
Lcals_HYDRO_2D            , 0.815631 ,   0.813360 , 0.814812 , 0.021913 ,    Not run , 0.021513 ,      0.050020 ,        Not run
Lcals_INT_PREDICT         , 1.209316 ,   1.211710 , 1.315819 , 0.050049 ,    Not run , 0.047882 ,      0.090209 ,        Not run
Lcals_PLANCKIAN           , 0.752469 ,   0.752176 , 0.744704 , 0.004232 ,    Not run , 0.003032 ,      0.008575 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.130345 ,   1.130096 , 1.127783 , 0.052269 ,    Not run , 0.052685 ,      0.118753 ,        Not run
Stream_ADD                , 0.770949 ,   0.773277 , 0.772996 , 0.035527 ,   0.036077 , 0.035849 ,      0.112006 ,        Not run
Stream_COPY               , 0.610122 ,   0.606668 , 0.607818 , 0.045950 ,   0.047595 , 0.045239 ,      0.176615 ,        Not run
Stream_DOT                , 1.834459 ,   1.837069 , 1.834807 , 3.716004 ,    Not run , 0.132527 ,      0.376390 ,        Not run
Stream_MUL                , 0.611178 ,   0.605695 , 0.609070 , 0.046910 ,   0.046051 , 0.045563 ,      0.179291 ,        Not run
Stream_TRIAD              , 0.813062 ,   0.811376 , 0.812909 , 0.037202 ,   0.033012 , 0.035948 ,      0.116948 ,        Not run
