Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            , 1.781031 ,    Not run , 1.863696 ,  Not run ,    Not run , 0.022163 ,      0.071693 ,        Not run
Algorithm_SORTPAIRS       , 1.885323 ,    Not run , 2.262519 ,  Not run ,    Not run , 0.028807 ,      0.000000 ,        Not run
Apps_DEL_DOT_VEC_2D       , 0.816327 ,   0.812478 , 0.802405 , 0.007504 ,   0.006280 , 0.031858 ,      0.077953 ,        Not run
Apps_ENERGY               , 1.153604 ,   1.214593 , 1.209036 , 0.044224 ,    Not run , 0.043040 ,      0.091128 ,        Not run
Apps_FIR                  , 0.964457 ,   0.962558 , 0.938501 , 0.008904 ,    Not run , 0.008917 ,      0.023795 ,        Not run
Apps_HALOEXCHANGE         , 0.014099 ,   0.013981 , 0.014010 , 0.030696 ,    Not run , 0.039479 ,      0.621862 ,        Not run
Apps_LTIMES               , 0.882437 ,   0.880732 , 0.883970 , 0.016399 ,   0.015375 , 0.017592 ,      0.053929 ,        Not run
Apps_LTIMES_NOVIEW        , 0.882901 ,   0.884843 , 0.883160 , 0.016422 ,   0.015353 , 0.017676 ,       Not run ,        Not run
Apps_PRESSURE             , 1.373594 ,   1.373826 , 1.388666 , 0.053843 ,    Not run , 0.054846 ,      0.150396 ,        Not run
Apps_VOL3D                , 1.222648 ,   1.222221 , 1.205028 , 0.009304 ,    Not run , 0.007874 ,      0.019068 ,        Not run
Basic_DAXPY               , 0.211798 ,   0.212405 , 0.211742 , 0.017442 ,   0.017786 , 0.018133 ,      0.053690 ,        Not run
Basic_IF_QUAD             , 1.757253 ,   1.712080 , 1.728832 , 0.013684 ,   0.012381 , 0.012671 ,      0.028307 ,        Not run
Basic_INIT3               , 1.352895 ,   1.352196 , 1.355669 , 0.033199 ,   0.030342 , 0.030403 ,      0.074067 ,        Not run
Basic_INIT_VIEW1D         , 1.142630 ,   1.515918 , 1.429206 , 0.031865 ,   0.026853 , 0.038727 ,      0.242471 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.507105 ,   1.504530 , 2.263230 , 0.027688 ,   0.026546 , 0.038854 ,      0.243663 ,        Not run
Basic_MULADDSUB           , 0.541197 ,   0.536304 , 0.534287 , 0.023808 ,   0.022316 , 0.023907 ,      0.049063 ,        Not run
Basic_NESTED_INIT         , 0.613396 ,   0.663637 , 0.607438 , 0.016433 ,   0.015751 , 0.015912 ,      0.105652 ,        Not run
Basic_PI_ATOMIC           , 0.076410 ,   0.074988 , 0.165122 , 888.897419 , 930.886721 , 945.286633 ,   1114.057309 ,        Not run
Basic_REDUCE3_INT         , 0.012832 ,   0.012787 , 0.011782 , 0.021071 ,    Not run , 0.011118 ,      0.012614 ,        Not run
Basic_TRAP_INT            , 0.209614 ,   0.209711 , 0.209678 , 0.094044 ,    Not run , 0.003678 ,      0.010415 ,        Not run
Lcals_DIFF_PREDICT        , 0.850003 ,   0.849410 , 0.854877 , 0.040120 ,    Not run , 0.038456 ,      0.058903 ,        Not run
Lcals_EOS                 , 0.679485 ,   0.671827 , 0.672430 , 0.023953 ,    Not run , 0.023222 ,      0.061953 ,        Not run
Lcals_FIRST_DIFF          , 0.779020 ,   0.777447 , 0.776734 , 0.048724 ,    Not run , 0.051420 ,      0.195587 ,        Not run
Lcals_FIRST_MIN           , 0.049502 ,   0.048384 , 0.048440 , 0.009739 ,    Not run , 0.006616 ,      0.021133 ,        Not run
Lcals_FIRST_SUM           , 0.812005 ,   0.814075 , 0.814179 , 0.048125 ,    Not run , 0.050994 ,      0.195522 ,        Not run
Lcals_GEN_LIN_RECUR       , 0.866280 ,   0.856682 , 0.857449 , 0.061233 ,    Not run , 0.058001 ,      0.137846 ,        Not run
Lcals_HYDRO_1D            , 0.802912 ,   0.803309 , 0.802858 , 0.033644 ,    Not run , 0.040644 ,      0.108744 ,        Not run
Lcals_HYDRO_2D            , 0.827886 ,   0.823111 , 0.823481 , 0.021655 ,    Not run , 0.021463 ,      0.049220 ,        Not run
Lcals_INT_PREDICT         , 1.231281 ,   1.232556 , 1.311225 , 0.048494 ,    Not run , 0.046936 ,      0.088372 ,        Not run
Lcals_PLANCKIAN           , 0.753278 ,   0.752926 , 0.745592 , 0.004049 ,    Not run , 0.003279 ,      0.008137 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.123182 ,   1.122957 , 1.122444 , 0.048288 ,    Not run , 0.051223 ,      0.114102 ,        Not run
Stream_ADD                , 0.758736 ,   0.757680 , 0.759027 , 0.034154 ,   0.033776 , 0.035245 ,      0.109888 ,        Not run
Stream_COPY               , 0.591726 ,   0.592672 , 0.591567 , 0.043393 ,   0.042172 , 0.046864 ,      0.173990 ,        Not run
Stream_DOT                , 1.847464 ,   1.834507 , 1.847607 , 3.702080 ,    Not run , 0.123086 ,      0.367507 ,        Not run
Stream_MUL                , 0.591204 ,   0.594352 , 0.591116 , 0.041079 ,   0.042845 , 0.046218 ,      0.175703 ,        Not run
Stream_TRIAD              , 0.773666 ,   0.798621 , 0.770617 , 0.035456 ,   0.032354 , 0.035717 ,      0.113907 ,        Not run
