Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 0.800785 ,   0.805951 , 0.811333 , 0.007616 ,   0.006223 , 0.032196 ,       Not run ,        Not run
Apps_ENERGY               , 1.109892 ,   1.199541 , 1.207358 , 0.043735 ,    Not run , 0.042479 ,       Not run ,        Not run
Apps_FIR                  , 0.978794 ,   0.946130 , 0.944892 , 0.009181 ,    Not run , 0.009233 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.020612 ,   0.016186 , 0.014274 , 0.043547 ,    Not run , 0.040075 ,       Not run ,        Not run
Apps_LTIMES               , 0.884655 ,   0.884615 , 0.886741 , 0.016466 ,   0.015305 , 0.017507 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.882796 ,   0.891053 , 0.891872 , 0.016282 ,   0.015271 , 0.017603 ,       Not run ,        Not run
Apps_PRESSURE             , 1.365045 ,   1.375277 , 1.375028 , 0.055323 ,    Not run , 0.055419 ,       Not run ,        Not run
Apps_VOL3D                , 1.188104 ,   1.190081 , 1.195047 , 0.009372 ,    Not run , 0.007758 ,       Not run ,        Not run
Basic_DAXPY               , 0.184480 ,   0.184931 , 0.185059 , 0.017479 ,   0.017503 , 0.018096 ,      0.052147 ,        Not run
Basic_IF_QUAD             , 1.735562 ,   1.739168 , 1.746629 , 0.013152 ,   0.012330 , 0.012874 ,      0.026442 ,        Not run
Basic_INIT3               , 0.775651 ,   0.774139 , 0.760150 , 0.031924 ,   0.030731 , 0.030748 ,      0.065838 ,        Not run
Basic_INIT_VIEW1D         , 1.520842 ,   1.529449 , 1.441948 , 0.039987 ,   0.033674 , 0.038606 ,      0.232253 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.533703 ,   1.522105 , 1.427728 , 0.035593 ,   0.033362 , 0.038568 ,      0.227301 ,        Not run
Basic_MULADDSUB           , 0.533565 ,   0.536540 , 0.531153 , 0.024521 ,   0.023320 , 0.023414 ,      0.047920 ,        Not run
Basic_NESTED_INIT         , 0.618937 ,   0.618321 , 0.622300 , 0.016181 ,   0.015697 , 0.016026 ,      0.110956 ,        Not run
Basic_PI_ATOMIC           , 0.076718 ,   0.076356 , 0.168474 , 692.396146 , 686.040651 , 764.317852 ,   1117.244065 ,        Not run
Basic_REDUCE3_INT         , 0.012546 ,   0.012560 , 0.011589 , 0.013851 ,    Not run , 0.008483 ,      0.011787 ,        Not run
Basic_TRAP_INT            , 0.209295 ,   0.208126 , 0.207612 , 0.095076 ,    Not run , 0.003592 ,      0.010810 ,        Not run
Lcals_DIFF_PREDICT        , 0.765830 ,   0.762448 , 0.753383 , 0.040393 ,    Not run , 0.038038 ,      0.074015 ,        Not run
Lcals_EOS                 , 0.668827 ,   0.668386 , 0.668960 , 0.025034 ,    Not run , 0.022694 ,      0.063145 ,        Not run
Lcals_FIRST_DIFF          , 0.754872 ,   0.754232 , 0.755940 , 0.051999 ,    Not run , 0.046273 ,      0.197083 ,        Not run
Lcals_FIRST_MIN           , 0.049357 ,   0.048910 , 0.049757 , 0.010238 ,    Not run , 0.010725 ,      0.022485 ,        Not run
Lcals_FIRST_SUM           , 0.764360 ,   0.757587 , 0.758574 , 0.051769 ,    Not run , 0.048622 ,      0.196870 ,        Not run
Lcals_GEN_LIN_RECUR       , 0.849591 ,   0.850378 , 0.841782 , 0.061274 ,    Not run , 0.053948 ,      0.127947 ,        Not run
Lcals_HYDRO_1D            , 0.827419 ,   0.826429 , 0.826733 , 0.040106 ,    Not run , 0.030980 ,      0.110127 ,        Not run
Lcals_HYDRO_2D            , 0.824426 ,   0.823574 , 0.819287 , 0.021164 ,    Not run , 0.020956 ,      0.050291 ,        Not run
Lcals_INT_PREDICT         , 1.218789 ,   1.204724 , 1.307746 , 0.049871 ,    Not run , 0.045042 ,      0.089912 ,        Not run
Lcals_PLANCKIAN           , 0.760438 ,   0.758997 , 0.751037 , 0.004242 ,    Not run , 0.002966 ,      0.008385 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.150419 ,   1.149737 , 1.148471 , 0.050921 ,    Not run , 0.048417 ,      0.119442 ,        Not run
Stream_ADD                , 0.767498 ,   0.767362 , 0.769150 , 0.034847 ,   0.033714 , 0.033611 ,      0.112599 ,        Not run
Stream_COPY               , 0.675611 ,   0.674847 , 0.673313 , 0.048205 ,   0.043634 , 0.044087 ,      0.175442 ,        Not run
Stream_DOT                , 1.875716 ,   1.858941 , 1.874025 , 3.722064 ,    Not run , 0.101503 ,      0.382718 ,        Not run
Stream_MUL                , 0.675184 ,   0.675909 , 0.673396 , 0.048940 ,   0.044768 , 0.044075 ,      0.178208 ,        Not run
Stream_TRIAD              , 0.803517 ,   0.786020 , 0.801090 , 0.036628 ,   0.033521 , 0.032658 ,      0.113365 ,        Not run
