FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_HIP      ,         , RAJA_HIP        ,        
Apps_DEL_DOT_VEC_2D       , 0.021           ,         , 0.014           ,         , -0.18           ,         , 3.2             ,OVER_TOL
Apps_ENERGY               , 0.073           ,         , 0.088           ,         , 0               ,         , -0.027          ,        
Apps_FIR                  , -0.038          ,         , -0.038          ,         , 0               ,         , -0.025          ,        
Apps_HALOEXCHANGE         , -0.0055         ,         , 0.012           ,         , 0               ,         , 0.0051          ,        
Apps_LTIMES               , -0.00083        ,         , 0.0011          ,         , -0.062          ,         , 0.074           ,        
Apps_LTIMES_NOVIEW        , 0.0026          ,         , 0.0021          ,         , -0.069          ,         , 0.073           ,        
Apps_PRESSURE             , 0.0065          ,         , 0.0028          ,         , 0               ,         , -0.026          ,        
Apps_VOL3D                , 0.00018         ,         , 0.0096          ,         , 0               ,         , -0.17           ,        
Basic_DAXPY               , -0.00015        ,         , -0.0008         ,         , -0.016          ,         , 0.024           ,        
Basic_IF_QUAD             , -0.002          ,         , 0.021           ,         , -0.043          ,         , -0.08           ,        
Basic_INIT3               , -0.0026         ,         , -0.0043         ,         , -0.066          ,         , -0.063          ,        
Basic_INIT_VIEW1D         , 0.00018         ,         , -0.061          ,         , -0.16           ,         , -0.0081         ,        
Basic_INIT_VIEW1D_OFFSET  , 0.0013          ,         , -0.061          ,         , -0.038          ,         , 0.14            ,OVER_TOL
Basic_MULADDSUB           , 0.0039          ,         , 0.0088          ,         , -0.077          ,         , -0.042          ,        
Basic_NESTED_INIT         , 0.00096         ,         , 0.0075          ,         , -0.022          ,         , -0.022          ,        
Basic_PI_ATOMIC           , 0.00085         ,         , 1.2             ,OVER_TOL , -0.023          ,         , -0.024          ,        
Basic_REDUCE3_INT         , -0.0014         ,         , -0.076          ,         , 0               ,         , -0.62           ,        
Basic_TRAP_INT            , -0.00037        ,         , 0.0023          ,         , 0               ,         , -0.96           ,        
Lcals_DIFF_PREDICT        , -0.0051         ,         , -0.0083         ,         , 0               ,         , -0.051          ,        
Lcals_EOS                 , -0.021          ,         , -0.02           ,         , 0               ,         , -0.049          ,        
Lcals_FIRST_DIFF          , -0.001          ,         , 0.00068         ,         , 0               ,         , -0.094          ,        
Lcals_FIRST_MIN           , -0.012          ,         , -0.0047         ,         , 0               ,         , 0.088           ,        
Lcals_FIRST_SUM           , -0.0021         ,         , 1e-05           ,         , 0               ,         , -0.071          ,        
Lcals_GEN_LIN_RECUR       , -0.014          ,         , -0.0091         ,         , 0               ,         , -0.079          ,        
Lcals_HYDRO_1D            , -0.0014         ,         , -0.0013         ,         , 0               ,         , -0.2            ,        
Lcals_HYDRO_2D            , -0.00019        ,         , 0.0035          ,         , 0               ,         , -0.019          ,        
Lcals_INT_PREDICT         , -0.0027         ,         , 0.084           ,         , 0               ,         , -0.093          ,        
Lcals_PLANCKIAN           , -0.00083        ,         , -0.011          ,         , 0               ,         , -0.29           ,        
Lcals_TRIDIAG_ELIM        , -0.01           ,         , -0.0016         ,         , 0               ,         , -0.042          ,        
Stream_ADD                , -0.00041        ,         , 0.00069         ,         , 0.0038          ,         , -0.038          ,        
Stream_COPY               , -0.0014         ,         , -0.0013         ,         , -0.044          ,         , -0.084          ,        
Stream_DOT                , -0.0024         ,         , -0.0035         ,         , 0               ,         , -0.97           ,        
Stream_MUL                , 0.00016         ,         , 0.0015          ,         , -0.095          ,         , -0.094          ,        
Stream_TRIAD              , -0.0023         ,         , -0.0029         ,         , -0.091          ,         , -0.12           ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.038          ,         , -0.076          ,         , -0.18           ,         , -0.97           ,        
Col Max                   , 0.073           ,         , 1.2             ,         , 0.0038          ,         , 3.2             ,        
Col Avg                   , -0.00051        ,         , 0.034           ,         , -0.066          ,         , -0.023          ,        
Col Std Dev               , 0.00024         ,         , 0.042           ,         , 0.0024          ,         , 0.37            ,        
