Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            , 1.763127 ,    Not run , 1.863162 ,  Not run ,    Not run , 0.021442 ,      0.062133 ,        Not run
Algorithm_SORTPAIRS       , 1.873053 ,    Not run , 2.248617 ,  Not run ,    Not run , 0.028807 ,      0.000000 ,        Not run
Apps_DEL_DOT_VEC_2D       , 0.820804 ,   0.815013 , 0.811696 , 0.007877 ,   0.006272 , 0.031934 ,      0.077552 ,        Not run
Apps_ENERGY               , 1.139509 ,   1.204324 , 1.196437 , 0.044233 ,    Not run , 0.043056 ,      0.096401 ,        Not run
Apps_FIR                  , 0.965403 ,   0.960224 , 0.941437 , 0.009048 ,    Not run , 0.008766 ,      0.024820 ,        Not run
Apps_HALOEXCHANGE         , 0.013945 ,   0.013834 , 0.013942 , 0.040781 ,    Not run , 0.040137 ,      0.678306 ,        Not run
Apps_LTIMES               , 0.881957 ,   0.892724 , 0.895442 , 0.016531 ,   0.015341 , 0.017550 ,      0.053724 ,        Not run
Apps_LTIMES_NOVIEW        , 0.893721 ,   0.894671 , 0.876088 , 0.016335 ,   0.015332 , 0.017644 ,       Not run ,        Not run
Apps_PRESSURE             , 1.365640 ,   1.362267 , 1.368272 , 0.053708 ,    Not run , 0.053877 ,      0.149592 ,        Not run
Apps_VOL3D                , 1.203108 ,   1.206863 , 1.181684 , 0.009420 ,    Not run , 0.007827 ,      0.019005 ,        Not run
Basic_DAXPY               , 0.198470 ,   0.198169 , 0.197977 , 0.017614 ,   0.017182 , 0.018278 ,      0.053436 ,        Not run
Basic_IF_QUAD             , 1.719284 ,   1.685288 , 1.701540 , 0.013998 ,   0.012366 , 0.012463 ,      0.025900 ,        Not run
Basic_INIT3               , 0.773841 ,   0.766509 , 0.767583 , 0.032049 ,   0.030489 , 0.031401 ,      0.064144 ,        Not run
Basic_INIT_VIEW1D         , 1.123993 ,   1.508358 , 1.440190 , 0.039013 ,   0.033695 , 0.038515 ,      0.226179 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.533821 ,   1.531214 , 2.303623 , 0.033540 ,   0.032698 , 0.039580 ,      0.209085 ,        Not run
Basic_MULADDSUB           , 0.537037 ,   0.530815 , 0.532110 , 0.024962 ,   0.023391 , 0.023485 ,      0.044974 ,        Not run
Basic_NESTED_INIT         , 0.607140 ,   0.663557 , 0.606895 , 0.016408 ,   0.015968 , 0.015913 ,      0.108470 ,        Not run
Basic_PI_ATOMIC           , 0.075308 ,   0.075374 , 0.168075 , 703.411362 , 694.003040 , 735.037163 ,   1129.067440 ,        Not run
Basic_REDUCE3_INT         , 0.012528 ,   0.012545 , 0.011613 , 0.011436 ,    Not run , 0.009248 ,      0.013063 ,        Not run
Basic_TRAP_INT            , 0.205999 ,   0.205988 , 0.206033 , 0.093798 ,    Not run , 0.003979 ,      0.010296 ,        Not run
Lcals_DIFF_PREDICT        , 0.839134 ,   0.839916 , 0.843650 , 0.040267 ,    Not run , 0.038409 ,      0.071243 ,        Not run
Lcals_EOS                 , 0.771860 ,   0.667235 , 0.669607 , 0.022975 ,    Not run , 0.022847 ,      0.056117 ,        Not run
Lcals_FIRST_DIFF          , 0.736772 ,   0.738060 , 0.736552 , 0.049092 ,    Not run , 0.050863 ,      0.171370 ,        Not run
Lcals_FIRST_MIN           , 0.049509 ,   0.048098 , 0.048143 , 0.007362 ,    Not run , 0.007177 ,      0.018882 ,        Not run
Lcals_FIRST_SUM           , 0.769295 ,   0.771613 , 0.770247 , 0.048427 ,    Not run , 0.051358 ,      0.171576 ,        Not run
Lcals_GEN_LIN_RECUR       , 0.845254 ,   0.847033 , 0.847970 , 0.059667 ,    Not run , 0.057310 ,      0.124975 ,        Not run
Lcals_HYDRO_1D            , 0.818969 ,   0.820637 , 0.820395 , 0.033692 ,    Not run , 0.040268 ,      0.097613 ,        Not run
Lcals_HYDRO_2D            , 0.812991 ,   0.812414 , 0.890568 , 0.022035 ,    Not run , 0.021520 ,      0.049117 ,        Not run
Lcals_INT_PREDICT         , 1.228059 ,   1.229778 , 1.301483 , 0.048749 ,    Not run , 0.046582 ,      0.084954 ,        Not run
Lcals_PLANCKIAN           , 0.751533 ,   0.751552 , 0.744357 , 0.004116 ,    Not run , 0.002963 ,      0.007999 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.500514 ,   1.687557 , 1.411426 , 0.048696 ,    Not run , 0.051297 ,      0.114769 ,        Not run
Stream_ADD                , 0.995971 ,   0.996348 , 0.993898 , 0.033405 ,   0.033174 , 0.034696 ,      0.110720 ,        Not run
Stream_COPY               , 0.620215 ,   0.623464 , 0.620680 , 0.043542 ,   0.043606 , 0.044205 ,      0.174322 ,        Not run
Stream_DOT                , 1.856314 ,   1.846132 , 1.853019 , 3.724428 ,    Not run , 0.127331 ,      0.369919 ,        Not run
Stream_MUL                , 0.617105 ,   0.623380 , 0.617471 , 0.041334 ,   0.043074 , 0.043576 ,      0.177185 ,        Not run
Stream_TRIAD              , 0.975035 ,   0.925538 , 0.976647 , 0.035733 ,   0.031370 , 0.036764 ,      0.115702 ,        Not run
