FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_HIP      ,         , RAJA_HIP        ,        
Apps_DEL_DOT_VEC_2D       , 0.0098          ,         , 0.0071          ,         , -0.18           ,         , 3.2             ,OVER_TOL
Apps_ENERGY               , 0.069           ,         , 0.076           ,         , 0               ,         , -0.029          ,        
Apps_FIR                  , -0.042          ,         , -0.041          ,         , 0               ,         , -0.016          ,        
Apps_HALOEXCHANGE         , -0.11           ,         , -0.09           ,         , 0               ,         , -0.14           ,        
Apps_LTIMES               , -0.0028         ,         , 0.0002          ,         , -0.062          ,         , 0.071           ,        
Apps_LTIMES_NOVIEW        , 0.0011          ,         , 0.0011          ,         , -0.065          ,         , 0.077           ,        
Apps_PRESSURE             , 0.0054          ,         , 0.0061          ,         , 0               ,         , -0.0022         ,        
Apps_VOL3D                , -0.0028         ,         , 0.0067          ,         , 0               ,         , -0.16           ,        
Basic_DAXPY               , -0.0028         ,         , -0.0063         ,         , -0.0048         ,         , -0.02           ,        
Basic_IF_QUAD             , -0.0048         ,         , 0.0095          ,         , -0.065          ,         , -0.052          ,        
Basic_INIT3               , -0.0054         ,         , -0.0035         ,         , -0.062          ,         , -0.036          ,        
Basic_INIT_VIEW1D         , -0.00034        ,         , -0.059          ,         , -0.18           ,         , -0.071          ,        
Basic_INIT_VIEW1D_OFFSET  , 0.00076         ,         , -0.06           ,         , -0.03           ,         , 0.092           ,        
Basic_MULADDSUB           , 0.0047          ,         , 0.023           ,         , -0.11           ,         , -0.034          ,        
Basic_NESTED_INIT         , 0.00091         ,         , 0.0063          ,         , -0.034          ,         , -0.018          ,        
Basic_PI_ATOMIC           , -0.004          ,         , 1.2             ,OVER_TOL , -0.052          ,         , -0.025          ,        
Basic_REDUCE3_INT         , 0.00083         ,         , -0.076          ,         , 0               ,         , 0.052           ,        
Basic_TRAP_INT            , 0.0016          ,         , -0.00013        ,         , 0               ,         , -0.96           ,        
Lcals_DIFF_PREDICT        , -0.0031         ,         , 0.00037         ,         , 0               ,         , -0.049          ,        
Lcals_EOS                 , 0.37            ,OVER_TOL , -0.016          ,         , 0               ,         , -0.036          ,        
Lcals_FIRST_DIFF          , -0.00055        ,         , -0.0011         ,         , 0               ,         , -0.073          ,        
Lcals_FIRST_MIN           , -0.0072         ,         , 0.0093          ,         , 0               ,         , 0.1             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0029         ,         , -0.0026         ,         , 0               ,         , -0.061          ,        
Lcals_GEN_LIN_RECUR       , 0.0016          ,         , 0.00067         ,         , 0               ,         , -0.038          ,        
Lcals_HYDRO_1D            , 0.00019         ,         , -0.0022         ,         , 0               ,         , 0.2             ,OVER_TOL
Lcals_HYDRO_2D            , 0.00055         ,         , -0.0049         ,         , 0               ,         , -0.012          ,        
Lcals_INT_PREDICT         , 0.00062         ,         , 0.055           ,         , 0               ,         , -0.049          ,        
Lcals_PLANCKIAN           , -0.0075         ,         , -0.024          ,         , 0               ,         , -0.28           ,        
Lcals_TRIDIAG_ELIM        , -0.0046         ,         , 0.0012          ,         , 0               ,         , 0.00041         ,        
Stream_ADD                , -0.034          ,         , -0.0072         ,         , -0.02           ,         , 0.019           ,        
Stream_COPY               , -0.012          ,         , -0.0054         ,         , -0.071          ,         , -0.03           ,        
Stream_DOT                , -0.0043         ,         , -0.0033         ,         , 0               ,         , -0.97           ,        
Stream_MUL                , -0.029          ,         , -0.033          ,         , -0.054          ,         , 0.028           ,        
Stream_TRIAD              , 0.011           ,         , -0.0018         ,         , -0.087          ,         , -0.054          ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.11           ,         , -0.09           ,         , -0.18           ,         , -0.97           ,        
Col Max                   , 0.37            ,         , 1.2             ,         , -0.0048         ,         , 3.2             ,        
Col Avg                   , 0.0057          ,         , 0.029           ,         , -0.072          ,         , 0.019           ,        
Col Std Dev               , 0.0046          ,         , 0.043           ,         , 0.0025          ,         , 0.36            ,        
