Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 0.808206 ,   0.822739 , 0.824027 , 0.007714 ,   0.006242 , 0.031949 ,       Not run ,        Not run
Apps_ENERGY               , 1.120687 ,   1.201446 , 1.206267 , 0.044402 ,    Not run , 0.043126 ,       Not run ,        Not run
Apps_FIR                  , 0.969295 ,   0.967400 , 0.965654 , 0.009635 ,    Not run , 0.008845 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.019860 ,   0.014131 , 0.014287 , 0.041713 ,    Not run , 0.040692 ,       Not run ,        Not run
Apps_LTIMES               , 0.885111 ,   0.884091 , 0.885218 , 0.016972 ,   0.015344 , 0.017529 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.886726 ,   0.889678 , 0.888382 , 0.016377 ,   0.015325 , 0.017647 ,       Not run ,        Not run
Apps_PRESSURE             , 1.354179 ,   1.349094 , 1.348699 , 0.054517 ,    Not run , 0.054065 ,       Not run ,        Not run
Apps_VOL3D                , 1.189475 ,   1.191228 , 1.204631 , 0.009363 ,    Not run , 0.007798 ,       Not run ,        Not run
Basic_DAXPY               , 0.181292 ,   0.181875 , 0.181644 , 0.018323 ,   0.017212 , 0.018211 ,      0.037566 ,        Not run
Basic_IF_QUAD             , 1.736312 ,   1.735805 , 1.733154 , 0.013650 ,   0.012503 , 0.012713 ,      0.020995 ,        Not run
Basic_INIT3               , 0.764119 ,   0.761538 , 0.763097 , 0.032217 ,   0.030465 , 0.030569 ,      0.051022 ,        Not run
Basic_INIT_VIEW1D         , 1.151769 ,   1.148885 , 1.437306 , 0.039383 ,   0.033808 , 0.039473 ,      0.140290 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.525539 ,   1.523362 , 1.438385 , 0.034979 ,   0.033674 , 0.039716 ,      0.140534 ,        Not run
Basic_MULADDSUB           , 0.535349 ,   0.530813 , 0.529605 , 0.024653 ,   0.023018 , 0.023855 ,      0.036840 ,        Not run
Basic_NESTED_INIT         , 0.616977 ,   0.618572 , 0.622190 , 0.016220 ,   0.015786 , 0.015946 ,      0.079763 ,        Not run
Basic_PI_ATOMIC           , 0.076234 ,   0.076899 , 0.168576 , 675.066250 , 682.097287 , 673.643346 ,   1101.371904 ,        Not run
Basic_REDUCE3_INT         , 0.012535 ,   0.012549 , 0.011703 , 0.024201 ,    Not run , 0.009906 ,      0.008459 ,        Not run
Basic_TRAP_INT            , 0.205884 ,   0.205832 , 0.207376 , 0.094763 ,    Not run , 0.004275 ,      0.007355 ,        Not run
Lcals_DIFF_PREDICT        , 0.761115 ,   0.759264 , 0.758398 , 0.040318 ,    Not run , 0.038343 ,      0.067839 ,        Not run
Lcals_EOS                 , 0.662118 ,   0.664865 , 0.664079 , 0.023635 ,    Not run , 0.022669 ,      0.048333 ,        Not run
Lcals_FIRST_DIFF          , 0.829889 ,   0.844131 , 0.836339 , 0.051670 ,    Not run , 0.050364 ,      0.135178 ,        Not run
Lcals_FIRST_MIN           , 0.049061 ,   0.048175 , 0.048375 , 0.009976 ,    Not run , 0.012113 ,      0.015715 ,        Not run
Lcals_FIRST_SUM           , 0.779560 ,   0.778601 , 0.778612 , 0.051666 ,    Not run , 0.050696 ,      0.134715 ,        Not run
Lcals_GEN_LIN_RECUR       , 0.835507 ,   0.849634 , 0.840507 , 0.061071 ,    Not run , 0.058282 ,      0.101306 ,        Not run
Lcals_HYDRO_1D            , 0.805033 ,   0.804995 , 0.804665 , 0.039369 ,    Not run , 0.038525 ,      0.079660 ,        Not run
Lcals_HYDRO_2D            , 0.812480 ,   0.814173 , 0.815012 , 0.021340 ,    Not run , 0.021099 ,      0.041392 ,        Not run
Lcals_INT_PREDICT         , 1.228105 ,   1.228422 , 1.316081 , 0.050331 ,    Not run , 0.046586 ,      0.077829 ,        Not run
Lcals_PLANCKIAN           , 0.752259 ,   0.751901 , 0.744602 , 0.004406 ,    Not run , 0.003019 ,      0.009639 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.119078 ,   1.120719 , 1.119579 , 0.051388 ,    Not run , 0.050385 ,      0.090223 ,        Not run
Stream_ADD                , 0.780301 ,   0.781675 , 0.780966 , 0.035003 ,   0.034587 , 0.035759 ,      0.080822 ,        Not run
Stream_COPY               , 0.675030 ,   0.675975 , 0.674378 , 0.047261 ,   0.045329 , 0.047023 ,      0.120878 ,        Not run
Stream_DOT                , 1.851627 ,   1.846972 , 1.848659 , 3.722493 ,    Not run , 0.130921 ,      0.242476 ,        Not run
Stream_MUL                , 0.675071 ,   0.676760 , 0.676000 , 0.047836 ,   0.044398 , 0.048051 ,      0.124128 ,        Not run
Stream_TRIAD              , 0.794761 ,   0.800959 , 0.792848 , 0.036570 ,   0.032758 , 0.035715 ,      0.082921 ,        Not run
