Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 0.819160 ,   0.834834 , 0.817973 , 0.007628 ,   0.006227 , 0.031882 ,       Not run ,        Not run
Apps_ENERGY               , 1.125229 ,   1.202251 , 1.212170 , 0.043766 ,    Not run , 0.042770 ,       Not run ,        Not run
Apps_FIR                  , 0.985435 ,   0.945858 , 0.946052 , 0.009394 ,    Not run , 0.008890 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.019231 ,   0.016969 , 0.015552 , 0.047877 ,    Not run , 0.041121 ,       Not run ,        Not run
Apps_LTIMES               , 0.880208 ,   0.877808 , 0.880006 , 0.016947 ,   0.015335 , 0.017508 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.878952 ,   0.883140 , 0.880431 , 0.016311 ,   0.015332 , 0.017612 ,       Not run ,        Not run
Apps_PRESSURE             , 1.344529 ,   1.346741 , 1.343645 , 0.055267 ,    Not run , 0.054480 ,       Not run ,        Not run
Apps_VOL3D                , 1.169842 ,   1.169991 , 1.181282 , 0.009295 ,    Not run , 0.007800 ,       Not run ,        Not run
Basic_DAXPY               , 0.195547 ,   0.195458 , 0.195335 , 0.017431 ,   0.017388 , 0.018256 ,      0.053135 ,        Not run
Basic_IF_QUAD             , 1.723127 ,   1.743345 , 1.746358 , 0.013337 ,   0.012729 , 0.012386 ,      0.026577 ,        Not run
Basic_INIT3               , 0.763256 ,   0.761596 , 0.768372 , 0.032657 ,   0.030114 , 0.030948 ,      0.066894 ,        Not run
Basic_INIT_VIEW1D         , 1.530788 ,   1.533618 , 1.444501 , 0.039957 ,   0.033725 , 0.038525 ,      0.233463 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.529922 ,   1.515957 , 1.422447 , 0.035610 ,   0.033503 , 0.038575 ,      0.231534 ,        Not run
Basic_MULADDSUB           , 0.530229 ,   0.530591 , 0.532651 , 0.025221 ,   0.022737 , 0.023469 ,      0.048135 ,        Not run
Basic_NESTED_INIT         , 0.608983 ,   0.608635 , 0.612072 , 0.016029 ,   0.015713 , 0.016036 ,      0.110537 ,        Not run
Basic_PI_ATOMIC           , 0.075594 ,   0.075448 , 0.166155 , 700.731594 , 692.685481 , 805.333237 ,   1154.774875 ,        Not run
Basic_REDUCE3_INT         , 0.012552 ,   0.012573 , 0.011598 , 0.024312 ,    Not run , 0.009478 ,      0.011969 ,        Not run
Basic_TRAP_INT            , 0.205962 ,   0.205997 , 0.205897 , 0.094718 ,    Not run , 0.004133 ,      0.010868 ,        Not run
Lcals_DIFF_PREDICT        , 0.752367 ,   0.752609 , 0.756312 , 0.040396 ,    Not run , 0.038558 ,      0.073619 ,        Not run
Lcals_EOS                 , 0.671580 ,   0.675674 , 0.675957 , 0.024504 ,    Not run , 0.023026 ,      0.064189 ,        Not run
Lcals_FIRST_DIFF          , 0.724771 ,   0.725382 , 0.725518 , 0.052506 ,    Not run , 0.051249 ,      0.197731 ,        Not run
Lcals_FIRST_MIN           , 0.048646 ,   0.048130 , 0.049080 , 0.010050 ,    Not run , 0.012040 ,      0.022706 ,        Not run
Lcals_FIRST_SUM           , 0.768676 ,   0.766010 , 0.766334 , 0.053026 ,    Not run , 0.052212 ,      0.197525 ,        Not run
Lcals_GEN_LIN_RECUR       , 0.844115 ,   0.844435 , 0.841620 , 0.062105 ,    Not run , 0.058990 ,      0.132435 ,        Not run
Lcals_HYDRO_1D            , 0.820366 ,   0.817603 , 0.820308 , 0.040492 ,    Not run , 0.041065 ,      0.111166 ,        Not run
Lcals_HYDRO_2D            , 0.814722 ,   0.814763 , 0.812257 , 0.021318 ,    Not run , 0.021111 ,      0.050581 ,        Not run
Lcals_INT_PREDICT         , 1.200007 ,   1.201155 , 1.301546 , 0.050017 ,    Not run , 0.046486 ,      0.090462 ,        Not run
Lcals_PLANCKIAN           , 0.752119 ,   0.751887 , 0.744396 , 0.004028 ,    Not run , 0.002995 ,      0.008737 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.154554 ,   1.134758 , 1.149978 , 0.050363 ,    Not run , 0.051885 ,      0.119524 ,        Not run
Stream_ADD                , 0.793625 ,   0.780455 , 0.794113 , 0.036101 ,   0.034337 , 0.035871 ,      0.112100 ,        Not run
Stream_COPY               , 0.612183 ,   0.611453 , 0.611302 , 0.047509 ,   0.044345 , 0.047634 ,      0.178126 ,        Not run
Stream_DOT                , 1.850505 ,   1.852181 , 1.844191 , 3.736835 ,    Not run , 0.132948 ,      0.385495 ,        Not run
Stream_MUL                , 0.609031 ,   0.610255 , 0.608903 , 0.046860 ,   0.045703 , 0.047259 ,      0.179302 ,        Not run
Stream_TRIAD              , 0.794263 ,   0.787222 , 0.794930 , 0.036237 ,   0.033323 , 0.035528 ,      0.114581 ,        Not run
